GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,JL0E001,JL0E002,JL0E003,NAME_M,JL0M001,JL0M002,JL0M003
"G4200470","2006-2010",,,"Pennsylvania","42","Elk County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Elk County, Pennsylvania",43.8,42.9,44.9,"Elk County, Pennsylvania",0.3,0.4,0.2
"G4200490","2006-2010",,,"Pennsylvania","42","Erie County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Erie County, Pennsylvania",38.4,37.0,39.8,"Erie County, Pennsylvania",0.2,0.2,0.3
"G4200510","2006-2010",,,"Pennsylvania","42","Fayette County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fayette County, Pennsylvania",42.9,41.1,44.7,"Fayette County, Pennsylvania",0.2,0.3,0.2
"G4200530","2006-2010",,,"Pennsylvania","42","Forest County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Forest County, Pennsylvania",42.4,37.6,49.6,"Forest County, Pennsylvania",0.6,1.2,0.6
"G4200550","2006-2010",,,"Pennsylvania","42","Franklin County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Franklin County, Pennsylvania",39.9,38.7,40.9,"Franklin County, Pennsylvania",0.3,0.3,0.3
"G4200570","2006-2010",,,"Pennsylvania","42","Fulton County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fulton County, Pennsylvania",40.8,39.8,41.7,"Fulton County, Pennsylvania",0.3,0.6,0.6
"G4200590","2006-2010",,,"Pennsylvania","42","Greene County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Greene County, Pennsylvania",40.4,39.4,41.8,"Greene County, Pennsylvania",0.5,0.5,0.8
"G4200610","2006-2010",,,"Pennsylvania","42","Huntingdon County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Huntingdon County, Pennsylvania",40.8,39.3,42.8,"Huntingdon County, Pennsylvania",0.4,0.6,0.3
"G4200630","2006-2010",,,"Pennsylvania","42","Indiana County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Indiana County, Pennsylvania",38.1,36.5,39.6,"Indiana County, Pennsylvania",0.5,0.4,0.4
"G4200650","2006-2010",,,"Pennsylvania","42","Jefferson County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jefferson County, Pennsylvania",42.4,40.7,43.7,"Jefferson County, Pennsylvania",0.4,0.3,0.3
"G4200670","2006-2010",,,"Pennsylvania","42","Juniata County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Juniata County, Pennsylvania",40.2,39.3,41.2,"Juniata County, Pennsylvania",0.6,0.5,0.4
"G4200690","2006-2010",,,"Pennsylvania","42","Lackawanna County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lackawanna County, Pennsylvania",41.9,40.5,43.1,"Lackawanna County, Pennsylvania",0.2,0.3,0.2
"G4200710","2006-2010",,,"Pennsylvania","42","Lancaster County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lancaster County, Pennsylvania",37.7,36.4,39.0,"Lancaster County, Pennsylvania",0.1,0.2,0.2
"G4200730","2006-2010",,,"Pennsylvania","42","Lawrence County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lawrence County, Pennsylvania",43.1,41.4,44.7,"Lawrence County, Pennsylvania",0.3,0.3,0.2
"G4200750","2006-2010",,,"Pennsylvania","42","Lebanon County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lebanon County, Pennsylvania",40.6,39.1,41.7,"Lebanon County, Pennsylvania",0.3,0.4,0.3
"G4200770","2006-2010",,,"Pennsylvania","42","Lehigh County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lehigh County, Pennsylvania",39.1,38.0,40.1,"Lehigh County, Pennsylvania",0.2,0.2,0.2
"G4200790","2006-2010",,,"Pennsylvania","42","Luzerne County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Luzerne County, Pennsylvania",42.4,40.9,44.2,"Luzerne County, Pennsylvania",0.1,0.2,0.2
"G4200810","2006-2010",,,"Pennsylvania","42","Lycoming County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lycoming County, Pennsylvania",40.7,38.7,42.6,"Lycoming County, Pennsylvania",0.3,0.3,0.3
"G4200830","2006-2010",,,"Pennsylvania","42","McKean County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,"McKean County, Pennsylvania",40.9,39.5,43.1,"McKean County, Pennsylvania",0.4,0.4,0.4
"G4200850","2006-2010",,,"Pennsylvania","42","Mercer County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mercer County, Pennsylvania",42.2,40.7,43.7,"Mercer County, Pennsylvania",0.3,0.4,0.2
"G4200870","2006-2010",,,"Pennsylvania","42","Mifflin County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mifflin County, Pennsylvania",41.7,40.2,42.8,"Mifflin County, Pennsylvania",0.5,0.5,0.4
"G4200890","2006-2010",,,"Pennsylvania","42","Monroe County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Monroe County, Pennsylvania",39.3,38.3,40.3,"Monroe County, Pennsylvania",0.3,0.3,0.4
"G4200910","2006-2010",,,"Pennsylvania","42","Montgomery County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Montgomery County, Pennsylvania",40.2,38.8,41.5,"Montgomery County, Pennsylvania",0.1,0.1,0.2
"G4200930","2006-2010",,,"Pennsylvania","42","Montour County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Montour County, Pennsylvania",43.7,42.3,44.9,"Montour County, Pennsylvania",0.6,0.6,0.4
"G4200950","2006-2010",,,"Pennsylvania","42","Northampton County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Northampton County, Pennsylvania",40.2,38.9,41.7,"Northampton County, Pennsylvania",0.2,0.2,0.3
"G4200970","2006-2010",,,"Pennsylvania","42","Northumberland County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Northumberland County, Pennsylvania",42.8,41.3,44.9,"Northumberland County, Pennsylvania",0.2,0.3,0.2
"G4200990","2006-2010",,,"Pennsylvania","42","Perry County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Perry County, Pennsylvania",40.4,40.3,40.7,"Perry County, Pennsylvania",0.3,0.3,0.4
"G4201010","2006-2010",,,"Pennsylvania","42","Philadelphia County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Philadelphia County, Pennsylvania",33.7,31.8,35.4,"Philadelphia County, Pennsylvania",0.2,0.1,0.1
"G4201030","2006-2010",,,"Pennsylvania","42","Pike County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pike County, Pennsylvania",41.9,41.3,42.6,"Pike County, Pennsylvania",0.5,0.6,0.6
"G4201050","2006-2010",,,"Pennsylvania","42","Potter County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Potter County, Pennsylvania",43.9,42.4,44.9,"Potter County, Pennsylvania",0.3,0.5,0.2
"G4201070","2006-2010",,,"Pennsylvania","42","Schuylkill County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Schuylkill County, Pennsylvania",42.6,40.8,44.8,"Schuylkill County, Pennsylvania",0.2,0.3,0.2
"G4201090","2006-2010",,,"Pennsylvania","42","Snyder County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Snyder County, Pennsylvania",39.0,37.6,40.1,"Snyder County, Pennsylvania",0.5,0.7,0.7
"G4201110","2006-2010",,,"Pennsylvania","42","Somerset County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Somerset County, Pennsylvania",43.7,42.1,45.5,"Somerset County, Pennsylvania",0.2,0.4,0.2
"G4201130","2006-2010",,,"Pennsylvania","42","Sullivan County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sullivan County, Pennsylvania",48.7,48.3,48.9,"Sullivan County, Pennsylvania",0.4,0.6,0.5
"G4201150","2006-2010",,,"Pennsylvania","42","Susquehanna County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Susquehanna County, Pennsylvania",44.1,43.7,44.7,"Susquehanna County, Pennsylvania",0.2,0.3,0.1
"G4201170","2006-2010",,,"Pennsylvania","42","Tioga County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tioga County, Pennsylvania",41.8,41.3,42.2,"Tioga County, Pennsylvania",0.3,0.4,0.5
"G4201190","2006-2010",,,"Pennsylvania","42","Union County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Union County, Pennsylvania",38.4,37.0,40.7,"Union County, Pennsylvania",0.5,0.5,0.8
"G4201210","2006-2010",,,"Pennsylvania","42","Venango County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Venango County, Pennsylvania",43.8,42.7,44.8,"Venango County, Pennsylvania",0.2,0.5,0.3
"G4201230","2006-2010",,,"Pennsylvania","42","Warren County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Warren County, Pennsylvania",44.2,43.1,45.4,"Warren County, Pennsylvania",0.2,0.4,0.2
"G4201250","2006-2010",,,"Pennsylvania","42","Washington County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Washington County, Pennsylvania",43.0,41.7,44.4,"Washington County, Pennsylvania",0.2,0.2,0.1
"G4201270","2006-2010",,,"Pennsylvania","42","Wayne County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wayne County, Pennsylvania",44.8,43.7,45.9,"Wayne County, Pennsylvania",0.2,0.4,0.4
"G4201290","2006-2010",,,"Pennsylvania","42","Westmoreland County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Westmoreland County, Pennsylvania",44.4,42.8,46.0,"Westmoreland County, Pennsylvania",0.2,0.2,0.1
"G4201310","2006-2010",,,"Pennsylvania","42","Wyoming County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wyoming County, Pennsylvania",41.0,39.9,42.2,"Wyoming County, Pennsylvania",0.4,0.4,0.4
"G4201330","2006-2010",,,"Pennsylvania","42","York County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,,"York County, Pennsylvania",39.6,38.6,40.6,"York County, Pennsylvania",0.2,0.2,0.2
"G4400010","2006-2010",,,"Rhode Island","44","Bristol County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bristol County, Rhode Island",41.9,40.0,43.6,"Bristol County, Rhode Island",0.5,0.6,0.4
"G4400030","2006-2010",,,"Rhode Island","44","Kent County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kent County, Rhode Island",41.9,40.3,43.4,"Kent County, Rhode Island",0.3,0.3,0.2
"G4400050","2006-2010",,,"Rhode Island","44","Newport County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Newport County, Rhode Island",42.9,41.4,43.9,"Newport County, Rhode Island",0.3,0.5,0.3
"G4400070","2006-2010",,,"Rhode Island","44","Providence County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Providence County, Rhode Island",36.7,35.1,38.2,"Providence County, Rhode Island",0.2,0.1,0.2
"G4400090","2006-2010",,,"Rhode Island","44","Washington County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Washington County, Rhode Island",41.1,40.1,42.0,"Washington County, Rhode Island",0.3,0.5,0.4
"G4500010","2006-2010",,,"South Carolina","45","Abbeville County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Abbeville County, South Carolina",41.1,40.0,42.3,"Abbeville County, South Carolina",0.6,0.8,0.6
"G4500030","2006-2010",,,"South Carolina","45","Aiken County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Aiken County, South Carolina",39.6,38.0,40.8,"Aiken County, South Carolina",0.3,0.5,0.4
"G4500050","2006-2010",,,"South Carolina","45","Allendale County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Allendale County, South Carolina",37.6,35.9,40.6,"Allendale County, South Carolina",1.5,2.2,1.8
"G4500070","2006-2010",,,"South Carolina","45","Anderson County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Anderson County, South Carolina",39.2,38.0,40.2,"Anderson County, South Carolina",0.2,0.3,0.3
"G4500090","2006-2010",,,"South Carolina","45","Bamberg County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bamberg County, South Carolina",38.0,33.3,41.4,"Bamberg County, South Carolina",1.7,1.4,2.1
"G4500110","2006-2010",,,"South Carolina","45","Barnwell County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Barnwell County, South Carolina",38.2,36.5,40.0,"Barnwell County, South Carolina",0.8,2.0,1.4
"G4500130","2006-2010",,,"South Carolina","45","Beaufort County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Beaufort County, South Carolina",40.2,37.2,43.2,"Beaufort County, South Carolina",0.4,0.4,0.3
"G4500150","2006-2010",,,"South Carolina","45","Berkeley County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Berkeley County, South Carolina",34.3,32.9,35.6,"Berkeley County, South Carolina",0.2,0.3,0.2
"G4500170","2006-2010",,,"South Carolina","45","Calhoun County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Calhoun County, South Carolina",43.9,42.2,44.5,"Calhoun County, South Carolina",0.5,2.0,0.3
"G4500190","2006-2010",,,"South Carolina","45","Charleston County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Charleston County, South Carolina",35.7,34.3,37.0,"Charleston County, South Carolina",0.2,0.1,0.3
"G4500210","2006-2010",,,"South Carolina","45","Cherokee County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cherokee County, South Carolina",37.4,36.3,38.3,"Cherokee County, South Carolina",0.4,0.7,0.4
"G4500230","2006-2010",,,"South Carolina","45","Chester County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chester County, South Carolina",39.3,37.9,40.8,"Chester County, South Carolina",0.7,0.8,0.7
"G4500250","2006-2010",,,"South Carolina","45","Chesterfield County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chesterfield County, South Carolina",38.7,37.9,39.5,"Chesterfield County, South Carolina",0.5,0.7,0.6
"G4500270","2006-2010",,,"South Carolina","45","Clarendon County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clarendon County, South Carolina",40.9,38.3,43.6,"Clarendon County, South Carolina",0.5,0.7,0.6
"G4500290","2006-2010",,,"South Carolina","45","Colleton County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Colleton County, South Carolina",39.5,38.3,40.4,"Colleton County, South Carolina",0.7,0.8,0.4
"G4500310","2006-2010",,,"South Carolina","45","Darlington County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Darlington County, South Carolina",38.7,37.8,39.4,"Darlington County, South Carolina",0.3,0.4,0.5
"G4500330","2006-2010",,,"South Carolina","45","Dillon County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dillon County, South Carolina",37.1,35.2,39.4,"Dillon County, South Carolina",0.7,1.2,0.7
"G4500350","2006-2010",,,"South Carolina","45","Dorchester County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dorchester County, South Carolina",35.7,34.8,36.7,"Dorchester County, South Carolina",0.2,0.2,0.4
"G4500370","2006-2010",,,"South Carolina","45","Edgefield County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Edgefield County, South Carolina",40.1,37.3,42.4,"Edgefield County, South Carolina",0.8,1.2,0.5
"G4500390","2006-2010",,,"South Carolina","45","Fairfield County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fairfield County, South Carolina",41.8,39.9,42.6,"Fairfield County, South Carolina",0.7,1.7,0.6
"G4500410","2006-2010",,,"South Carolina","45","Florence County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Florence County, South Carolina",37.2,35.8,38.4,"Florence County, South Carolina",0.2,0.3,0.4
"G4500430","2006-2010",,,"South Carolina","45","Georgetown County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Georgetown County, South Carolina",44.5,42.9,45.8,"Georgetown County, South Carolina",0.2,0.5,0.3
"G4500450","2006-2010",,,"South Carolina","45","Greenville County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Greenville County, South Carolina",36.9,35.7,38.1,"Greenville County, South Carolina",0.2,0.1,0.2
"G4500470","2006-2010",,,"South Carolina","45","Greenwood County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Greenwood County, South Carolina",38.1,37.0,39.1,"Greenwood County, South Carolina",0.5,0.6,0.5
"G4500490","2006-2010",,,"South Carolina","45","Hampton County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hampton County, South Carolina",37.6,36.5,39.3,"Hampton County, South Carolina",0.6,0.6,0.6
"G4500510","2006-2010",,,"South Carolina","45","Horry County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Horry County, South Carolina",40.8,39.5,42.3,"Horry County, South Carolina",0.2,0.3,0.2
"G4500530","2006-2010",,,"South Carolina","45","Jasper County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jasper County, South Carolina",34.9,33.1,36.9,"Jasper County, South Carolina",0.7,1.4,1.2
"G4500550","2006-2010",,,"South Carolina","45","Kershaw County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kershaw County, South Carolina",40.1,38.6,41.2,"Kershaw County, South Carolina",0.4,0.7,0.6
"G4500570","2006-2010",,,"South Carolina","45","Lancaster County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lancaster County, South Carolina",38.8,37.7,40.0,"Lancaster County, South Carolina",0.3,0.6,0.5
"G4500590","2006-2010",,,"South Carolina","45","Laurens County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Laurens County, South Carolina",40.2,38.2,41.3,"Laurens County, South Carolina",0.4,1.0,0.7
"G4500610","2006-2010",,,"South Carolina","45","Lee County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lee County, South Carolina",37.6,34.8,40.0,"Lee County, South Carolina",1.0,1.0,0.8
"G4500630","2006-2010",,,"South Carolina","45","Lexington County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lexington County, South Carolina",37.5,36.3,38.6,"Lexington County, South Carolina",0.2,0.2,0.3
"G4500650","2006-2010",,,"South Carolina","45","McCormick County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,"McCormick County, South Carolina",48.2,46.3,50.8,"McCormick County, South Carolina",0.6,0.7,0.8
"G4500670","2006-2010",,,"South Carolina","45","Marion County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marion County, South Carolina",39.1,37.3,40.7,"Marion County, South Carolina",0.6,0.9,1.1
"G4500690","2006-2010",,,"South Carolina","45","Marlboro County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marlboro County, South Carolina",38.1,35.5,41.6,"Marlboro County, South Carolina",0.5,0.3,1.0
"G4500710","2006-2010",,,"South Carolina","45","Newberry County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Newberry County, South Carolina",39.0,38.2,40.6,"Newberry County, South Carolina",0.5,0.4,0.6
"G4500730","2006-2010",,,"South Carolina","45","Oconee County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Oconee County, South Carolina",42.6,40.8,44.3,"Oconee County, South Carolina",0.4,0.5,0.3
"G4500750","2006-2010",,,"South Carolina","45","Orangeburg County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Orangeburg County, South Carolina",37.3,35.5,39.1,"Orangeburg County, South Carolina",0.3,0.3,0.8
"G4500770","2006-2010",,,"South Carolina","45","Pickens County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pickens County, South Carolina",34.5,32.4,36.4,"Pickens County, South Carolina",0.2,0.3,0.5
"G4500790","2006-2010",,,"South Carolina","45","Richland County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Richland County, South Carolina",32.7,30.9,34.3,"Richland County, South Carolina",0.2,0.2,0.1
"G4500810","2006-2010",,,"South Carolina","45","Saluda County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Saluda County, South Carolina",39.4,38.3,40.6,"Saluda County, South Carolina",1.2,2.4,1.7
"G4500830","2006-2010",,,"South Carolina","45","Spartanburg County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Spartanburg County, South Carolina",37.7,36.6,38.8,"Spartanburg County, South Carolina",0.3,0.2,0.3
"G4500850","2006-2010",,,"South Carolina","45","Sumter County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sumter County, South Carolina",35.3,33.0,37.4,"Sumter County, South Carolina",0.2,0.5,0.5
"G4500870","2006-2010",,,"South Carolina","45","Union County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Union County, South Carolina",41.7,39.4,43.5,"Union County, South Carolina",0.5,0.9,0.7
"G4500890","2006-2010",,,"South Carolina","45","Williamsburg County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Williamsburg County, South Carolina",39.9,36.1,43.7,"Williamsburg County, South Carolina",1.1,0.8,0.9
"G4500910","2006-2010",,,"South Carolina","45","York County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,"York County, South Carolina",36.7,35.9,37.3,"York County, South Carolina",0.2,0.2,0.3
"G4600030","2006-2010",,,"South Dakota","46","Aurora County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Aurora County, South Dakota",40.9,39.9,43.1,"Aurora County, South Dakota",3.4,3.1,4.6
"G4600050","2006-2010",,,"South Dakota","46","Beadle County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Beadle County, South Dakota",41.5,39.3,43.5,"Beadle County, South Dakota",0.8,1.5,1.6
"G4600070","2006-2010",,,"South Dakota","46","Bennett County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bennett County, South Dakota",32.0,36.1,29.8,"Bennett County, South Dakota",5.8,9.0,10.1
"G4600090","2006-2010",,,"South Dakota","46","Bon Homme County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bon Homme County, South Dakota",43.5,41.3,47.3,"Bon Homme County, South Dakota",0.4,1.3,1.0
"G4600110","2006-2010",,,"South Dakota","46","Brookings County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Brookings County, South Dakota",26.0,25.8,26.1,"Brookings County, South Dakota",0.4,0.5,0.5
"G4600130","2006-2010",,,"South Dakota","46","Brown County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Brown County, South Dakota",38.9,37.6,40.3,"Brown County, South Dakota",0.8,1.0,0.8
"G4600150","2006-2010",,,"South Dakota","46","Brule County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Brule County, South Dakota",39.9,39.2,40.8,"Brule County, South Dakota",2.2,3.5,2.2
"G4600170","2006-2010",,,"South Dakota","46","Buffalo County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Buffalo County, South Dakota",23.4,23.0,24.0,"Buffalo County, South Dakota",2.5,3.2,6.3
"G4600190","2006-2010",,,"South Dakota","46","Butte County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Butte County, South Dakota",41.1,41.4,39.8,"Butte County, South Dakota",1.2,1.1,1.6
"G4600210","2006-2010",,,"South Dakota","46","Campbell County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Campbell County, South Dakota",47.8,48.8,47.3,"Campbell County, South Dakota",2.1,2.7,2.1
"G4600230","2006-2010",,,"South Dakota","46","Charles Mix County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Charles Mix County, South Dakota",39.0,38.1,39.8,"Charles Mix County, South Dakota",0.6,0.7,0.8
"G4600250","2006-2010",,,"South Dakota","46","Clark County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clark County, South Dakota",45.0,44.8,45.9,"Clark County, South Dakota",0.2,0.2,0.7
"G4600270","2006-2010",,,"South Dakota","46","Clay County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clay County, South Dakota",25.0,25.1,24.8,"Clay County, South Dakota",0.5,0.6,0.8
"G4600290","2006-2010",,,"South Dakota","46","Codington County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Codington County, South Dakota",38.0,35.9,39.5,"Codington County, South Dakota",0.6,0.6,1.2
"G4600310","2006-2010",,,"South Dakota","46","Corson County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Corson County, South Dakota",29.6,29.5,29.6,"Corson County, South Dakota",0.3,0.5,1.4
"G4600330","2006-2010",,,"South Dakota","46","Custer County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Custer County, South Dakota",49.6,48.2,50.6,"Custer County, South Dakota",0.4,1.1,0.4
"G4600350","2006-2010",,,"South Dakota","46","Davison County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Davison County, South Dakota",38.4,35.3,41.4,"Davison County, South Dakota",0.9,1.7,0.7
"G4600370","2006-2010",,,"South Dakota","46","Day County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Day County, South Dakota",47.1,45.8,47.8,"Day County, South Dakota",0.9,0.9,1.1
"G4600390","2006-2010",,,"South Dakota","46","Deuel County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Deuel County, South Dakota",43.1,41.5,44.3,"Deuel County, South Dakota",0.7,0.9,0.7
"G4600410","2006-2010",,,"South Dakota","46","Dewey County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dewey County, South Dakota",28.8,25.7,30.8,"Dewey County, South Dakota",0.4,0.3,1.4
"G4600430","2006-2010",,,"South Dakota","46","Douglas County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Douglas County, South Dakota",47.7,46.8,48.4,"Douglas County, South Dakota",0.6,0.8,0.7
"G4600450","2006-2010",,,"South Dakota","46","Edmunds County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Edmunds County, South Dakota",46.9,45.7,48.1,"Edmunds County, South Dakota",2.0,4.2,2.5
"G4600470","2006-2010",,,"South Dakota","46","Fall River County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fall River County, South Dakota",50.1,49.6,50.8,"Fall River County, South Dakota",0.5,1.0,0.9
"G4600490","2006-2010",,,"South Dakota","46","Faulk County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Faulk County, South Dakota",44.5,44.7,44.0,"Faulk County, South Dakota",2.5,1.5,8.1
"G4600510","2006-2010",,,"South Dakota","46","Grant County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Grant County, South Dakota",44.5,43.8,45.8,"Grant County, South Dakota",0.5,0.8,0.6
"G4600530","2006-2010",,,"South Dakota","46","Gregory County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gregory County, South Dakota",47.4,45.1,49.7,"Gregory County, South Dakota",1.0,1.0,0.4
"G4600550","2006-2010",,,"South Dakota","46","Haakon County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Haakon County, South Dakota",50.0,48.1,50.9,"Haakon County, South Dakota",2.4,4.4,3.4
"G4600570","2006-2010",,,"South Dakota","46","Hamlin County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hamlin County, South Dakota",38.0,35.9,40.5,"Hamlin County, South Dakota",1.0,1.0,1.3
"G4600590","2006-2010",,,"South Dakota","46","Hand County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hand County, South Dakota",48.1,46.5,49.1,"Hand County, South Dakota",0.4,0.8,0.5
