GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,JL0E001,JL0E002,JL0E003,NAME_M,JL0M001,JL0M002,JL0M003
"G0500290","2006-2010",,,"Arkansas","05","Conway County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Conway County, Arkansas",39.6,38.5,40.8,"Conway County, Arkansas",0.6,1.2,1.1
"G0500310","2006-2010",,,"Arkansas","05","Craighead County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Craighead County, Arkansas",33.3,31.6,34.7,"Craighead County, Arkansas",0.2,0.3,0.3
"G0500330","2006-2010",,,"Arkansas","05","Crawford County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Crawford County, Arkansas",37.3,36.6,38.1,"Crawford County, Arkansas",0.5,0.5,0.7
"G0500350","2006-2010",,,"Arkansas","05","Crittenden County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Crittenden County, Arkansas",33.3,32.2,34.4,"Crittenden County, Arkansas",0.3,0.4,0.6
"G0500370","2006-2010",,,"Arkansas","05","Cross County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cross County, Arkansas",38.4,36.7,40.3,"Cross County, Arkansas",1.5,0.8,1.2
"G0500390","2006-2010",,,"Arkansas","05","Dallas County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dallas County, Arkansas",41.7,36.7,44.4,"Dallas County, Arkansas",1.6,1.8,0.9
"G0500410","2006-2010",,,"Arkansas","05","Desha County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Desha County, Arkansas",38.3,36.3,38.8,"Desha County, Arkansas",0.6,1.6,0.6
"G0500430","2006-2010",,,"Arkansas","05","Drew County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Drew County, Arkansas",36.8,35.2,37.6,"Drew County, Arkansas",0.9,2.3,1.3
"G0500450","2006-2010",,,"Arkansas","05","Faulkner County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Faulkner County, Arkansas",31.5,30.5,32.4,"Faulkner County, Arkansas",0.2,0.3,0.4
"G0500470","2006-2010",,,"Arkansas","05","Franklin County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Franklin County, Arkansas",41.4,38.9,41.8,"Franklin County, Arkansas",1.0,3.5,1.0
"G0500490","2006-2010",,,"Arkansas","05","Fulton County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fulton County, Arkansas",46.7,45.3,47.4,"Fulton County, Arkansas",0.9,0.7,0.8
"G0500510","2006-2010",,,"Arkansas","05","Garland County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Garland County, Arkansas",44.0,42.2,45.6,"Garland County, Arkansas",0.3,0.7,0.3
"G0500530","2006-2010",,,"Arkansas","05","Grant County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Grant County, Arkansas",39.2,38.2,40.0,"Grant County, Arkansas",0.6,1.1,0.7
"G0500550","2006-2010",,,"Arkansas","05","Greene County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Greene County, Arkansas",37.3,35.8,39.4,"Greene County, Arkansas",0.3,0.4,1.1
"G0500570","2006-2010",,,"Arkansas","05","Hempstead County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hempstead County, Arkansas",37.1,35.2,38.6,"Hempstead County, Arkansas",0.8,1.2,1.0
"G0500590","2006-2010",,,"Arkansas","05","Hot Spring County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hot Spring County, Arkansas",39.6,39.0,40.5,"Hot Spring County, Arkansas",0.5,0.8,1.0
"G0500610","2006-2010",,,"Arkansas","05","Howard County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Howard County, Arkansas",38.8,37.4,39.4,"Howard County, Arkansas",1.3,1.9,1.0
"G0500630","2006-2010",,,"Arkansas","05","Independence County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Independence County, Arkansas",38.7,37.5,39.5,"Independence County, Arkansas",0.5,0.9,0.7
"G0500650","2006-2010",,,"Arkansas","05","Izard County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Izard County, Arkansas",47.0,45.0,48.3,"Izard County, Arkansas",0.5,0.7,1.0
"G0500670","2006-2010",,,"Arkansas","05","Jackson County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jackson County, Arkansas",40.0,36.9,42.9,"Jackson County, Arkansas",0.9,0.6,0.8
"G0500690","2006-2010",,,"Arkansas","05","Jefferson County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jefferson County, Arkansas",36.5,35.0,38.7,"Jefferson County, Arkansas",0.3,0.2,0.7
"G0500710","2006-2010",,,"Arkansas","05","Johnson County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Johnson County, Arkansas",37.1,36.3,38.3,"Johnson County, Arkansas",0.6,0.6,0.7
"G0500730","2006-2010",,,"Arkansas","05","Lafayette County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lafayette County, Arkansas",42.7,36.5,45.2,"Lafayette County, Arkansas",1.3,3.7,1.2
"G0500750","2006-2010",,,"Arkansas","05","Lawrence County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lawrence County, Arkansas",39.7,38.7,41.5,"Lawrence County, Arkansas",1.0,0.7,1.2
"G0500770","2006-2010",,,"Arkansas","05","Lee County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lee County, Arkansas",40.1,37.3,42.2,"Lee County, Arkansas",1.7,2.8,1.0
"G0500790","2006-2010",,,"Arkansas","05","Lincoln County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lincoln County, Arkansas",36.2,34.9,37.7,"Lincoln County, Arkansas",0.8,1.4,1.4
"G0500810","2006-2010",,,"Arkansas","05","Little River County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Little River County, Arkansas",41.2,39.0,43.2,"Little River County, Arkansas",0.7,1.2,1.3
"G0500830","2006-2010",,,"Arkansas","05","Logan County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Logan County, Arkansas",41.3,40.3,42.2,"Logan County, Arkansas",0.5,0.8,0.6
"G0500850","2006-2010",,,"Arkansas","05","Lonoke County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lonoke County, Arkansas",35.3,34.2,36.2,"Lonoke County, Arkansas",0.3,0.3,0.6
"G0500870","2006-2010",,,"Arkansas","05","Madison County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Madison County, Arkansas",38.5,37.7,39.4,"Madison County, Arkansas",1.2,1.9,1.9
"G0500890","2006-2010",,,"Arkansas","05","Marion County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marion County, Arkansas",48.7,47.2,49.3,"Marion County, Arkansas",0.5,0.8,0.5
"G0500910","2006-2010",,,"Arkansas","05","Miller County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Miller County, Arkansas",37.2,35.6,38.4,"Miller County, Arkansas",0.5,0.4,0.5
"G0500930","2006-2010",,,"Arkansas","05","Mississippi County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mississippi County, Arkansas",34.6,33.8,36.0,"Mississippi County, Arkansas",0.2,0.5,0.5
"G0500950","2006-2010",,,"Arkansas","05","Monroe County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Monroe County, Arkansas",43.2,40.4,43.8,"Monroe County, Arkansas",0.7,2.0,0.4
"G0500970","2006-2010",,,"Arkansas","05","Montgomery County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Montgomery County, Arkansas",46.0,45.7,46.2,"Montgomery County, Arkansas",0.5,1.0,0.9
"G0500990","2006-2010",,,"Arkansas","05","Nevada County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nevada County, Arkansas",39.9,39.0,40.2,"Nevada County, Arkansas",1.0,2.4,1.1
"G0501010","2006-2010",,,"Arkansas","05","Newton County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Newton County, Arkansas",44.8,44.2,47.0,"Newton County, Arkansas",0.3,0.4,0.7
"G0501030","2006-2010",,,"Arkansas","05","Ouachita County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ouachita County, Arkansas",42.0,40.7,42.8,"Ouachita County, Arkansas",0.8,1.3,0.6
"G0501050","2006-2010",,,"Arkansas","05","Perry County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Perry County, Arkansas",41.2,40.5,42.7,"Perry County, Arkansas",1.1,0.5,1.3
"G0501070","2006-2010",,,"Arkansas","05","Phillips County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Phillips County, Arkansas",36.0,32.6,39.3,"Phillips County, Arkansas",0.6,1.4,0.8
"G0501090","2006-2010",,,"Arkansas","05","Pike County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pike County, Arkansas",39.1,35.6,41.3,"Pike County, Arkansas",1.3,0.9,1.5
"G0501110","2006-2010",,,"Arkansas","05","Poinsett County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Poinsett County, Arkansas",39.3,38.6,39.8,"Poinsett County, Arkansas",0.5,0.6,0.7
"G0501130","2006-2010",,,"Arkansas","05","Polk County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Polk County, Arkansas",43.2,41.9,44.4,"Polk County, Arkansas",0.5,0.8,0.6
"G0501150","2006-2010",,,"Arkansas","05","Pope County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pope County, Arkansas",35.1,33.0,36.4,"Pope County, Arkansas",0.3,0.8,0.5
"G0501170","2006-2010",,,"Arkansas","05","Prairie County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Prairie County, Arkansas",43.5,42.9,44.7,"Prairie County, Arkansas",0.9,0.7,0.6
"G0501190","2006-2010",,,"Arkansas","05","Pulaski County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pulaski County, Arkansas",35.7,34.5,37.0,"Pulaski County, Arkansas",0.2,0.1,0.2
"G0501210","2006-2010",,,"Arkansas","05","Randolph County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Randolph County, Arkansas",42.0,39.4,43.6,"Randolph County, Arkansas",1.4,0.9,1.1
"G0501230","2006-2010",,,"Arkansas","05","St. Francis County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,,"St. Francis County, Arkansas",36.8,35.9,38.8,"St. Francis County, Arkansas",0.5,0.5,0.9
"G0501250","2006-2010",,,"Arkansas","05","Saline County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Saline County, Arkansas",38.6,37.6,40.1,"Saline County, Arkansas",0.3,0.4,0.4
"G0501270","2006-2010",,,"Arkansas","05","Scott County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scott County, Arkansas",41.0,39.1,42.8,"Scott County, Arkansas",1.6,4.0,1.2
"G0501290","2006-2010",,,"Arkansas","05","Searcy County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Searcy County, Arkansas",45.2,47.3,44.6,"Searcy County, Arkansas",0.9,0.3,0.5
"G0501310","2006-2010",,,"Arkansas","05","Sebastian County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sebastian County, Arkansas",36.5,35.1,38.0,"Sebastian County, Arkansas",0.3,0.2,0.4
"G0501330","2006-2010",,,"Arkansas","05","Sevier County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sevier County, Arkansas",34.2,33.5,34.7,"Sevier County, Arkansas",0.5,0.7,0.6
"G0501350","2006-2010",,,"Arkansas","05","Sharp County","135",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sharp County, Arkansas",46.1,45.0,47.4,"Sharp County, Arkansas",0.4,0.5,1.2
"G0501370","2006-2010",,,"Arkansas","05","Stone County","137",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stone County, Arkansas",46.5,46.3,46.6,"Stone County, Arkansas",0.3,0.4,0.5
"G0501390","2006-2010",,,"Arkansas","05","Union County","139",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Union County, Arkansas",39.8,38.1,41.4,"Union County, Arkansas",0.5,0.7,0.5
"G0501410","2006-2010",,,"Arkansas","05","Van Buren County","141",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Van Buren County, Arkansas",46.1,45.2,46.7,"Van Buren County, Arkansas",0.4,0.4,0.4
"G0501430","2006-2010",,,"Arkansas","05","Washington County","143",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Washington County, Arkansas",30.6,29.8,31.5,"Washington County, Arkansas",0.1,0.1,0.3
"G0501450","2006-2010",,,"Arkansas","05","White County","145",,,,,,,,,,,,,,,,,,,,,,,,,,,,"White County, Arkansas",36.1,34.8,37.1,"White County, Arkansas",0.3,0.4,0.4
"G0501470","2006-2010",,,"Arkansas","05","Woodruff County","147",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Woodruff County, Arkansas",42.9,39.8,44.6,"Woodruff County, Arkansas",0.7,0.8,0.7
"G0501490","2006-2010",,,"Arkansas","05","Yell County","149",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yell County, Arkansas",37.9,35.7,39.6,"Yell County, Arkansas",0.6,0.9,1.5
"G0600010","2006-2010",,,"California","06","Alameda County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Alameda County, California",36.2,35.3,37.2,"Alameda County, California",0.2,0.1,0.1
"G0600030","2006-2010",,,"California","06","Alpine County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Alpine County, California",40.9,44.3,33.9,"Alpine County, California",3.8,6.7,12.1
"G0600050","2006-2010",,,"California","06","Amador County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Amador County, California",47.2,45.7,49.8,"Amador County, California",0.4,0.5,0.4
"G0600070","2006-2010",,,"California","06","Butte County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Butte County, California",37.2,34.9,39.4,"Butte County, California",0.2,0.1,0.3
"G0600090","2006-2010",,,"California","06","Calaveras County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Calaveras County, California",48.5,47.6,49.4,"Calaveras County, California",0.5,0.6,0.5
"G0600110","2006-2010",,,"California","06","Colusa County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Colusa County, California",34.0,32.6,35.0,"Colusa County, California",1.1,0.8,1.0
"G0600130","2006-2010",,,"California","06","Contra Costa County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Contra Costa County, California",38.1,36.8,39.3,"Contra Costa County, California",0.2,0.1,0.2
"G0600150","2006-2010",,,"California","06","Del Norte County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Del Norte County, California",37.9,36.9,41.2,"Del Norte County, California",0.7,0.7,1.1
"G0600170","2006-2010",,,"California","06","El Dorado County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,"El Dorado County, California",42.6,41.6,43.5,"El Dorado County, California",0.2,0.3,0.3
"G0600190","2006-2010",,,"California","06","Fresno County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fresno County, California",30.4,29.5,31.4,"Fresno County, California",0.1,0.1,0.2
"G0600210","2006-2010",,,"California","06","Glenn County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Glenn County, California",35.1,34.2,36.5,"Glenn County, California",0.4,0.6,0.9
"G0600230","2006-2010",,,"California","06","Humboldt County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Humboldt County, California",37.1,35.8,38.4,"Humboldt County, California",0.4,0.2,0.4
"G0600250","2006-2010",,,"California","06","Imperial County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Imperial County, California",31.6,30.5,33.1,"Imperial County, California",0.2,0.3,0.3
"G0600270","2006-2010",,,"California","06","Inyo County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Inyo County, California",45.0,44.3,45.8,"Inyo County, California",0.4,0.8,1.4
"G0600290","2006-2010",,,"California","06","Kern County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kern County, California",30.6,30.0,31.3,"Kern County, California",0.1,0.1,0.1
"G0600310","2006-2010",,,"California","06","Kings County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kings County, California",30.8,31.5,29.8,"Kings County, California",0.1,0.2,0.2
"G0600330","2006-2010",,,"California","06","Lake County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lake County, California",44.1,43.1,44.9,"Lake County, California",0.5,0.9,0.5
"G0600350","2006-2010",,,"California","06","Lassen County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lassen County, California",37.2,35.6,41.2,"Lassen County, California",0.4,0.5,1.2
"G0600370","2006-2010",,,"California","06","Los Angeles County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Los Angeles County, California",34.3,33.1,35.5,"Los Angeles County, California",0.1,0.1,0.1
"G0600390","2006-2010",,,"California","06","Madera County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Madera County, California",33.2,31.5,34.4,"Madera County, California",0.2,0.3,0.2
"G0600410","2006-2010",,,"California","06","Marin County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marin County, California",44.0,42.4,45.5,"Marin County, California",0.2,0.3,0.1
"G0600430","2006-2010",,,"California","06","Mariposa County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mariposa County, California",47.9,48.4,47.4,"Mariposa County, California",0.9,1.5,1.7
"G0600450","2006-2010",,,"California","06","Mendocino County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mendocino County, California",41.2,39.4,43.2,"Mendocino County, California",0.3,0.6,0.4
"G0600470","2006-2010",,,"California","06","Merced County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Merced County, California",29.3,28.4,30.3,"Merced County, California",0.2,0.2,0.1
"G0600490","2006-2010",,,"California","06","Modoc County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Modoc County, California",45.4,42.9,46.5,"Modoc County, California",0.4,2.8,1.3
"G0600510","2006-2010",,,"California","06","Mono County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mono County, California",36.5,34.8,38.8,"Mono County, California",1.4,1.9,3.2
"G0600530","2006-2010",,,"California","06","Monterey County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Monterey County, California",32.8,31.9,33.7,"Monterey County, California",0.1,0.2,0.2
"G0600550","2006-2010",,,"California","06","Napa County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Napa County, California",39.4,38.0,40.5,"Napa County, California",0.3,0.5,0.3
"G0600570","2006-2010",,,"California","06","Nevada County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nevada County, California",46.8,45.4,47.9,"Nevada County, California",0.3,0.3,0.4
"G0600590","2006-2010",,,"California","06","Orange County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Orange County, California",35.7,34.6,36.9,"Orange County, California",0.2,0.1,0.1
"G0600610","2006-2010",,,"California","06","Placer County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Placer County, California",39.8,38.6,40.9,"Placer County, California",0.2,0.3,0.3
"G0600630","2006-2010",,,"California","06","Plumas County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Plumas County, California",48.5,46.6,49.9,"Plumas County, California",0.7,1.6,1.0
"G0600650","2006-2010",,,"California","06","Riverside County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Riverside County, California",33.4,32.4,34.3,"Riverside County, California",0.1,0.2,0.1
"G0600670","2006-2010",,,"California","06","Sacramento County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sacramento County, California",34.6,33.3,35.8,"Sacramento County, California",0.2,0.1,0.1
"G0600690","2006-2010",,,"California","06","San Benito County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,"San Benito County, California",33.7,32.5,34.8,"San Benito County, California",0.3,1.0,0.2
"G0600710","2006-2010",,,"California","06","San Bernardino County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,"San Bernardino County, California",31.2,30.1,32.4,"San Bernardino County, California",0.2,0.1,0.2
"G0600730","2006-2010",,,"California","06","San Diego County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,"San Diego County, California",34.5,33.0,35.9,"San Diego County, California",0.1,0.1,0.1
"G0600750","2006-2010",,,"California","06","San Francisco County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,"San Francisco County, California",38.3,38.3,38.3,"San Francisco County, California",0.1,0.2,0.2
"G0600770","2006-2010",,,"California","06","San Joaquin County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,"San Joaquin County, California",32.3,31.1,33.5,"San Joaquin County, California",0.2,0.2,0.2
"G0600790","2006-2010",,,"California","06","San Luis Obispo County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,"San Luis Obispo County, California",39.0,36.8,41.2,"San Luis Obispo County, California",0.2,0.3,0.3
"G0600810","2006-2010",,,"California","06","San Mateo County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,"San Mateo County, California",39.0,37.7,40.3,"San Mateo County, California",0.2,0.1,0.2
"G0600830","2006-2010",,,"California","06","Santa Barbara County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Santa Barbara County, California",33.6,32.2,35.2,"Santa Barbara County, California",0.2,0.2,0.1
"G0600850","2006-2010",,,"California","06","Santa Clara County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Santa Clara County, California",35.8,35.0,36.7,"Santa Clara County, California",0.1,0.1,0.1
"G0600870","2006-2010",,,"California","06","Santa Cruz County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Santa Cruz County, California",36.6,35.5,37.7,"Santa Cruz County, California",0.2,0.2,0.3
"G0600890","2006-2010",,,"California","06","Shasta County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Shasta County, California",41.3,40.0,42.8,"Shasta County, California",0.3,0.4,0.3
"G0600910","2006-2010",,,"California","06","Sierra County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sierra County, California",50.8,50.0,51.6,"Sierra County, California",1.9,2.5,1.7
"G0600930","2006-2010",,,"California","06","Siskiyou County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Siskiyou County, California",46.5,45.1,47.6,"Siskiyou County, California",0.3,0.3,0.3
"G0600950","2006-2010",,,"California","06","Solano County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Solano County, California",36.5,35.1,37.7,"Solano County, California",0.1,0.1,0.2
"G0600970","2006-2010",,,"California","06","Sonoma County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sonoma County, California",39.5,37.8,41.2,"Sonoma County, California",0.2,0.2,0.2
"G0600990","2006-2010",,,"California","06","Stanislaus County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stanislaus County, California",32.5,31.3,33.6,"Stanislaus County, California",0.1,0.3,0.1
"G0601010","2006-2010",,,"California","06","Sutter County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sutter County, California",34.2,33.0,35.4,"Sutter County, California",0.2,0.4,0.2
"G0601030","2006-2010",,,"California","06","Tehama County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tehama County, California",39.2,38.6,39.7,"Tehama County, California",0.4,0.5,0.6
"G0601050","2006-2010",,,"California","06","Trinity County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Trinity County, California",48.5,49.1,47.0,"Trinity County, California",0.8,0.6,2.0
"G0601070","2006-2010",,,"California","06","Tulare County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tulare County, California",29.4,28.5,30.3,"Tulare County, California",0.1,0.2,0.1
"G0601090","2006-2010",,,"California","06","Tuolumne County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tuolumne County, California",46.6,43.3,49.4,"Tuolumne County, California",0.3,0.6,0.2
"G0601110","2006-2010",,,"California","06","Ventura County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ventura County, California",36.0,34.6,37.4,"Ventura County, California",0.1,0.1,0.2
"G0601130","2006-2010",,,"California","06","Yolo County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yolo County, California",30.1,29.2,30.8,"Yolo County, California",0.1,0.3,0.2
"G0601150","2006-2010",,,"California","06","Yuba County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yuba County, California",31.5,30.8,32.0,"Yuba County, California",0.2,0.3,0.3
"G0800010","2006-2010",,,"Colorado","08","Adams County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adams County, Colorado",32.2,31.7,32.7,"Adams County, Colorado",0.1,0.2,0.1
"G0800030","2006-2010",,,"Colorado","08","Alamosa County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Alamosa County, Colorado",32.6,31.2,33.8,"Alamosa County, Colorado",0.9,1.0,0.5
"G0800050","2006-2010",,,"Colorado","08","Arapahoe County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Arapahoe County, Colorado",35.5,34.4,36.5,"Arapahoe County, Colorado",0.1,0.2,0.2
"G0800070","2006-2010",,,"Colorado","08","Archuleta County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Archuleta County, Colorado",36.7,29.4,41.9,"Archuleta County, Colorado",6.9,13.4,3.1
"G0800090","2006-2010",,,"Colorado","08","Baca County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Baca County, Colorado",47.2,45.8,48.4,"Baca County, Colorado",0.6,1.4,2.3
"G0800110","2006-2010",,,"Colorado","08","Bent County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bent County, Colorado",40.2,40.3,39.0,"Bent County, Colorado",2.1,1.9,6.4
"G0800130","2006-2010",,,"Colorado","08","Boulder County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Boulder County, Colorado",35.3,34.0,36.7,"Boulder County, Colorado",0.1,0.2,0.2
"G0800140","2006-2010",,,"Colorado","08","Broomfield County","014",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Broomfield County, Colorado",36.7,35.8,37.5,"Broomfield County, Colorado",0.4,0.4,0.4
"G0800150","2006-2010",,,"Colorado","08","Chaffee County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chaffee County, Colorado",46.3,43.6,49.3,"Chaffee County, Colorado",0.3,0.7,0.6
"G0800170","2006-2010",,,"Colorado","08","Cheyenne County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cheyenne County, Colorado",41.6,40.7,44.5,"Cheyenne County, Colorado",7.8,5.8,10.6
"G0800190","2006-2010",,,"Colorado","08","Clear Creek County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clear Creek County, Colorado",44.7,44.7,44.5,"Clear Creek County, Colorado",0.9,1.0,1.6
"G0800210","2006-2010",,,"Colorado","08","Conejos County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Conejos County, Colorado",38.6,38.2,39.2,"Conejos County, Colorado",0.8,0.9,1.8
