GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,JM0E001,JM0E002,JM0E003,JM0E004,JM0E005,JM0E006,JM0E007,JM0E008,JM0E009,JM0E010,JM0E011,JM0E012,JM0E013,JM0E014,JM0E015,JM0E016,JM0E017,JM0E018,JM0E019,JM0E020,JM0E021,JT5E001,JT5E002,JT5E003,NAME_M,JM0M001,JM0M002,JM0M003,JM0M004,JM0M005,JM0M006,JM0M007,JM0M008,JM0M009,JM0M010,JM0M011,JM0M012,JM0M013,JM0M014,JM0M015,JM0M016,JM0M017,JM0M018,JM0M019,JM0M020,JM0M021,JT5M001,JT5M002,JT5M003
"G1900630","2006-2010",,,"Iowa","19","Emmet County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Emmet County, Iowa",5338,4618,3982,636,521,106,9,0,0,5,5,0,0,0,0,0,16,211,177,42,269,10389,500,9889,"Emmet County, Iowa",205,218,231,147,127,52,10,99,99,9,9,99,99,99,99,99,18,142,64,28,75,-1,-1,-1
"G1900650","2006-2010",,,"Iowa","19","Fayette County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fayette County, Iowa",9881,8360,7301,1059,786,112,16,88,57,44,44,0,0,0,0,0,13,28,654,110,672,20992,977,20015,"Fayette County, Iowa",333,391,380,204,138,51,17,109,58,41,41,99,99,99,99,99,16,27,118,67,145,-1,-1,-1
"G1900670","2006-2010",,,"Iowa","19","Floyd County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Floyd County, Iowa",7565,6575,5937,638,433,85,89,6,25,45,45,0,0,0,0,0,15,47,312,104,467,16394,1506,14888,"Floyd County, Iowa",300,319,329,153,111,41,74,8,28,57,57,99,99,99,99,99,22,43,103,82,131,-1,-1,-1
"G1900690","2006-2010",,,"Iowa","19","Franklin County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Franklin County, Iowa",5157,4497,4094,403,231,82,62,22,6,14,14,0,0,0,0,0,3,20,351,6,266,10697,609,10088,"Franklin County, Iowa",220,231,227,101,75,62,57,25,9,15,15,99,99,99,99,99,4,28,120,5,79,-1,-1,-1
"G1900710","2006-2010",,,"Iowa","19","Fremont County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fremont County, Iowa",3616,3186,2808,378,329,36,3,3,7,0,0,0,0,0,0,0,4,0,139,61,226,7528,358,7170,"Fremont County, Iowa",126,131,128,74,70,16,5,4,7,99,99,99,99,99,99,99,5,99,41,30,56,-1,-1,-1
"G1900730","2006-2010",,,"Iowa","19","Greene County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Greene County, Iowa",4739,4057,3539,518,338,150,26,4,0,0,0,0,0,0,0,0,37,5,175,18,447,9448,416,9032,"Greene County, Iowa",197,191,202,114,103,62,18,6,99,99,99,99,99,99,99,99,40,8,70,21,102,-1,-1,-1
"G1900750","2006-2010",,,"Iowa","19","Grundy County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Grundy County, Iowa",6265,5520,5011,509,363,83,19,33,11,7,7,0,0,0,0,0,9,30,234,15,450,12401,643,11758,"Grundy County, Iowa",182,213,218,117,94,54,16,23,9,8,8,99,99,99,99,99,10,26,60,12,95,-1,-1,-1
"G1900770","2006-2010",,,"Iowa","19","Guthrie County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Guthrie County, Iowa",5330,4717,4034,683,505,67,46,24,41,13,13,0,0,0,0,0,0,10,155,37,398,11040,633,10407,"Guthrie County, Iowa",204,212,234,129,117,33,30,18,30,18,18,99,99,99,99,99,99,15,57,29,101,-1,-1,-1
"G1900790","2006-2010",,,"Iowa","19","Hamilton County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hamilton County, Iowa",8027,7253,6511,742,625,82,0,22,13,0,0,0,0,0,0,0,20,29,300,62,363,15874,789,15085,"Hamilton County, Iowa",214,240,274,143,134,46,99,22,16,99,99,99,99,99,99,99,23,37,94,53,108,-1,-1,-1
"G1900810","2006-2010",,,"Iowa","19","Hancock County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hancock County, Iowa",5693,4907,4200,707,611,93,3,0,0,6,6,0,0,0,0,0,0,25,297,17,441,11505,458,11047,"Hancock County, Iowa",240,261,275,139,133,49,5,99,99,8,8,99,99,99,99,99,99,18,97,19,94,-1,-1,-1
"G1900830","2006-2010",,,"Iowa","19","Hardin County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hardin County, Iowa",8314,7298,6518,780,592,130,42,16,0,7,7,0,0,0,0,0,32,81,453,41,402,17685,923,16762,"Hardin County, Iowa",236,257,269,144,129,54,29,22,99,10,10,99,99,99,99,99,30,66,132,27,97,-1,-1,-1
"G1900850","2006-2010",,,"Iowa","19","Harrison County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Harrison County, Iowa",7358,6740,5613,1127,835,169,73,27,23,14,14,0,0,0,0,0,0,3,265,19,317,15073,782,14291,"Harrison County, Iowa",206,217,207,186,170,73,48,22,29,16,16,99,99,99,99,99,99,5,78,17,86,-1,-1,-1
"G1900870","2006-2010",,,"Iowa","19","Henry County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Henry County, Iowa",9682,8650,7447,1203,980,131,61,20,11,12,12,0,0,0,0,0,21,20,400,32,547,20263,891,19372,"Henry County, Iowa",313,319,314,209,199,47,41,19,11,13,13,99,99,99,99,99,22,25,106,18,130,-1,-1,-1
"G1900890","2006-2010",,,"Iowa","19","Howard County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Howard County, Iowa",4915,4251,3801,450,333,74,19,14,10,20,20,0,0,0,0,0,0,11,186,38,409,9610,1234,8376,"Howard County, Iowa",170,185,201,112,96,62,18,18,15,15,15,99,99,99,99,99,99,12,61,31,117,-1,-1,-1
"G1900910","2006-2010",,,"Iowa","19","Humboldt County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Humboldt County, Iowa",4841,4325,3986,339,217,60,48,0,14,23,15,0,0,0,8,0,11,29,178,23,252,9905,636,9269,"Humboldt County, Iowa",169,181,184,85,68,35,39,99,24,17,10,99,99,99,14,99,15,28,68,20,67,-1,-1,-1
"G1900930","2006-2010",,,"Iowa","19","Ida County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ida County, Iowa",3571,3143,2876,267,187,57,16,0,7,42,42,0,0,0,0,0,8,11,121,28,218,7172,365,6807,"Ida County, Iowa",149,165,162,77,65,42,13,99,12,49,49,99,99,99,99,99,9,9,48,23,68,-1,-1,-1
"G1900950","2006-2010",,,"Iowa","19","Iowa County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Iowa County, Iowa",8590,7645,6442,1203,895,144,64,32,68,14,14,0,0,0,0,0,4,29,434,31,433,16353,682,15671,"Iowa County, Iowa",262,301,305,172,163,58,35,25,30,15,15,99,99,99,99,99,6,27,144,23,124,-1,-1,-1
"G1900970","2006-2010",,,"Iowa","19","Jackson County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jackson County, Iowa",10010,8980,7920,1060,776,140,72,48,24,77,77,0,0,0,0,0,46,20,402,14,471,19942,1066,18876,"Jackson County, Iowa",260,298,286,169,150,54,42,41,24,78,78,99,99,99,99,99,45,23,103,16,115,-1,-1,-1
"G1900990","2006-2010",,,"Iowa","19","Jasper County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jasper County, Iowa",17155,15649,13534,2115,1702,146,77,130,60,21,21,0,0,0,0,51,72,63,398,120,781,37050,2072,34978,"Jasper County, Iowa",526,545,578,304,285,66,46,150,32,24,24,99,99,99,99,40,48,37,124,68,118,-1,-1,-1
"G1901010","2006-2010",,,"Iowa","19","Jefferson County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jefferson County, Iowa",8607,6878,5899,979,820,111,0,23,25,67,67,0,0,0,0,0,38,141,559,81,843,16643,777,15866,"Jefferson County, Iowa",394,482,484,247,222,64,99,39,31,59,59,99,99,99,99,99,41,84,250,63,194,-1,-1,-1
"G1901030","2006-2010",,,"Iowa","19","Johnson County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Johnson County, Iowa",70503,54907,47543,7364,5995,990,213,47,119,4173,4142,0,19,12,0,165,384,1689,6357,251,2577,126994,6809,120185,"Johnson County, Iowa",998,1017,1085,661,526,329,111,39,70,453,454,99,24,19,99,112,130,256,569,107,363,-1,-1,-1
"G1901050","2006-2010",,,"Iowa","19","Jones County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jones County, Iowa",9786,8762,7833,929,705,167,35,5,17,0,0,0,0,0,0,0,2,82,353,58,529,20708,1161,19547,"Jones County, Iowa",343,411,397,202,189,86,32,5,21,99,99,99,99,99,99,99,4,65,133,33,120,-1,-1,-1
"G1901070","2006-2010",,,"Iowa","19","Keokuk County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Keokuk County, Iowa",5198,4782,4021,761,548,87,86,10,30,2,2,0,0,0,0,0,0,6,154,32,222,10614,810,9804,"Keokuk County, Iowa",165,184,187,111,94,35,45,12,18,4,4,99,99,99,99,99,99,8,60,22,54,-1,-1,-1
"G1901090","2006-2010",,,"Iowa","19","Kossuth County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kossuth County, Iowa",7649,6699,5903,796,595,150,42,0,9,58,58,0,0,0,0,0,32,44,319,26,471,15748,811,14937,"Kossuth County, Iowa",317,307,323,155,130,59,35,99,10,82,82,99,99,99,99,99,29,31,80,15,85,-1,-1,-1
"G1901110","2006-2010",,,"Iowa","19","Lee County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lee County, Iowa",15828,14548,13123,1425,1091,244,50,40,0,13,13,0,0,0,0,0,48,88,563,65,503,35991,1540,34451,"Lee County, Iowa",479,503,531,229,204,108,41,36,99,19,19,99,99,99,99,99,36,53,164,44,119,-1,-1,-1
"G1901130","2006-2010",,,"Iowa","19","Linn County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Linn County, Iowa",107771,98648,88918,9730,7638,1178,450,96,368,1024,1024,0,0,0,0,25,237,451,3073,815,3498,207765,10352,197413,"Linn County, Iowa",1160,1193,1333,646,588,234,168,66,195,255,255,99,99,99,99,25,95,158,467,209,378,-1,-1,-1
"G1901150","2006-2010",,,"Iowa","19","Louisa County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Louisa County, Iowa",5374,4812,3827,985,743,140,34,39,29,0,0,0,0,0,0,0,34,25,268,39,196,11683,398,11285,"Louisa County, Iowa",228,243,228,149,144,57,23,34,21,99,99,99,99,99,99,99,30,35,87,26,68,-1,-1,-1
"G1901170","2006-2010",,,"Iowa","19","Lucas County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lucas County, Iowa",3823,3431,2934,497,391,73,17,6,10,16,16,0,0,0,0,0,15,13,72,62,214,9116,315,8801,"Lucas County, Iowa",237,239,236,154,140,53,21,7,16,25,25,99,99,99,99,99,21,21,42,60,85,-1,-1,-1
"G1901190","2006-2010",,,"Iowa","19","Lyon County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lyon County, Iowa",5993,4969,4555,414,344,40,27,3,0,7,7,0,0,0,0,0,0,21,354,46,596,11564,528,11036,"Lyon County, Iowa",143,191,187,70,73,24,19,5,99,10,10,99,99,99,99,99,99,15,88,30,122,-1,-1,-1
"G1901210","2006-2010",,,"Iowa","19","Madison County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Madison County, Iowa",7922,7077,6063,1014,655,222,44,29,64,25,25,0,0,0,0,0,48,30,199,6,537,15488,1231,14257,"Madison County, Iowa",288,338,351,219,167,90,32,37,62,39,39,99,99,99,99,99,55,37,81,9,146,-1,-1,-1
"G1901230","2006-2010",,,"Iowa","19","Mahaska County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mahaska County, Iowa",10875,9250,7836,1414,1045,206,12,65,86,36,36,0,0,0,0,0,38,90,613,61,787,22382,734,21648,"Mahaska County, Iowa",344,332,359,234,195,108,12,52,89,29,29,99,99,99,99,99,33,64,210,36,170,-1,-1,-1
"G1901250","2006-2010",,,"Iowa","19","Marion County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marion County, Iowa",16735,14587,12929,1658,1199,235,67,101,56,104,104,0,0,0,0,0,24,66,652,148,1154,33378,1452,31926,"Marion County, Iowa",406,469,485,244,219,77,49,69,35,75,75,99,99,99,99,99,31,40,200,85,259,-1,-1,-1
"G1901270","2006-2010",,,"Iowa","19","Marshall County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marshall County, Iowa",18165,16579,14226,2353,1850,393,36,64,10,55,55,0,0,0,0,0,58,162,632,88,591,40131,2710,37421,"Marshall County, Iowa",522,506,508,333,267,161,28,76,8,55,55,99,99,99,99,99,36,99,180,42,137,-1,-1,-1
"G1901290","2006-2010",,,"Iowa","19","Mills County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mills County, Iowa",7369,6522,5683,839,687,84,16,43,9,2,2,0,0,0,0,0,13,5,383,44,400,15157,742,14415,"Mills County, Iowa",363,343,342,184,154,43,15,58,15,4,4,99,99,99,99,99,18,8,276,37,91,-1,-1,-1
"G1901310","2006-2010",,,"Iowa","19","Mitchell County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mitchell County, Iowa",5201,4401,4012,389,297,68,6,18,0,10,10,0,0,0,0,0,21,36,298,70,365,10801,753,10048,"Mitchell County, Iowa",210,254,274,126,103,57,10,26,99,12,12,99,99,99,99,99,18,38,87,37,100,-1,-1,-1
"G1901330","2006-2010",,,"Iowa","19","Monona County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Monona County, Iowa",4304,3808,3346,462,338,86,27,4,7,11,11,0,0,0,0,3,31,0,140,55,256,9346,446,8900,"Monona County, Iowa",188,179,191,87,69,47,24,8,7,16,16,99,99,99,99,5,44,99,44,42,69,-1,-1,-1
"G1901350","2006-2010",,,"Iowa","19","Monroe County","135",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Monroe County, Iowa",3514,3139,2788,351,221,59,38,0,33,31,31,0,0,0,0,0,8,0,104,24,208,7918,657,7261,"Monroe County, Iowa",255,263,267,114,90,58,44,99,32,28,28,99,99,99,99,99,12,99,57,27,95,-1,-1,-1
"G1901370","2006-2010",,,"Iowa","19","Montgomery County","137",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Montgomery County, Iowa",4818,4351,3762,589,489,40,21,27,12,2,2,0,0,0,0,0,5,18,252,52,138,10901,561,10340,"Montgomery County, Iowa",193,198,194,131,130,36,22,24,19,4,4,99,99,99,99,99,6,28,82,50,49,-1,-1,-1
"G1901390","2006-2010",,,"Iowa","19","Muscatine County","139",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Muscatine County, Iowa",20402,18979,16787,2192,1790,196,128,56,22,96,96,0,0,0,0,8,64,106,488,64,597,42501,2434,40067,"Muscatine County, Iowa",460,475,463,348,319,99,78,44,21,65,65,99,99,99,99,13,51,88,139,44,161,-1,-1,-1
"G1901410","2006-2010",,,"Iowa","19","O'Brien County","141",,,,,,,,,,,,,,,,,,,,,,,,,,,,"O'Brien County, Iowa",7324,6280,5307,973,728,113,71,61,0,8,8,0,0,0,0,10,0,72,386,152,416,14419,572,13847,"O'Brien County, Iowa",199,261,263,181,170,45,44,65,99,9,9,99,99,99,99,13,99,62,99,112,118,-1,-1,-1
"G1901430","2006-2010",,,"Iowa","19","Osceola County","143",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Osceola County, Iowa",3360,2800,2537,263,184,54,3,0,22,0,0,0,0,0,0,0,13,20,193,26,308,6576,300,6276,"Osceola County, Iowa",148,184,190,79,74,50,5,99,31,99,99,99,99,99,99,99,17,25,72,33,78,-1,-1,-1
"G1901450","2006-2010",,,"Iowa","19","Page County","145",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Page County, Iowa",6626,6089,5438,651,429,100,68,54,0,7,7,0,0,0,0,0,44,0,175,40,271,16095,683,15412,"Page County, Iowa",658,606,519,172,127,64,44,43,99,10,10,99,99,99,99,99,38,99,67,27,64,-1,-1,-1
"G1901470","2006-2010",,,"Iowa","19","Palo Alto County","147",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Palo Alto County, Iowa",4651,3914,3591,323,218,79,10,0,16,127,127,0,0,0,0,0,29,25,171,9,376,9508,450,9058,"Palo Alto County, Iowa",213,205,217,83,68,39,12,99,17,138,138,99,99,99,99,99,26,23,58,13,99,-1,-1,-1
"G1901490","2006-2010",,,"Iowa","19","Plymouth County","149",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Plymouth County, Iowa",13498,12105,10689,1416,1181,198,35,2,0,58,58,0,0,0,0,0,21,16,356,91,851,24933,1325,23608,"Plymouth County, Iowa",291,299,356,213,213,79,23,4,99,44,44,99,99,99,99,99,25,26,111,59,153,-1,-1,-1
"G1901510","2006-2010",,,"Iowa","19","Pocahontas County","151",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pocahontas County, Iowa",3699,3080,2757,323,279,37,0,7,0,0,0,0,0,0,0,0,13,33,154,56,363,7509,424,7085,"Pocahontas County, Iowa",143,161,163,78,79,22,99,9,99,99,99,99,99,99,99,99,16,31,51,29,83,-1,-1,-1
"G1901530","2006-2010",,,"Iowa","19","Polk County","153",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Polk County, Iowa",221375,203388,180449,22939,19041,2388,701,583,226,3940,3855,45,40,0,0,267,306,432,4101,1095,7846,419301,22304,396997,"Polk County, Iowa",1664,1737,1804,1107,1061,382,210,262,93,492,491,39,33,99,99,118,96,137,546,243,614,-1,-1,-1
"G1901550","2006-2010",,,"Iowa","19","Pottawattamie County","155",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pottawattamie County, Iowa",46031,42480,37853,4627,3881,576,75,67,28,244,244,0,0,0,0,0,63,107,829,223,2085,91928,4814,87114,"Pottawattamie County, Iowa",786,760,838,445,455,171,51,44,30,91,91,99,99,99,99,99,40,68,220,104,298,-1,-1,-1
"G1901570","2006-2010",,,"Iowa","19","Poweshiek County","157",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Poweshiek County, Iowa",9683,7566,6633,933,741,158,20,7,7,8,8,0,0,0,0,0,4,104,904,29,1068,19012,804,18208,"Poweshiek County, Iowa",363,405,409,174,167,65,14,7,12,13,13,99,99,99,99,99,5,60,310,27,252,-1,-1,-1
"G1901590","2006-2010",,,"Iowa","19","Ringgold County","159",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ringgold County, Iowa",2345,2114,1877,237,169,40,28,0,0,0,0,0,0,0,0,0,0,0,60,28,143,5169,385,4784,"Ringgold County, Iowa",139,158,139,81,71,24,22,99,99,99,99,99,99,99,99,99,99,99,30,26,43,-1,-1,-1
"G1901610","2006-2010",,,"Iowa","19","Sac County","161",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sac County, Iowa",5107,4462,3927,535,363,106,45,10,11,3,3,0,0,0,0,0,3,42,183,30,384,10480,521,9959,"Sac County, Iowa",148,141,167,87,75,42,27,13,11,4,4,99,99,99,99,99,5,31,56,19,81,-1,-1,-1
"G1901630","2006-2010",,,"Iowa","19","Scott County","163",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scott County, Iowa",79712,74447,67838,6609,5341,773,310,94,91,425,425,0,0,0,0,4,124,208,1730,291,2483,162184,10884,151300,"Scott County, Iowa",978,1057,1057,579,485,201,145,56,50,162,162,99,99,99,99,6,63,80,243,120,328,-1,-1,-1
"G1901650","2006-2010",,,"Iowa","19","Shelby County","165",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Shelby County, Iowa",5984,5423,4747,676,511,113,22,21,9,27,27,0,0,0,0,0,2,0,234,17,281,12328,886,11442,"Shelby County, Iowa",260,279,319,134,123,51,21,13,13,32,32,99,99,99,99,99,4,99,79,20,57,-1,-1,-1
"G1901670","2006-2010",,,"Iowa","19","Sioux County","167",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sioux County, Iowa",18010,14278,12494,1784,1314,380,30,33,27,102,102,0,0,0,0,0,45,256,860,103,2366,33377,1965,31412,"Sioux County, Iowa",305,536,524,328,236,176,22,28,27,87,87,99,99,99,99,99,39,155,161,71,372,-1,-1,-1
"G1901690","2006-2010",,,"Iowa","19","Story County","169",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Story County, Iowa",48514,39463,34689,4774,3895,527,133,85,134,2731,2731,0,0,0,0,88,131,851,3849,132,1269,87594,5235,82359,"Story County, Iowa",857,822,993,561,482,149,75,103,70,403,403,99,99,99,99,131,62,205,391,63,187,-1,-1,-1
"G1901710","2006-2010",,,"Iowa","19","Tama County","171",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tama County, Iowa",8413,7443,6454,989,813,105,44,6,21,12,8,0,4,0,0,0,4,25,448,45,436,17952,922,17030,"Tama County, Iowa",237,247,267,165,146,46,28,8,20,13,12,99,6,99,99,99,6,17,121,38,114,-1,-1,-1
"G1901730","2006-2010",,,"Iowa","19","Taylor County","173",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Taylor County, Iowa",2914,2570,2189,381,310,57,9,5,0,6,4,2,0,0,0,0,5,11,89,17,216,6402,327,6075,"Taylor County, Iowa",127,116,120,77,75,24,11,5,99,6,5,3,99,99,99,99,5,9,27,11,55,-1,-1,-1
"G1901750","2006-2010",,,"Iowa","19","Union County","175",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Union County, Iowa",6196,5646,4888,758,589,101,59,0,9,63,56,7,0,0,0,0,21,5,133,59,269,12409,682,11727,"Union County, Iowa",227,234,244,188,168,54,42,99,13,57,55,14,99,99,99,99,20,13,70,44,98,-1,-1,-1
"G1901770","2006-2010",,,"Iowa","19","Van Buren County","177",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Van Buren County, Iowa",3629,3077,2596,481,414,55,10,0,2,26,26,0,0,0,0,0,3,16,223,4,280,7645,322,7323,"Van Buren County, Iowa",197,207,192,96,86,33,12,99,3,21,21,99,99,99,99,99,5,15,72,6,71,-1,-1,-1
"G1901790","2006-2010",,,"Iowa","19","Wapello County","179",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wapello County, Iowa",16692,15353,13020,2333,1773,359,93,42,66,268,252,16,0,0,0,0,135,13,391,77,455,35553,1747,33806,"Wapello County, Iowa",475,490,541,335,309,155,62,35,48,148,144,23,99,99,99,99,121,20,115,49,129,-1,-1,-1
"G1901810","2006-2010",,,"Iowa","19","Warren County","181",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Warren County, Iowa",24152,21710,19019,2691,2179,328,78,58,48,72,72,0,0,0,0,0,36,69,705,39,1521,45346,2698,42648,"Warren County, Iowa",369,446,531,364,340,137,52,34,29,62,62,99,99,99,99,99,29,49,215,29,287,-1,-1,-1
"G1901830","2006-2010",,,"Iowa","19","Washington County","183",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Washington County, Iowa",10987,9384,7725,1659,1285,161,62,34,117,68,68,0,0,0,0,0,11,41,412,141,930,21626,1103,20523,"Washington County, Iowa",305,354,391,238,210,70,51,25,47,50,50,99,99,99,99,99,16,30,124,67,181,-1,-1,-1
"G1901850","2006-2010",,,"Iowa","19","Wayne County","185",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wayne County, Iowa",2638,2296,1861,435,361,49,7,18,0,2,2,0,0,0,0,0,4,4,93,49,190,6404,369,6035,"Wayne County, Iowa",141,136,137,107,99,32,13,21,99,3,3,99,99,99,99,99,6,5,30,25,54,-1,-1,-1
"G1901870","2006-2010",,,"Iowa","19","Webster County","187",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Webster County, Iowa",18553,16994,15287,1707,1339,162,143,39,24,48,48,0,0,0,0,0,44,64,614,88,701,38286,2104,36182,"Webster County, Iowa",584,644,678,338,308,92,81,42,40,55,55,99,99,99,99,99,38,56,151,47,162,-1,-1,-1
"G1901890","2006-2010",,,"Iowa","19","Winnebago County","189",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Winnebago County, Iowa",5402,4616,4074,542,473,46,14,0,9,13,13,0,0,0,0,8,35,6,420,36,268,10962,419,10543,"Winnebago County, Iowa",249,258,277,162,155,28,15,99,15,17,17,99,99,99,99,13,34,7,96,32,92,-1,-1,-1
"G1901910","2006-2010",,,"Iowa","19","Winneshiek County","191",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Winneshiek County, Iowa",11350,8272,7427,845,678,77,74,8,8,62,62,0,0,0,0,0,13,76,1828,80,1019,21031,1024,20007,"Winneshiek County, Iowa",276,354,343,159,154,39,39,11,12,68,68,99,99,99,99,99,18,54,359,44,154,-1,-1,-1
"G1901930","2006-2010",,,"Iowa","19","Woodbury County","193",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Woodbury County, Iowa",49817,44834,39221,5613,4399,804,326,66,18,419,419,0,0,0,0,7,19,102,1266,794,2376,101217,5537,95680,"Woodbury County, Iowa",1020,1064,998,533,522,253,168,49,18,141,141,99,99,99,99,11,19,59,215,205,363,-1,-1,-1
"G1901950","2006-2010",,,"Iowa","19","Worth County","195",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Worth County, Iowa",3935,3370,3042,328,268,49,11,0,0,2,2,0,0,0,0,0,5,3,144,4,407,7628,268,7360,"Worth County, Iowa",154,172,183,80,73,34,14,99,99,3,3,99,99,99,99,99,7,6,50,5,102,-1,-1,-1
"G1901970","2006-2010",,,"Iowa","19","Wright County","197",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wright County, Iowa",6401,5606,4969,637,513,84,26,14,0,74,61,0,0,13,0,0,29,25,365,20,282,13384,760,12624,"Wright County, Iowa",298,269,259,149,141,73,44,18,99,51,54,99,99,18,99,99,34,22,112,22,102,-1,-1,-1
"G2000010","2006-2010",,,"Kansas","20","Allen County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Allen County, Kansas",6488,5883,5420,463,365,78,8,4,8,10,10,0,0,0,0,0,11,0,210,40,334,13473,684,12789,"Allen County, Kansas",228,297,299,113,105,47,12,6,9,15,15,109,109,109,109,109,10,109,100,33,103,-1,-1,-1
"G2000030","2006-2010",,,"Kansas","20","Anderson County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Anderson County, Kansas",3994,3683,2862,821,722,66,20,0,13,0,0,0,0,0,0,0,0,0,23,62,226,8084,330,7754,"Anderson County, Kansas",222,220,299,190,171,46,28,109,21,109,109,109,109,109,109,109,109,109,13,52,98,-1,-1,-1
"G2000050","2006-2010",,,"Kansas","20","Atchison County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Atchison County, Kansas",7495,6583,5735,848,575,157,93,23,0,0,0,0,0,0,0,10,41,15,433,67,346,16889,839,16050,"Atchison County, Kansas",500,461,464,203,169,105,65,30,109,109,109,109,109,109,109,18,43,25,176,54,130,-1,-1,-1
"G2000070","2006-2010",,,"Kansas","20","Barber County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Barber County, Kansas",2495,2206,1954,252,146,51,36,6,13,0,0,0,0,0,0,0,7,0,83,11,188,4900,211,4689,"Barber County, Kansas",105,105,125,82,58,30,34,11,14,109,109,109,109,109,109,109,10,109,36,8,58,-1,-1,-1
