GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,JM0E001,JM0E002,JM0E003,JM0E004,JM0E005,JM0E006,JM0E007,JM0E008,JM0E009,JM0E010,JM0E011,JM0E012,JM0E013,JM0E014,JM0E015,JM0E016,JM0E017,JM0E018,JM0E019,JM0E020,JM0E021,JT5E001,JT5E002,JT5E003,NAME_M,JM0M001,JM0M002,JM0M003,JM0M004,JM0M005,JM0M006,JM0M007,JM0M008,JM0M009,JM0M010,JM0M011,JM0M012,JM0M013,JM0M014,JM0M015,JM0M016,JM0M017,JM0M018,JM0M019,JM0M020,JM0M021,JT5M001,JT5M002,JT5M003
"G4801830","2006-2010",,,"Texas","48","Gregg County","183",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gregg County, Texas",53951,50007,43944,6063,4362,955,454,232,60,132,132,0,0,0,0,0,202,159,500,1359,1592,119525,5376,114149,"Gregg County, Texas",1149,1244,1250,706,570,241,240,100,49,96,96,127,127,127,127,127,82,123,203,379,362,-1,-1,-1
"G4801850","2006-2010",,,"Texas","48","Grimes County","185",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Grimes County, Texas",9747,8762,7431,1331,1069,162,57,43,0,18,18,0,0,0,0,0,23,12,121,121,690,26208,1070,25138,"Grimes County, Texas",528,556,512,309,293,88,44,53,127,29,29,127,127,127,127,127,39,18,67,62,227,-1,-1,-1
"G4801870","2006-2010",,,"Texas","48","Guadalupe County","187",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Guadalupe County, Texas",57719,54219,47189,7030,5606,777,294,193,160,17,17,0,0,0,0,0,206,211,867,359,1840,122728,5680,117048,"Guadalupe County, Texas",965,1028,1082,568,550,227,117,104,120,23,23,127,127,127,127,127,105,146,242,151,276,-1,-1,-1
"G4801890","2006-2010",,,"Texas","48","Hale County","189",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hale County, Texas",13864,12783,11083,1700,1239,247,106,108,0,0,0,0,0,0,0,0,0,11,350,60,660,36041,1282,34759,"Hale County, Texas",827,872,822,361,315,132,72,123,127,127,127,127,127,127,127,127,127,17,232,51,199,-1,-1,-1
"G4801910","2006-2010",,,"Texas","48","Hall County","191",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hall County, Texas",1261,1182,959,223,168,34,0,4,17,0,0,0,0,0,0,0,0,0,8,24,47,3424,96,3328,"Hall County, Texas",100,104,105,68,54,24,127,6,21,127,127,127,127,127,127,127,127,127,10,25,27,-1,-1,-1
"G4801930","2006-2010",,,"Texas","48","Hamilton County","193",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hamilton County, Texas",3577,3259,2866,393,360,31,2,0,0,13,13,0,0,0,0,0,0,0,93,51,161,8473,344,8129,"Hamilton County, Texas",255,263,293,134,132,32,4,127,127,18,18,127,127,127,127,127,127,127,53,50,72,-1,-1,-1
"G4801950","2006-2010",,,"Texas","48","Hansford County","195",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hansford County, Texas",2554,2302,1889,413,281,30,102,0,0,6,6,0,0,0,0,0,0,12,71,57,106,5470,123,5347,"Hansford County, Texas",144,164,182,102,81,20,49,127,127,9,9,127,127,127,127,127,127,17,39,37,45,-1,-1,-1
"G4801970","2006-2010",,,"Texas","48","Hardeman County","197",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hardeman County, Texas",1620,1514,1308,206,166,32,0,0,8,0,0,0,0,0,0,0,0,4,19,36,47,4226,93,4133,"Hardeman County, Texas",241,228,194,83,79,34,127,127,12,127,127,127,127,127,127,127,127,6,21,55,40,-1,-1,-1
"G4801990","2006-2010",,,"Texas","48","Hardin County","199",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hardin County, Texas",23024,21882,19539,2343,1797,305,175,66,0,0,0,0,0,0,0,0,103,63,263,151,562,53220,2983,50237,"Hardin County, Texas",590,645,703,387,347,115,78,54,127,127,127,127,127,127,127,127,109,52,96,62,149,-1,-1,-1
"G4802010","2006-2010",,,"Texas","48","Harris County","201",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Harris County, Texas",1847826,1664024,1430396,233628,168608,37827,14774,7368,5051,59702,57398,1044,663,582,15,1690,3291,5308,30171,25779,57861,3950999,206631,3744368,"Harris County, Texas",5853,6736,7042,3674,3639,2056,1536,866,593,1830,1839,285,201,178,25,317,456,776,1747,1658,1778,-1,-1,-1
"G4802030","2006-2010",,,"Texas","48","Harrison County","203",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Harrison County, Texas",27733,26008,22794,3214,2421,580,125,58,30,11,11,0,0,0,0,0,50,0,605,190,869,64484,3475,61009,"Harrison County, Texas",859,949,863,500,385,179,86,58,28,17,17,127,127,127,127,127,50,127,201,96,228,-1,-1,-1
"G4802050","2006-2010",,,"Texas","48","Hartley County","205",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hartley County, Texas",2293,2071,1856,215,158,42,15,0,0,8,0,0,0,0,8,0,7,0,68,36,103,5963,258,5705,"Hartley County, Texas",225,211,215,99,87,39,20,127,127,12,127,127,127,127,12,127,13,127,46,52,53,-1,-1,-1
"G4802070","2006-2010",,,"Texas","48","Haskell County","207",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Haskell County, Texas",2525,2441,2058,383,294,56,29,4,0,3,3,0,0,0,0,0,0,6,12,12,51,5842,142,5700,"Haskell County, Texas",168,166,189,113,106,45,25,6,127,5,5,127,127,127,127,127,127,11,16,14,36,-1,-1,-1
"G4802090","2006-2010",,,"Texas","48","Hays County","209",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hays County, Texas",70236,62557,54540,8017,6042,1414,383,117,61,595,568,27,0,0,0,14,199,159,1567,272,4873,146439,6916,139523,"Hays County, Texas",1237,1220,1380,745,652,333,144,88,42,192,185,45,127,127,127,22,121,83,263,93,477,-1,-1,-1
"G4802110","2006-2010",,,"Texas","48","Hemphill County","211",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hemphill County, Texas",1939,1737,1573,164,114,34,16,0,0,0,0,0,0,0,0,0,0,0,58,7,137,3668,124,3544,"Hemphill County, Texas",110,144,139,74,78,38,17,127,127,127,127,127,127,127,127,127,127,127,47,11,88,-1,-1,-1
"G4802130","2006-2010",,,"Texas","48","Henderson County","213",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Henderson County, Texas",31023,29360,24024,5336,4313,596,290,50,87,77,55,0,22,0,0,0,7,17,279,146,1137,78299,3473,74826,"Henderson County, Texas",812,856,889,619,551,171,142,35,59,52,44,127,33,127,127,127,10,28,114,80,268,-1,-1,-1
"G4802150","2006-2010",,,"Texas","48","Hidalgo County","215",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hidalgo County, Texas",260986,235733,199994,35739,25783,5258,2738,1631,329,898,831,35,0,0,32,74,558,427,3632,10204,9460,736973,21907,715066,"Hidalgo County, Texas",2478,2390,2699,1646,1373,624,449,549,183,241,232,41,127,127,50,57,172,178,489,1046,837,-1,-1,-1
"G4802170","2006-2010",,,"Texas","48","Hill County","217",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hill County, Texas",14246,13468,11452,2016,1511,201,210,76,18,0,0,0,0,0,0,0,6,0,214,184,374,34854,1563,33291,"Hill County, Texas",470,485,524,273,243,74,111,47,20,127,127,127,127,127,127,127,7,127,89,76,108,-1,-1,-1
"G4802190","2006-2010",,,"Texas","48","Hockley County","219",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hockley County, Texas",9733,9062,7813,1249,741,268,157,73,10,8,8,0,0,0,0,0,12,0,153,103,395,22933,890,22043,"Hockley County, Texas",441,436,485,215,182,103,87,61,13,12,12,127,127,127,127,127,20,127,85,55,125,-1,-1,-1
"G4802210","2006-2010",,,"Texas","48","Hood County","221",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hood County, Texas",21721,20214,17676,2538,2193,252,3,78,12,79,8,4,0,67,0,0,50,23,301,52,1002,49816,2598,47218,"Hood County, Texas",624,620,652,402,380,122,5,66,18,60,13,9,127,56,127,127,49,26,124,43,192,-1,-1,-1
"G4802230","2006-2010",,,"Texas","48","Hopkins County","223",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hopkins County, Texas",15022,12974,11306,1668,1232,248,116,70,2,3,3,0,0,0,0,0,45,19,541,60,1380,34540,1357,33183,"Hopkins County, Texas",451,484,547,312,271,92,68,83,4,5,5,127,127,127,127,127,36,18,201,37,244,-1,-1,-1
"G4802250","2006-2010",,,"Texas","48","Houston County","225",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Houston County, Texas",8834,7659,6131,1528,1217,173,79,46,13,29,29,0,0,0,0,0,0,0,321,274,551,23642,791,22851,"Houston County, Texas",627,605,501,306,302,95,65,27,21,31,31,127,127,127,127,127,127,127,142,173,212,-1,-1,-1
"G4802270","2006-2010",,,"Texas","48","Howard County","227",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Howard County, Texas",11990,11173,9641,1532,1084,146,215,76,11,1,1,0,0,0,0,32,28,46,369,99,242,34285,1217,33068,"Howard County, Texas",527,573,602,367,332,73,133,63,20,4,4,127,127,127,127,42,23,37,164,68,105,-1,-1,-1
"G4802290","2006-2010",,,"Texas","48","Hudspeth County","229",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hudspeth County, Texas",1046,890,810,80,58,22,0,0,0,16,16,0,0,0,0,0,17,0,32,49,42,3441,59,3382,"Hudspeth County, Texas",121,112,114,52,42,25,127,127,127,19,19,127,127,127,127,127,18,127,27,26,34,-1,-1,-1
"G4802310","2006-2010",,,"Texas","48","Hunt County","231",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hunt County, Texas",36102,33510,29502,4008,3164,422,314,42,66,138,138,0,0,0,0,3,109,10,901,384,1047,84836,6516,78320,"Hunt County, Texas",872,900,880,466,410,138,129,47,58,90,90,127,127,127,127,5,61,16,258,131,191,-1,-1,-1
"G4802330","2006-2010",,,"Texas","48","Hutchinson County","233",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hutchinson County, Texas",9177,8534,7359,1175,980,165,14,16,0,19,17,0,0,0,2,0,25,33,136,128,302,22094,1013,21081,"Hutchinson County, Texas",396,410,376,238,217,91,22,18,127,19,18,127,127,127,5,127,21,39,89,89,110,-1,-1,-1
"G4802350","2006-2010",,,"Texas","48","Irion County","235",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Irion County, Texas",909,838,688,150,150,0,0,0,0,0,0,0,0,0,0,0,0,0,17,13,41,1673,54,1619,"Irion County, Texas",141,132,119,106,106,127,127,127,127,127,127,127,127,127,127,127,127,127,17,18,25,-1,-1,-1
"G4802370","2006-2010",,,"Texas","48","Jack County","237",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jack County, Texas",3290,3034,2647,387,206,73,93,15,0,0,0,0,0,0,0,0,11,7,35,21,182,9072,461,8611,"Jack County, Texas",254,252,250,128,96,59,74,23,127,127,127,127,127,127,127,127,16,14,26,24,70,-1,-1,-1
"G4802390","2006-2010",,,"Texas","48","Jackson County","239",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jackson County, Texas",6571,6182,5288,894,597,185,105,0,7,14,0,14,0,0,0,0,4,7,170,24,170,13987,615,13372,"Jackson County, Texas",245,304,311,182,167,122,70,127,18,23,127,23,127,127,127,127,7,14,103,29,71,-1,-1,-1
"G4802410","2006-2010",,,"Texas","48","Jasper County","241",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jasper County, Texas",12968,12041,10597,1444,1056,154,195,39,0,0,0,0,0,0,0,0,5,87,272,110,453,35248,1509,33739,"Jasper County, Texas",534,553,562,335,218,120,170,37,127,127,127,127,127,127,127,127,8,59,115,78,166,-1,-1,-1
"G4802430","2006-2010",,,"Texas","48","Jeff Davis County","243",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jeff Davis County, Texas",1048,775,641,134,109,20,5,0,0,6,6,0,0,0,0,0,33,9,115,6,104,2340,44,2296,"Jeff Davis County, Texas",153,150,124,52,51,16,9,127,127,16,16,127,127,127,127,127,32,13,57,7,49,-1,-1,-1
"G4802450","2006-2010",,,"Texas","48","Jefferson County","245",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jefferson County, Texas",99780,94088,81844,12244,9003,1650,903,411,277,819,772,0,1,46,0,107,183,231,1700,743,1909,249349,14584,234765,"Jefferson County, Texas",1736,1829,1916,831,747,331,320,267,132,216,209,127,11,53,127,69,89,125,488,247,312,-1,-1,-1
"G4802470","2006-2010",,,"Texas","48","Jim Hogg County","247",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jim Hogg County, Texas",2018,1797,1436,361,169,27,144,0,21,0,0,0,0,0,0,0,0,0,51,44,126,5211,275,4936,"Jim Hogg County, Texas",302,313,294,168,112,33,121,127,35,127,127,127,127,127,127,127,127,127,56,57,80,-1,-1,-1
"G4802490","2006-2010",,,"Texas","48","Jim Wells County","249",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jim Wells County, Texas",15861,14811,13287,1524,1183,133,85,104,19,49,49,0,0,0,0,0,0,0,294,292,415,40631,1696,38935,"Jim Wells County, Texas",894,874,872,345,312,82,52,119,31,57,57,127,127,127,127,127,127,127,138,123,157,-1,-1,-1
"G4802510","2006-2010",,,"Texas","48","Johnson County","251",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Johnson County, Texas",65167,61643,54237,7406,5585,1121,322,203,175,250,111,0,0,139,0,0,245,65,665,691,1608,147611,6802,140809,"Johnson County, Texas",1121,1184,1120,650,542,315,136,104,85,117,65,127,127,92,127,127,119,70,231,202,281,-1,-1,-1
"G4802530","2006-2010",,,"Texas","48","Jones County","253",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jones County, Texas",6002,5599,4839,760,581,85,79,15,0,0,0,0,0,0,0,0,9,13,153,81,147,20157,1500,18657,"Jones County, Texas",355,386,354,149,140,50,54,23,127,127,127,127,127,127,127,127,14,19,69,57,76,-1,-1,-1
"G4802550","2006-2010",,,"Texas","48","Karnes County","255",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Karnes County, Texas",4583,4298,3604,694,488,137,33,33,3,0,0,0,0,0,0,0,7,0,48,31,199,14880,605,14275,"Karnes County, Texas",1244,1150,860,357,297,95,36,38,9,127,127,127,127,127,127,127,10,127,44,27,138,-1,-1,-1
"G4802570","2006-2010",,,"Texas","48","Kaufman County","257",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kaufman County, Texas",45489,42806,36757,6049,4499,1044,263,156,87,84,84,0,0,0,0,7,134,108,444,164,1742,98402,5039,93363,"Kaufman County, Texas",815,848,871,550,489,317,129,104,67,65,65,127,127,127,127,11,76,67,193,82,287,-1,-1,-1
"G4802590","2006-2010",,,"Texas","48","Kendall County","259",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kendall County, Texas",14813,13135,11540,1595,1135,264,103,93,0,28,28,0,0,0,0,0,45,13,224,122,1246,31515,1320,30195,"Kendall County, Texas",479,499,512,307,251,131,70,113,127,53,53,127,127,127,127,127,41,20,111,85,269,-1,-1,-1
"G4802610","2006-2010",,,"Texas","48","Kenedy County","261",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kenedy County, Texas",115,104,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,241,10,231,"Kenedy County, Texas",46,45,45,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,16,127,-1,-1,-1
"G4802630","2006-2010",,,"Texas","48","Kent County","263",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kent County, Texas",413,376,346,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,27,772,32,740,"Kent County, Texas",61,56,54,21,21,127,127,127,127,127,127,127,127,127,127,127,127,127,8,4,25,-1,-1,-1
"G4802650","2006-2010",,,"Texas","48","Kerr County","265",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kerr County, Texas",20291,18547,15750,2797,2346,374,56,21,0,43,22,11,10,0,0,0,21,7,470,126,1077,48826,2744,46082,"Kerr County, Texas",737,694,655,457,430,182,52,24,127,49,34,18,16,127,127,127,30,13,229,88,267,-1,-1,-1
"G4802670","2006-2010",,,"Texas","48","Kimble County","267",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kimble County, Texas",2162,1894,1514,380,193,172,12,3,0,0,0,0,0,0,0,0,0,8,171,0,89,4568,118,4450,"Kimble County, Texas",230,223,214,173,100,139,19,7,127,127,127,127,127,127,127,127,127,13,88,127,62,-1,-1,-1
"G4802690","2006-2010",,,"Texas","48","King County","269",,,,,,,,,,,,,,,,,,,,,,,,,,,,"King County, Texas",126,91,79,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,21,219,0,219,"King County, Texas",43,36,36,18,18,127,127,127,127,127,127,127,127,127,127,127,127,127,13,127,23,-1,-1,-1
"G4802710","2006-2010",,,"Texas","48","Kinney County","271",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kinney County, Texas",954,851,837,14,14,0,0,0,0,7,7,0,0,0,0,0,0,6,37,17,36,3555,6,3549,"Kinney County, Texas",214,205,206,15,15,127,127,127,127,10,10,127,127,127,127,127,127,10,41,18,42,-1,-1,-1
"G4802730","2006-2010",,,"Texas","48","Kleberg County","273",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kleberg County, Texas",12892,11694,10069,1625,1289,295,37,4,0,32,32,0,0,0,0,0,69,136,454,292,215,31611,1534,30077,"Kleberg County, Texas",581,566,576,359,319,124,36,7,127,41,41,127,127,127,127,127,67,96,125,173,119,-1,-1,-1
"G4802750","2006-2010",,,"Texas","48","Knox County","275",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Knox County, Texas",1578,1476,1280,196,110,31,55,0,0,3,3,0,0,0,0,0,0,8,59,21,11,3708,123,3585,"Knox County, Texas",137,151,136,58,47,19,35,127,127,5,5,127,127,127,127,127,127,12,39,17,10,-1,-1,-1
"G4802770","2006-2010",,,"Texas","48","Lamar County","277",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lamar County, Texas",20795,19514,17014,2500,1863,425,70,142,0,0,0,0,0,0,0,31,65,49,284,372,480,49536,2405,47131,"Lamar County, Texas",634,660,705,412,330,171,42,124,127,127,127,127,127,127,127,49,61,44,109,165,172,-1,-1,-1
"G4802790","2006-2010",,,"Texas","48","Lamb County","279",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lamb County, Texas",6019,5561,4448,1113,755,306,52,0,0,0,0,0,0,0,0,0,0,0,214,20,224,14092,486,13606,"Lamb County, Texas",222,255,238,273,185,183,42,127,127,127,127,127,127,127,127,127,127,127,88,20,85,-1,-1,-1
"G4802810","2006-2010",,,"Texas","48","Lampasas County","281",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lampasas County, Texas",8479,7826,6756,1070,917,58,69,26,0,0,0,0,0,0,0,0,39,0,196,111,307,19677,820,18857,"Lampasas County, Texas",390,415,381,248,241,40,61,34,127,127,127,127,127,127,127,127,50,127,129,109,117,-1,-1,-1
"G4802830","2006-2010",,,"Texas","48","La Salle County","283",,,,,,,,,,,,,,,,,,,,,,,,,,,,"La Salle County, Texas",2120,1858,1342,516,179,87,217,33,0,0,0,0,0,0,0,0,0,0,118,32,112,6709,230,6479,"La Salle County, Texas",354,342,281,217,107,63,178,34,127,127,127,127,127,127,127,127,127,127,91,33,85,-1,-1,-1
"G4802850","2006-2010",,,"Texas","48","Lavaca County","285",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lavaca County, Texas",8587,8107,6624,1483,1122,270,81,10,0,0,0,0,0,0,0,0,0,11,136,52,281,19217,680,18537,"Lavaca County, Texas",309,316,318,240,224,110,47,12,127,127,127,127,127,127,127,127,127,19,63,38,98,-1,-1,-1
"G4802870","2006-2010",,,"Texas","48","Lee County","287",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lee County, Texas",7376,6697,5701,996,944,44,0,0,8,0,0,0,0,0,0,0,33,0,213,185,248,16499,693,15806,"Lee County, Texas",317,324,320,207,200,38,127,127,14,127,127,127,127,127,127,127,46,127,99,109,85,-1,-1,-1
"G4802890","2006-2010",,,"Texas","48","Leon County","289",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Leon County, Texas",6450,5812,5046,766,579,139,3,45,0,15,15,0,0,0,0,0,21,0,118,160,324,16640,672,15968,"Leon County, Texas",387,353,380,227,207,71,5,63,127,19,19,127,127,127,127,127,29,127,51,88,121,-1,-1,-1
"G4802910","2006-2010",,,"Texas","48","Liberty County","291",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Liberty County, Texas",28210,27282,23306,3976,2820,596,243,271,46,7,4,0,0,0,3,0,137,15,166,124,479,74922,3129,71793,"Liberty County, Texas",932,946,858,561,479,187,131,163,53,8,6,127,127,127,5,127,79,28,79,81,125,-1,-1,-1
"G4802930","2006-2010",,,"Texas","48","Limestone County","293",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Limestone County, Texas",8298,7602,6405,1197,884,209,31,2,71,22,22,0,0,0,0,0,23,12,295,42,302,23170,1139,22031,"Limestone County, Texas",1027,1033,765,400,343,112,34,8,69,32,32,127,127,127,127,127,35,23,135,44,182,-1,-1,-1
"G4802950","2006-2010",,,"Texas","48","Lipscomb County","295",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lipscomb County, Texas",1598,1416,1139,277,185,43,37,12,0,0,0,0,0,0,0,0,0,16,65,31,70,3218,107,3111,"Lipscomb County, Texas",67,73,74,69,59,24,34,11,127,127,127,127,127,127,127,127,127,19,33,28,27,-1,-1,-1
"G4802970","2006-2010",,,"Texas","48","Live Oak County","297",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Live Oak County, Texas",3886,3324,2962,362,243,63,33,0,23,61,10,0,51,0,0,0,0,0,62,286,153,11507,606,10901,"Live Oak County, Texas",307,317,295,144,117,50,39,127,28,73,16,127,71,127,127,127,127,127,44,132,73,-1,-1,-1
"G4802990","2006-2010",,,"Texas","48","Llano County","299",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Llano County, Texas",7628,6378,5451,927,659,113,114,0,41,0,0,0,0,0,0,11,0,10,107,156,966,18992,703,18289,"Llano County, Texas",465,451,442,198,171,75,79,127,38,127,127,127,127,127,127,18,127,17,92,88,257,-1,-1,-1
"G4803010","2006-2010",,,"Texas","48","Loving County","301",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Loving County, Texas",36,29,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,41,0,41,"Loving County, Texas",31,30,30,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,7,-1,-1,-1
"G4803030","2006-2010",,,"Texas","48","Lubbock County","303",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lubbock County, Texas",128071,118687,104740,13947,11076,1912,439,405,115,1248,1222,10,8,8,0,72,267,401,2620,490,4286,269932,11711,258221,"Lubbock County, Texas",1523,1696,1787,912,902,318,156,181,72,374,368,17,12,15,127,46,89,138,382,155,651,-1,-1,-1
"G4803050","2006-2010",,,"Texas","48","Lynn County","305",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lynn County, Texas",2637,2425,2180,245,171,61,13,0,0,6,6,0,0,0,0,0,17,0,49,10,130,5988,131,5857,"Lynn County, Texas",175,179,192,88,76,60,12,127,127,9,9,127,127,127,127,127,18,127,29,14,56,-1,-1,-1
"G4803070","2006-2010",,,"Texas","48","McCulloch County","307",,,,,,,,,,,,,,,,,,,,,,,,,,,,"McCulloch County, Texas",3471,3240,2540,700,679,8,12,1,0,6,6,0,0,0,0,0,44,0,50,5,126,8220,285,7935,"McCulloch County, Texas",244,259,280,188,183,36,13,7,127,11,11,127,127,127,127,127,48,127,37,10,69,-1,-1,-1
"G4803090","2006-2010",,,"Texas","48","McLennan County","309",,,,,,,,,,,,,,,,,,,,,,,,,,,,"McLennan County, Texas",101619,94998,81930,13068,9640,2025,793,406,204,414,405,9,0,0,0,24,317,164,2914,559,2229,229587,10774,218813,"McLennan County, Texas",1481,1538,1546,885,708,471,209,176,117,151,148,15,127,127,127,30,115,79,396,149,384,-1,-1,-1
"G4803110","2006-2010",,,"Texas","48","McMullen County","311",,,,,,,,,,,,,,,,,,,,,,,,,,,,"McMullen County, Texas",485,395,240,155,134,5,16,0,0,0,0,0,0,0,0,0,0,0,43,5,42,897,25,872,"McMullen County, Texas",164,134,81,104,102,10,24,127,127,127,127,127,127,127,127,127,127,127,50,9,47,-1,-1,-1
"G4803130","2006-2010",,,"Texas","48","Madison County","313",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Madison County, Texas",4020,3544,3033,511,359,92,52,8,0,0,0,0,0,0,0,0,6,0,162,89,219,13433,384,13049,"Madison County, Texas",333,305,275,184,185,58,46,14,127,127,127,127,127,127,127,127,12,127,77,68,93,-1,-1,-1
"G4803150","2006-2010",,,"Texas","48","Marion County","315",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marion County, Texas",3855,3447,3096,351,328,16,7,0,0,8,8,0,0,0,0,0,13,7,246,51,83,10771,497,10274,"Marion County, Texas",263,324,306,136,136,18,10,127,127,15,15,127,127,127,127,127,15,11,249,51,40,-1,-1,-1
"G4803170","2006-2010",,,"Texas","48","Martin County","317",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Martin County, Texas",2100,1935,1788,147,144,3,0,0,0,17,17,0,0,0,0,0,0,0,61,0,87,4606,97,4509,"Martin County, Texas",250,233,241,80,80,4,127,127,127,29,29,127,127,127,127,127,127,127,56,127,89,-1,-1,-1
"G4803190","2006-2010",,,"Texas","48","Mason County","319",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mason County, Texas",1572,1244,1104,140,115,18,7,0,0,0,0,0,0,0,0,0,11,0,101,46,170,3928,166,3762,"Mason County, Texas",207,199,166,75,73,27,11,127,127,127,127,127,127,127,127,127,19,127,87,63,88,-1,-1,-1
"G4803210","2006-2010",,,"Texas","48","Matagorda County","321",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Matagorda County, Texas",14854,13613,11369,2244,1503,276,278,72,115,0,0,0,0,0,0,9,36,26,531,48,591,36647,1375,35272,"Matagorda County, Texas",585,667,555,461,403,130,131,83,114,127,127,127,127,127,127,15,43,41,254,43,188,-1,-1,-1
"G4803230","2006-2010",,,"Texas","48","Maverick County","323",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Maverick County, Texas",18477,16780,13942,2838,1907,471,183,100,177,63,63,0,0,0,0,0,89,21,537,588,399,52493,1881,50612,"Maverick County, Texas",677,712,778,458,385,209,98,80,125,47,47,127,127,127,127,127,67,27,180,177,165,-1,-1,-1
"G4803250","2006-2010",,,"Texas","48","Medina County","325",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Medina County, Texas",18118,17085,14332,2753,2060,488,144,61,0,0,0,0,0,0,0,0,27,44,395,221,346,45073,1441,43632,"Medina County, Texas",613,631,670,460,414,179,105,48,127,127,127,127,127,127,127,127,34,52,170,105,95,-1,-1,-1
"G4803270","2006-2010",,,"Texas","48","Menard County","327",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Menard County, Texas",1038,925,813,112,88,11,9,4,0,0,0,0,0,0,0,0,0,0,94,19,0,2212,46,2166,"Menard County, Texas",120,123,116,53,49,13,12,7,127,127,127,127,127,127,127,127,127,127,64,27,127,-1,-1,-1
