GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,BLOCKA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,TTRACTA,TBLKGRPA,ANRCA,CBSAA,METDIVA,CSAA,NECTAA,NECTADIVA,CNECTAA,UAA,URBRURALA,CDA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,NAME,SABINSA,H7V001,H7W001,H7W002,H7W003,H7W004,H7W005,H7W006,H7X001,H7X002,H7X003,H7X004,H7X005,H7X006,H7X007,H7X008
"G3600370","2010","1","2","New York","36","Genesee County","037",,,,,,,,,,,,,,"12860","99999","464",,,,,,,,,,,,,,"Genesee County",,60079,60079,24100,0,24100,35979,0,60079,55787,1612,679,357,4,575,1065
"G3600390","2010","1","2","New York","36","Greene County","039",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Greene County",,49221,49221,13220,140,13080,36001,0,49221,44440,2826,145,391,19,551,849
"G3600410","2010","1","2","New York","36","Hamilton County","041",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Hamilton County",,4836,4836,0,0,0,4836,0,4836,4705,35,11,24,4,4,53
"G3600430","2010","1","2","New York","36","Herkimer County","043",,,,,,,,,,,,,,"46540","99999","999",,,,,,,,,,,,,,"Herkimer County",,64519,64519,31092,1344,29748,33427,0,64519,62320,700,157,332,11,220,779
"G3600450","2010","1","2","New York","36","Jefferson County","045",,,,,,,,,,,,,,"48060","99999","999",,,,,,,,,,,,,,"Jefferson County",,116229,116229,60382,57840,2542,55847,0,116229,103047,5876,586,1518,298,1668,3236
"G3600470","2010","1","2","New York","36","Kings County","047",,,,,,,,,,,,,,"35620","35644","408",,,,,,,,,,,,,,"Kings County",,2504700,2504700,2504663,2504663,0,37,0,2504700,1072041,860083,13524,262276,1243,219229,76304
"G3600490","2010","1","2","New York","36","Lewis County","049",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Lewis County",,27087,27087,3562,0,3562,23525,0,27087,26465,184,53,75,16,56,238
"G3600510","2010","1","2","New York","36","Livingston County","051",,,,,,,,,,,,,,"40380","99999","464",,,,,,,,,,,,,,"Livingston County",,65393,65393,29654,0,29654,35739,0,65393,61363,1598,187,785,18,495,947
"G3600530","2010","1","2","New York","36","Madison County","053",,,,,,,,,,,,,,"45060","99999","532",,,,,,,,,,,,,,"Madison County",,73442,73442,30151,286,29865,43291,0,73442,69740,1350,524,583,17,270,958
"G3600550","2010","1","2","New York","36","Monroe County","055",,,,,,,,,,,,,,"40380","99999","464",,,,,,,,,,,,,,"Monroe County",,744344,744344,696334,673458,22876,48010,0,744344,566535,113171,2136,24281,227,18885,19109
"G3600570","2010","1","2","New York","36","Montgomery County","057",,,,,,,,,,,,,,"11220","99999","104",,,,,,,,,,,,,,"Montgomery County",,50219,50219,29660,0,29660,20559,0,50219,45519,951,169,369,19,2211,981
"G3600590","2010","1","2","New York","36","Nassau County","059",,,,,,,,,,,,,,"35620","35004","408",,,,,,,,,,,,,,"Nassau County",,1339532,1339532,1336957,1336957,0,2575,0,1339532,977577,149049,3185,102266,336,75211,31908
"G3600610","2010","1","2","New York","36","New York County","061",,,,,,,,,,,,,,"35620","35644","408",,,,,,,,,,,,,,"New York County",,1585873,1585873,1585873,1585873,0,0,0,1585873,911073,246687,8669,179552,873,175696,63323
"G3600630","2010","1","2","New York","36","Niagara County","063",,,,,,,,,,,,,,"15380","99999","160",,,,,,,,,,,,,,"Niagara County",,216469,216469,167892,124362,43530,48577,0,216469,191673,14851,2285,1823,62,1108,4667
"G3600650","2010","1","2","New York","36","Oneida County","065",,,,,,,,,,,,,,"46540","99999","999",,,,,,,,,,,,,,"Oneida County",,234878,234878,157406,115984,41422,77472,0,234878,204679,14688,605,6565,69,3407,4865
"G3600670","2010","1","2","New York","36","Onondaga County","067",,,,,,,,,,,,,,"45060","99999","532",,,,,,,,,,,,,,"Onondaga County",,467026,467026,408239,404715,3524,58787,0,467026,378885,51220,3818,14454,148,5479,13022
"G3600690","2010","1","2","New York","36","Ontario County","069",,,,,,,,,,,,,,"40380","99999","464",,,,,,,,,,,,,,"Ontario County",,107931,107931,56698,34948,21750,51233,0,107931,101078,2432,276,1126,24,1196,1799
"G3600710","2010","1","2","New York","36","Orange County","071",,,,,,,,,,,,,,"39100","99999","408",,,,,,,,,,,,,,"Orange County",,372813,372813,289524,228880,60644,83289,0,372813,287802,37946,1748,8895,125,24615,11682
"G3600730","2010","1","2","New York","36","Orleans County","073",,,,,,,,,,,,,,"40380","99999","464",,,,,,,,,,,,,,"Orleans County",,42883,42883,16776,0,16776,26107,0,42883,38528,2523,247,179,9,567,830
"G3600750","2010","1","2","New York","36","Oswego County","075",,,,,,,,,,,,,,"45060","99999","532",,,,,,,,,,,,,,"Oswego County",,122109,122109,46701,7316,39385,75408,0,122109,117632,972,520,723,16,650,1596
"G3600770","2010","1","2","New York","36","Otsego County","077",,,,,,,,,,,,,,"36580","99999","999",,,,,,,,,,,,,,"Otsego County",,62259,62259,18325,0,18325,43934,0,62259,58935,1066,121,674,18,413,1032
"G3600790","2010","1","2","New York","36","Putnam County","079",,,,,,,,,,,,,,"35620","35644","408",,,,,,,,,,,,,,"Putnam County",,99710,99710,79220,75944,3276,20490,0,99710,90470,2350,175,1882,35,2833,1965
"G3600810","2010","1","2","New York","36","Queens County","081",,,,,,,,,,,,,,"35620","35644","408",,,,,,,,,,,,,,"Queens County",,2230722,2230722,2230722,2230722,0,0,0,2230722,886053,426683,15364,511787,1530,288392,100913
"G3600830","2010","1","2","New York","36","Rensselaer County","083",,,,,,,,,,,,,,"10580","99999","104",,,,,,,,,,,,,,"Rensselaer County",,159429,159429,110784,107192,3592,48645,0,159429,139529,10338,385,3517,34,1783,3843
"G3600850","2010","1","2","New York","36","Richmond County","085",,,,,,,,,,,,,,"35620","35644","408",,,,,,,,,,,,,,"Richmond County",,468730,468730,468730,468730,0,0,0,468730,341677,49857,1695,35164,213,28006,12118
"G3600870","2010","1","2","New York","36","Rockland County","087",,,,,,,,,,,,,,"35620","35644","408",,,,,,,,,,,,,,"Rockland County",,311687,311687,309451,309451,0,2236,0,311687,228295,37058,911,19293,130,18159,7841
"G3600890","2010","1","2","New York","36","St. Lawrence County","089",,,,,,,,,,,,,,"36300","99999","999",,,,,,,,,,,,,,"St. Lawrence County",,111944,111944,42548,0,42548,69396,0,111944,105064,2420,1135,1085,36,670,1534
"G3600910","2010","1","2","New York","36","Saratoga County","091",,,,,,,,,,,,,,"10580","99999","104",,,,,,,,,,,,,,"Saratoga County",,219607,219607,153809,150711,3098,65798,0,219607,207181,3269,388,3919,44,1165,3641
"G3600930","2010","1","2","New York","36","Schenectady County","093",,,,,,,,,,,,,,"10580","99999","104",,,,,,,,,,,,,,"Schenectady County",,154727,154727,142107,142107,0,12620,0,154727,123211,14710,575,4960,105,5364,5802
"G3600950","2010","1","2","New York","36","Schoharie County","095",,,,,,,,,,,,,,"10580","99999","104",,,,,,,,,,,,,,"Schoharie County",,32749,32749,5618,0,5618,27131,0,32749,31402,435,70,217,6,170,449
"G3600970","2010","1","2","New York","36","Schuyler County","097",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Schuyler County",,18343,18343,3457,0,3457,14886,0,18343,17803,159,47,53,4,37,240
"G3600990","2010","1","2","New York","36","Seneca County","099",,,,,,,,,,,,,,"42900","99999","464",,,,,,,,,,,,,,"Seneca County",,35251,35251,14574,0,14574,20677,0,35251,32591,1607,104,244,2,240,463
"G3601010","2010","1","2","New York","36","Steuben County","101",,,,,,,,,,,,,,"18500","99999","999",,,,,,,,,,,,,,"Steuben County",,98990,98990,39229,631,38598,59761,0,98990,94315,1540,230,1161,17,343,1384
"G3601030","2010","1","2","New York","36","Suffolk County","103",,,,,,,,,,,,,,"35620","35004","408",,,,,,,,,,,,,,"Suffolk County",,1493350,1493350,1454506,1429373,25133,38844,0,1493350,1206297,111224,5366,50972,495,82965,36031
"G3601050","2010","1","2","New York","36","Sullivan County","105",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Sullivan County",,77547,77547,20034,0,20034,57513,0,77547,63560,7039,354,1075,24,3229,2266
"G3601070","2010","1","2","New York","36","Tioga County","107",,,,,,,,,,,,,,"13780","99999","999",,,,,,,,,,,,,,"Tioga County",,51125,51125,17557,7332,10225,33568,0,51125,49556,375,86,372,15,146,575
"G3601090","2010","1","2","New York","36","Tompkins County","109",,,,,,,,,,,,,,"27060","99999","296",,,,,,,,,,,,,,"Tompkins County",,101564,101564,57543,53661,3882,44021,0,101564,83941,4020,360,8737,45,1175,3286
"G3601110","2010","1","2","New York","36","Ulster County","111",,,,,,,,,,,,,,"28740","99999","408",,,,,,,,,,,,,,"Ulster County",,182493,182493,98473,88968,9505,84020,0,182493,158184,10982,597,3106,34,4542,5048
"G3601130","2010","1","2","New York","36","Warren County","113",,,,,,,,,,,,,,"24020","99999","104",,,,,,,,,,,,,,"Warren County",,65707,65707,43413,39868,3545,22294,0,65707,63391,590,144,456,8,208,910
"G3601150","2010","1","2","New York","36","Washington County","115",,,,,,,,,,,,,,"24020","99999","104",,,,,,,,,,,,,,"Washington County",,63216,63216,20293,14991,5302,42923,0,63216,59815,1893,128,266,13,432,669
"G3601170","2010","1","2","New York","36","Wayne County","117",,,,,,,,,,,,,,"40380","99999","464",,,,,,,,,,,,,,"Wayne County",,93772,93772,36855,12166,24689,56917,0,93772,87148,2887,258,473,24,1177,1805
"G3601190","2010","1","2","New York","36","Westchester County","119",,,,,,,,,,,,,,"35620","35644","408",,,,,,,,,,,,,,"Westchester County",,949113,949113,918044,915365,2679,31069,0,949113,646471,138118,3965,51716,387,78503,29953
"G3601210","2010","1","2","New York","36","Wyoming County","121",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Wyoming County",,42155,42155,15141,0,15141,27014,0,42155,38602,2375,126,160,7,512,373
"G3601230","2010","1","2","New York","36","Yates County","123",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Yates County",,25348,25348,7294,0,7294,18054,0,25348,24647,203,38,97,4,90,269
"G3700010","2010","3","5","North Carolina","37","Alamance County","001",,,,,,,,,,,,,,"15500","99999","268",,,,,,,,,,,,,,"Alamance County",,151131,151131,107971,107971,0,43160,0,151131,107420,28369,1020,1837,58,9291,3136
"G3700030","2010","3","5","North Carolina","37","Alexander County","003",,,,,,,,,,,,,,"25860","99999","999",,,,,,,,,,,,,,"Alexander County",,37198,37198,10126,4738,5388,27072,0,37198,33324,2043,98,360,12,838,523
"G3700050","2010","3","5","North Carolina","37","Alleghany County","005",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Alleghany County",,11155,11155,0,0,0,11155,0,11155,10288,140,27,54,3,515,128
"G3700070","2010","3","5","North Carolina","37","Anson County","007",,,,,,,,,,,,,,"16740","99999","172",,,,,,,,,,,,,,"Anson County",,26948,26948,5791,0,5791,21157,0,26948,12707,13090,165,288,4,357,337
"G3700090","2010","3","5","North Carolina","37","Ashe County","009",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Ashe County",,27281,27281,4129,0,4129,23152,0,27281,26050,161,65,105,8,613,279
"G3700110","2010","3","5","North Carolina","37","Avery County","011",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Avery County",,17797,17797,1996,0,1996,15801,0,17797,16364,709,75,56,8,435,150
"G3700130","2010","3","5","North Carolina","37","Beaufort County","013",,,,,,,,,,,,,,"47820","99999","999",,,,,,,,,,,,,,"Beaufort County",,47759,47759,16429,0,16429,31330,0,47759,32551,12223,208,165,19,1986,607
"G3700150","2010","3","5","North Carolina","37","Bertie County","015",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Bertie County",,21282,21282,3566,0,3566,17716,0,21282,7488,13296,96,103,6,96,197
"G3700170","2010","3","5","North Carolina","37","Bladen County","017",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Bladen County",,35190,35190,3085,0,3085,32105,0,35190,19806,12268,749,70,5,1774,518
"G3700190","2010","3","5","North Carolina","37","Brunswick County","019",,,,,,,,,,,,,,"48900","99999","999",,,,,,,,,,,,,,"Brunswick County",,107431,107431,61278,39915,21363,46153,0,107431,89193,12291,761,579,38,2634,1935
"G3700210","2010","3","5","North Carolina","37","Buncombe County","021",,,,,,,,,,,,,,"11700","99999","120",,,,,,,,,,,,,,"Buncombe County",,238318,238318,180932,180932,0,57386,0,238318,208192,15211,948,2417,289,6266,4995
"G3700230","2010","3","5","North Carolina","37","Burke County","023",,,,,,,,,,,,,,"25860","99999","999",,,,,,,,,,,,,,"Burke County",,90912,90912,52136,52136,0,38776,0,90912,76716,6012,325,3185,303,2774,1597
"G3700250","2010","3","5","North Carolina","37","Cabarrus County","025",,,,,,,,,,,,,,"16740","99999","172",,,,,,,,,,,,,,"Cabarrus County",,178011,178011,143738,143551,187,34273,0,178011,134149,27219,659,3513,65,8664,3742
"G3700270","2010","3","5","North Carolina","37","Caldwell County","027",,,,,,,,,,,,,,"25860","99999","999",,,,,,,,,,,,,,"Caldwell County",,83029,83029,54444,54444,0,28585,0,83029,74925,4086,257,428,27,2048,1258
"G3700290","2010","3","5","North Carolina","37","Camden County","029",,,,,,,,,,,,,,"21020","99999","999",,,,,,,,,,,,,,"Camden County",,9980,9980,45,0,45,9935,0,9980,8193,1316,33,146,5,74,213
"G3700310","2010","3","5","North Carolina","37","Carteret County","031",,,,,,,,,,,,,,"33980","99999","999",,,,,,,,,,,,,,"Carteret County",,66469,66469,44798,0,44798,21671,0,66469,59346,4041,316,580,67,812,1307
"G3700330","2010","3","5","North Carolina","37","Caswell County","033",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Caswell County",,23719,23719,191,0,191,23528,0,23719,14819,8020,85,60,4,350,381
"G3700350","2010","3","5","North Carolina","37","Catawba County","035",,,,,,,,,,,,,,"25860","99999","999",,,,,,,,,,,,,,"Catawba County",,154358,154358,107595,101101,6494,46763,0,154358,126151,13041,489,5352,53,6395,2877
"G3700370","2010","3","5","North Carolina","37","Chatham County","037",,,,,,,,,,,,,,"20500","99999","450",,,,,,,,,,,,,,"Chatham County",,63505,63505,21641,6513,15128,41864,0,63505,48237,8392,344,703,24,4619,1186
"G3700390","2010","3","5","North Carolina","37","Cherokee County","039",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Cherokee County",,27444,27444,0,0,0,27444,0,27444,25700,350,363,132,9,215,675
"G3700410","2010","3","5","North Carolina","37","Chowan County","041",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Chowan County",,14793,14793,4790,0,4790,10003,0,14793,9174,5070,43,52,7,266,181
"G3700430","2010","3","5","North Carolina","37","Clay County","043",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Clay County",,10587,10587,0,0,0,10587,0,10587,10231,64,32,24,2,81,153
"G3700450","2010","3","5","North Carolina","37","Cleveland County","045",,,,,,,,,,,,,,"43140","99999","172",,,,,,,,,,,,,,"Cleveland County",,98078,98078,43360,11171,32189,54718,0,98078,74123,20332,232,756,24,1131,1480
"G3700470","2010","3","5","North Carolina","37","Columbus County","047",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Columbus County",,58098,58098,11274,0,11274,46824,0,58098,35735,17713,1845,154,27,1750,874
"G3700490","2010","3","5","North Carolina","37","Craven County","049",,,,,,,,,,,,,,"35100","99999","999",,,,,,,,,,,,,,"Craven County",,103505,103505,74825,50503,24322,28680,0,103505,72441,23193,504,2099,135,2361,2772
"G3700510","2010","3","5","North Carolina","37","Cumberland County","051",,,,,,,,,,,,,,"22180","99999","999",,,,,,,,,,,,,,"Cumberland County",,319431,319431,276729,276729,0,42702,0,319431,164064,117117,5140,7090,1225,9943,14852
"G3700530","2010","3","5","North Carolina","37","Currituck County","053",,,,,,,,,,,,,,"47260","99999","999",,,,,,,,,,,,,,"Currituck County",,23547,23547,397,0,397,23150,0,23547,21268,1361,107,148,11,223,429
"G3700550","2010","3","5","North Carolina","37","Dare County","055",,,,,,,,,,,,,,"28620","99999","999",,,,,,,,,,,,,,"Dare County",,33920,33920,24097,0,24097,9823,0,33920,31313,834,125,212,13,810,613
"G3700570","2010","3","5","North Carolina","37","Davidson County","057",,,,,,,,,,,,,,"45640","99999","268",,,,,,,,,,,,,,"Davidson County",,162878,162878,85699,85699,0,77179,0,162878,137359,14421,794,1994,27,5871,2412
"G3700590","2010","3","5","North Carolina","37","Davie County","059",,,,,,,,,,,,,,"49180","99999","268",,,,,,,,,,,,,,"Davie County",,41240,41240,12253,7062,5191,28987,0,41240,36100,2593,149,239,6,1458,695
"G3700610","2010","3","5","North Carolina","37","Duplin County","061",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Duplin County",,58505,58505,7919,0,7919,50586,0,58505,33449,14773,267,155,65,8856,940
"G3700630","2010","3","5","North Carolina","37","Durham County","063",,,,,,,,,,,,,,"20500","99999","450",,,,,,,,,,,,,,"Durham County",,267587,267587,252528,252528,0,15059,0,267587,124274,101577,1339,12278,172,21094,6853
"G3700650","2010","3","5","North Carolina","37","Edgecombe County","065",,,,,,,,,,,,,,"40580","99999","999",,,,,,,,,,,,,,"Edgecombe County",,56552,56552,30930,17349,13581,25622,0,56552,21923,32435,169,113,15,1326,571
"G3700670","2010","3","5","North Carolina","37","Forsyth County","067",,,,,,,,,,,,,,"49180","99999","268",,,,,,,,,,,,,,"Forsyth County",,350670,350670,324908,324908,0,25762,0,350670,218517,91227,1457,6495,223,25167,7584
"G3700690","2010","3","5","North Carolina","37","Franklin County","069",,,,,,,,,,,,,,"39580","99999","450",,,,,,,,,,,,,,"Franklin County",,60619,60619,8900,4829,4071,51719,0,60619,40003,16212,329,288,12,2666,1109
"G3700710","2010","3","5","North Carolina","37","Gaston County","071",,,,,,,,,,,,,,"16740","99999","172",,,,,,,,,,,,,,"Gaston County",,206086,206086,165595,158926,6669,40491,0,206086,161166,31431,850,2478,63,6315,3783
"G3700730","2010","3","5","North Carolina","37","Gates County","073",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Gates County",,12197,12197,0,0,0,12197,0,12197,7768,4044,65,17,10,73,220
"G3700750","2010","3","5","North Carolina","37","Graham County","075",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Graham County",,8861,8861,0,0,0,8861,0,8861,8004,17,566,29,4,91,150
"G3700770","2010","3","5","North Carolina","37","Granville County","077",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Granville County",,59916,59916,27112,963,26149,32804,0,59916,36205,19652,338,326,34,2323,1038
"G3700790","2010","3","5","North Carolina","37","Greene County","079",,,,,,,,,,,,,,"24780","99999","999",,,,,,,,,,,,,,"Greene County",,21362,21362,0,0,0,21362,0,21362,10850,7964,154,72,6,2002,314
"G3700810","2010","3","5","North Carolina","37","Guilford County","081",,,,,,,,,,,,,,"24660","99999","268",,,,,,,,,,,,,,"Guilford County",,488406,488406,426406,426406,0,62000,0,488406,278525,158899,2594,19176,235,17675,11302
"G3700830","2010","3","5","North Carolina","37","Halifax County","083",,,,,,,,,,,,,,"40260","99999","999",,,,,,,,,,,,,,"Halifax County",,54691,54691,24772,0,24772,29919,0,54691,21890,29109,2071,362,19,581,659
"G3700850","2010","3","5","North Carolina","37","Harnett County","085",,,,,,,,,,,,,,"20380","99999","450",,,,,,,,,,,,,,"Harnett County",,114678,114678,50549,12294,38255,64129,0,114678,78300,23973,1392,1029,139,6272,3573
"G3700870","2010","3","5","North Carolina","37","Haywood County","087",,,,,,,,,,,,,,"11700","99999","120",,,,,,,,,,,,,,"Haywood County",,59036,59036,26306,26306,0,32730,0,59036,56405,624,303,215,15,844,630
"G3700890","2010","3","5","North Carolina","37","Henderson County","089",,,,,,,,,,,,,,"11700","99999","120",,,,,,,,,,,,,,"Henderson County",,106740,106740,71227,71227,0,35513,0,106740,94914,3224,449,1022,178,4934,2019
"G3700910","2010","3","5","North Carolina","37","Hertford County","091",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Hertford County",,24669,24669,7737,0,7737,16932,0,24669,8786,14933,274,131,5,235,305
"G3700930","2010","3","5","North Carolina","37","Hoke County","093",,,,,,,,,,,,,,"22180","99999","999",,,,,,,,,,,,,,"Hoke County",,46952,46952,26692,26692,0,20260,0,46952,21272,15716,4512,484,117,2743,2108
"G3700950","2010","3","5","North Carolina","37","Hyde County","095",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Hyde County",,5810,5810,0,0,0,5810,0,5810,3718,1836,28,16,1,142,69
"G3700970","2010","3","5","North Carolina","37","Iredell County","097",,,,,,,,,,,,,,"44380","99999","172",,,,,,,,,,,,,,"Iredell County",,159437,159437,98991,98991,0,60446,0,159437,128646,19047,547,2922,43,5348,2884
"G3700990","2010","3","5","North Carolina","37","Jackson County","099",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Jackson County",,40271,40271,10837,0,10837,29434,0,40271,33489,745,3804,348,16,1087,782
"G3701010","2010","3","5","North Carolina","37","Johnston County","101",,,,,,,,,,,,,,"39580","99999","450",,,,,,,,,,,,,,"Johnston County",,168878,168878,80999,37449,43550,87879,0,168878,125349,25546,939,1021,51,12653,3319
"G3701030","2010","3","5","North Carolina","37","Jones County","103",,,,,,,,,,,,,,"35100","99999","999",,,,,,,,,,,,,,"Jones County",,10153,10153,0,0,0,10153,0,10153,6395,3289,57,32,2,190,188
"G3701050","2010","3","5","North Carolina","37","Lee County","105",,,,,,,,,,,,,,"41820","99999","999",,,,,,,,,,,,,,"Lee County",,57866,57866,33120,0,33120,24746,0,57866,38688,11565,407,489,20,5286,1411
"G3701070","2010","3","5","North Carolina","37","Lenoir County","107",,,,,,,,,,,,,,"28820","99999","999",,,,,,,,,,,,,,"Lenoir County",,59495,59495,32719,0,32719,26776,0,59495,31758,24121,222,262,48,2299,785
