GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,BLOCKA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,TTRACTA,TBLKGRPA,ANRCA,CBSAA,METDIVA,CSAA,NECTAA,NECTADIVA,CNECTAA,UAA,URBRURALA,CDA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,NAME,SABINSA,H7V001,H7W001,H7W002,H7W003,H7W004,H7W005,H7W006,H7X001,H7X002,H7X003,H7X004,H7X005,H7X006,H7X007,H7X008
"G4701370","2010","3","6","Tennessee","47","Pickett County","137",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Pickett County",,5077,5077,0,0,0,5077,0,5077,4993,5,11,4,0,33,31
"G4701390","2010","3","6","Tennessee","47","Polk County","139",,,,,,,,,,,,,,"17420","99999","174",,,,,,,,,,,,,,"Polk County",,16825,16825,0,0,0,16825,0,16825,16397,50,64,24,4,71,215
"G4701410","2010","3","6","Tennessee","47","Putnam County","141",,,,,,,,,,,,,,"18260","99999","999",,,,,,,,,,,,,,"Putnam County",,72321,72321,47026,0,47026,25295,0,72321,66536,1455,317,846,46,2006,1115
"G4701430","2010","3","6","Tennessee","47","Rhea County","143",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Rhea County",,31809,31809,10174,0,10174,21635,0,31809,29695,616,141,130,15,710,502
"G4701450","2010","3","6","Tennessee","47","Roane County","145",,,,,,,,,,,,,,"25340","99999","314",,,,,,,,,,,,,,"Roane County",,54181,54181,26553,3038,23515,27628,0,54181,51157,1440,180,278,18,219,889
"G4701470","2010","3","6","Tennessee","47","Robertson County","147",,,,,,,,,,,,,,"34980","99999","400",,,,,,,,,,,,,,"Robertson County",,66283,66283,30994,13186,17808,35289,0,66283,57919,4934,234,331,32,1876,957
"G4701490","2010","3","6","Tennessee","47","Rutherford County","149",,,,,,,,,,,,,,"34980","99999","400",,,,,,,,,,,,,,"Rutherford County",,262604,262604,217905,217905,0,44699,0,262604,205417,32886,954,7984,142,8927,6294
"G4701510","2010","3","6","Tennessee","47","Scott County","151",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Scott County",,22228,22228,4322,0,4322,17906,0,22228,21853,21,57,43,1,56,197
"G4701530","2010","3","6","Tennessee","47","Sequatchie County","153",,,,,,,,,,,,,,"16860","99999","174",,,,,,,,,,,,,,"Sequatchie County",,14112,14112,3697,6,3691,10415,0,14112,13543,21,53,40,5,275,175
"G4701550","2010","3","6","Tennessee","47","Sevier County","155",,,,,,,,,,,,,,"42940","99999","314",,,,,,,,,,,,,,"Sevier County",,89889,89889,38969,15610,23359,50920,0,89889,84217,711,342,774,20,2616,1209
"G4701570","2010","3","6","Tennessee","47","Shelby County","157",,,,,,,,,,,,,,"32820","99999","999",,,,,,,,,,,,,,"Shelby County",,927644,927644,902043,891357,10686,25601,0,927644,376270,483381,2279,21391,441,30580,13302
"G4701590","2010","3","6","Tennessee","47","Smith County","159",,,,,,,,,,,,,,"34980","99999","400",,,,,,,,,,,,,,"Smith County",,19166,19166,3282,0,3282,15884,0,19166,18179,410,87,37,3,192,258
"G4701610","2010","3","6","Tennessee","47","Stewart County","161",,,,,,,,,,,,,,"17300","99999","999",,,,,,,,,,,,,,"Stewart County",,13324,13324,0,0,0,13324,0,13324,12605,188,75,137,3,81,235
"G4701630","2010","3","6","Tennessee","47","Sullivan County","163",,,,,,,,,,,,,,"28700","99999","304",,,,,,,,,,,,,,"Sullivan County",,156823,156823,116737,116737,0,40086,0,156823,149208,3329,416,884,34,958,1994
"G4701650","2010","3","6","Tennessee","47","Sumner County","165",,,,,,,,,,,,,,"34980","99999","400",,,,,,,,,,,,,,"Sumner County",,160645,160645,115853,105034,10819,44792,0,160645,142844,10311,462,1638,114,2649,2627
"G4701670","2010","3","6","Tennessee","47","Tipton County","167",,,,,,,,,,,,,,"32820","99999","999",,,,,,,,,,,,,,"Tipton County",,61081,61081,27410,0,27410,33671,0,61081,47501,11449,248,367,52,460,1004
"G4701690","2010","3","6","Tennessee","47","Trousdale County","169",,,,,,,,,,,,,,"34980","99999","400",,,,,,,,,,,,,,"Trousdale County",,7870,7870,0,0,0,7870,0,7870,6852,754,33,18,1,73,139
"G4701710","2010","3","6","Tennessee","47","Unicoi County","171",,,,,,,,,,,,,,"27740","99999","304",,,,,,,,,,,,,,"Unicoi County",,18313,18313,10133,345,9788,8180,0,18313,17553,36,45,30,3,444,202
"G4701730","2010","3","6","Tennessee","47","Union County","173",,,,,,,,,,,,,,"28940","99999","314",,,,,,,,,,,,,,"Union County",,19109,19109,0,0,0,19109,0,19109,18678,22,60,19,12,72,246
"G4701750","2010","3","6","Tennessee","47","Van Buren County","175",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Van Buren County",,5548,5548,0,0,0,5548,0,5548,5441,23,15,8,0,10,51
"G4701770","2010","3","6","Tennessee","47","Warren County","177",,,,,,,,,,,,,,"32660","99999","999",,,,,,,,,,,,,,"Warren County",,39839,39839,15386,0,15386,24453,0,39839,35650,1142,109,190,13,2081,654
"G4701790","2010","3","6","Tennessee","47","Washington County","179",,,,,,,,,,,,,,"27740","99999","304",,,,,,,,,,,,,,"Washington County",,122979,122979,90486,90486,0,32493,0,122979,112619,4814,377,1466,38,1534,2131
"G4701810","2010","3","6","Tennessee","47","Wayne County","181",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Wayne County",,17021,17021,0,0,0,17021,0,17021,15712,978,54,30,5,80,162
"G4701830","2010","3","6","Tennessee","47","Weakley County","183",,,,,,,,,,,,,,"32280","99999","542",,,,,,,,,,,,,,"Weakley County",,35021,35021,11555,0,11555,23466,0,35021,31124,2736,101,368,8,200,484
"G4701850","2010","3","6","Tennessee","47","White County","185",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"White County",,25841,25841,5640,0,5640,20201,0,25841,24739,459,82,69,20,108,364
"G4701870","2010","3","6","Tennessee","47","Williamson County","187",,,,,,,,,,,,,,"34980","99999","400",,,,,,,,,,,,,,"Williamson County",,183182,183182,147670,118901,28769,35512,0,183182,163728,7941,396,5517,82,2784,2734
"G4701890","2010","3","6","Tennessee","47","Wilson County","189",,,,,,,,,,,,,,"34980","99999","400",,,,,,,,,,,,,,"Wilson County",,113993,113993,70143,42490,27653,43850,0,113993,101379,7297,395,1276,44,1751,1851
"G4800010","2010","3","7","Texas","48","Anderson County","001",,,,,,,,,,,,,,"37300","99999","999",,,,,,,,,,,,,,"Anderson County",,58458,58458,19254,0,19254,39204,0,58458,38632,12310,259,291,21,5952,993
"G4800030","2010","3","7","Texas","48","Andrews County","003",,,,,,,,,,,,,,"11380","99999","999",,,,,,,,,,,,,,"Andrews County",,14786,14786,12346,0,12346,2440,0,14786,11749,222,142,91,1,2289,292
"G4800050","2010","3","7","Texas","48","Angelina County","005",,,,,,,,,,,,,,"31260","99999","999",,,,,,,,,,,,,,"Angelina County",,86771,86771,49388,0,49388,37383,0,86771,62537,13035,411,785,13,8466,1524
"G4800070","2010","3","7","Texas","48","Aransas County","007",,,,,,,,,,,,,,"18580","99999","204",,,,,,,,,,,,,,"Aransas County",,23158,23158,16845,0,16845,6313,0,23158,20231,303,171,455,8,1467,523
"G4800090","2010","3","7","Texas","48","Archer County","009",,,,,,,,,,,,,,"48660","99999","999",,,,,,,,,,,,,,"Archer County",,9054,9054,997,997,0,8057,0,9054,8504,40,60,18,3,295,134
"G4800110","2010","3","7","Texas","48","Armstrong County","011",,,,,,,,,,,,,,"11100","99999","999",,,,,,,,,,,,,,"Armstrong County",,1901,1901,0,0,0,1901,0,1901,1774,11,15,0,0,80,21
"G4800130","2010","3","7","Texas","48","Atascosa County","013",,,,,,,,,,,,,,"41700","99999","999",,,,,,,,,,,,,,"Atascosa County",,44911,44911,17645,0,17645,27266,0,44911,38130,359,341,156,30,4879,1016
"G4800150","2010","3","7","Texas","48","Austin County","015",,,,,,,,,,,,,,"26420","99999","288",,,,,,,,,,,,,,"Austin County",,28417,28417,9564,0,9564,18853,0,28417,22379,2668,138,118,1,2489,624
"G4800170","2010","3","7","Texas","48","Bailey County","017",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Bailey County",,7165,7165,5105,0,5105,2060,0,7165,5392,86,103,30,6,1406,142
"G4800190","2010","3","7","Texas","48","Bandera County","019",,,,,,,,,,,,,,"41700","99999","999",,,,,,,,,,,,,,"Bandera County",,20485,20485,0,0,0,20485,0,20485,19010,98,166,57,2,782,370
"G4800210","2010","3","7","Texas","48","Bastrop County","021",,,,,,,,,,,,,,"12420","99999","126",,,,,,,,,,,,,,"Bastrop County",,74171,74171,26811,0,26811,47360,0,74171,54750,5772,739,489,66,10206,2149
"G4800230","2010","3","7","Texas","48","Baylor County","023",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Baylor County",,3726,3726,0,0,0,3726,0,3726,3410,75,11,4,3,146,77
"G4800250","2010","3","7","Texas","48","Bee County","025",,,,,,,,,,,,,,"13300","99999","999",,,,,,,,,,,,,,"Bee County",,31861,31861,18168,0,18168,13693,0,31861,25092,2592,165,177,17,3080,738
"G4800270","2010","3","7","Texas","48","Bell County","027",,,,,,,,,,,,,,"28660","99999","999",,,,,,,,,,,,,,"Bell County",,310235,310235,263122,262421,701,47113,0,310235,190553,66700,2496,8748,2430,23834,15474
"G4800290","2010","3","7","Texas","48","Bexar County","029",,,,,,,,,,,,,,"41700","99999","999",,,,,,,,,,,,,,"Bexar County",,1714773,1714773,1636938,1634008,2930,77835,0,1714773,1250252,128892,14475,41739,2350,217389,59676
"G4800310","2010","3","7","Texas","48","Blanco County","031",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Blanco County",,10497,10497,0,0,0,10497,0,10497,9475,69,74,51,4,623,201
"G4800330","2010","3","7","Texas","48","Borden County","033",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Borden County",,641,641,0,0,0,641,0,641,600,0,2,1,0,28,10
"G4800350","2010","3","7","Texas","48","Bosque County","035",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Bosque County",,18212,18212,3421,0,3421,14791,0,18212,16372,296,104,41,2,1079,318
"G4800370","2010","3","7","Texas","48","Bowie County","037",,,,,,,,,,,,,,"45500","99999","999",,,,,,,,,,,,,,"Bowie County",,92565,92565,59774,52090,7684,32791,0,92565,63641,22387,694,734,51,3077,1981
"G4800390","2010","3","7","Texas","48","Brazoria County","039",,,,,,,,,,,,,,"26420","99999","288",,,,,,,,,,,,,,"Brazoria County",,313166,313166,242614,226964,15650,70552,0,313166,219416,37761,1770,17227,89,28656,8247
"G4800410","2010","3","7","Texas","48","Brazos County","041",,,,,,,,,,,,,,"17780","99999","999",,,,,,,,,,,,,,"Brazos County",,194851,194851,171345,171345,0,23506,0,194851,142814,21414,865,10083,119,14997,4559
"G4800430","2010","3","7","Texas","48","Brewster County","043",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Brewster County",,9232,9232,6013,0,6013,3219,0,9232,7993,104,103,66,5,699,262
"G4800450","2010","3","7","Texas","48","Briscoe County","045",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Briscoe County",,1637,1637,0,0,0,1637,0,1637,1433,41,3,0,0,120,40
"G4800470","2010","3","7","Texas","48","Brooks County","047",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Brooks County",,7223,7223,4929,0,4929,2294,0,7223,6471,37,25,21,1,570,98
"G4800490","2010","3","7","Texas","48","Brown County","049",,,,,,,,,,,,,,"15220","99999","999",,,,,,,,,,,,,,"Brown County",,38106,38106,22711,0,22711,15395,0,38106,32962,1382,216,163,14,2569,800
"G4800510","2010","3","7","Texas","48","Burleson County","051",,,,,,,,,,,,,,"17780","99999","999",,,,,,,,,,,,,,"Burleson County",,17187,17187,4012,0,4012,13175,0,17187,13392,2098,107,28,3,1233,326
"G4800530","2010","3","7","Texas","48","Burnet County","053",,,,,,,,,,,,,,"31920","99999","126",,,,,,,,,,,,,,"Burnet County",,42750,42750,18950,0,18950,23800,0,42750,37825,766,290,203,17,2855,794
"G4800550","2010","3","7","Texas","48","Caldwell County","055",,,,,,,,,,,,,,"12420","99999","126",,,,,,,,,,,,,,"Caldwell County",,38066,38066,21967,4251,17716,16099,0,38066,28865,2585,305,357,13,4975,966
"G4800570","2010","3","7","Texas","48","Calhoun County","057",,,,,,,,,,,,,,"47020","99999","999",,,,,,,,,,,,,,"Calhoun County",,21381,21381,11817,0,11817,9564,0,21381,17432,565,104,948,8,1883,441
"G4800590","2010","3","7","Texas","48","Callahan County","059",,,,,,,,,,,,,,"10180","99999","999",,,,,,,,,,,,,,"Callahan County",,13544,13544,3768,0,3768,9776,0,13544,12724,141,75,57,8,292,247
"G4800610","2010","3","7","Texas","48","Cameron County","061",,,,,,,,,,,,,,"15180","99999","154",,,,,,,,,,,,,,"Cameron County",,406220,406220,372013,352640,19373,34207,0,406220,353423,2155,1688,2689,113,39905,6247
"G4800630","2010","3","7","Texas","48","Camp County","063",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Camp County",,12401,12401,4777,0,4777,7624,0,12401,8402,2163,82,60,17,1337,340
"G4800650","2010","3","7","Texas","48","Carson County","065",,,,,,,,,,,,,,"11100","99999","999",,,,,,,,,,,,,,"Carson County",,6182,6182,297,0,297,5885,0,6182,5803,35,67,19,0,153,105
"G4800670","2010","3","7","Texas","48","Cass County","067",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Cass County",,30464,30464,7917,0,7917,22547,0,30464,24079,5315,161,91,4,390,424
"G4800690","2010","3","7","Texas","48","Castro County","069",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Castro County",,8062,8062,4373,0,4373,3689,0,8062,5532,162,76,33,0,2129,130
"G4800710","2010","3","7","Texas","48","Chambers County","071",,,,,,,,,,,,,,"26420","99999","288",,,,,,,,,,,,,,"Chambers County",,35096,35096,19050,12739,6311,16046,0,35096,27582,2872,219,339,21,3320,743
"G4800730","2010","3","7","Texas","48","Cherokee County","073",,,,,,,,,,,,,,"27380","99999","540",,,,,,,,,,,,,,"Cherokee County",,50845,50845,18788,9,18779,32057,0,50845,36450,7498,342,237,9,5207,1102
"G4800750","2010","3","7","Texas","48","Childress County","075",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Childress County",,7041,7041,4707,0,4707,2334,0,7041,5774,698,40,50,2,376,101
"G4800770","2010","3","7","Texas","48","Clay County","077",,,,,,,,,,,,,,"48660","99999","999",,,,,,,,,,,,,,"Clay County",,10752,10752,2731,0,2731,8021,0,10752,10224,57,123,28,1,138,181
"G4800790","2010","3","7","Texas","48","Cochran County","079",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Cochran County",,3127,3127,0,0,0,3127,0,3127,2288,125,36,5,3,586,84
"G4800810","2010","3","7","Texas","48","Coke County","081",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Coke County",,3320,3320,0,0,0,3320,0,3320,3036,8,37,5,1,169,64
"G4800830","2010","3","7","Texas","48","Coleman County","083",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Coleman County",,8895,8895,4310,0,4310,4585,0,8895,7841,197,58,32,1,593,173
"G4800850","2010","3","7","Texas","48","Collin County","085",,,,,,,,,,,,,,"19100","19124","206",,,,,,,,,,,,,,"Collin County",,782341,782341,741325,730300,11025,41016,0,782341,560036,66387,4448,87752,448,40087,23183
"G4800870","2010","3","7","Texas","48","Collingsworth County","087",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Collingsworth County",,3057,3057,0,0,0,3057,0,3057,2338,134,52,4,0,405,124
"G4800890","2010","3","7","Texas","48","Colorado County","089",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Colorado County",,20874,20874,7804,0,7804,13070,0,20874,15676,2740,125,77,16,1846,394
"G4800910","2010","3","7","Texas","48","Comal County","091",,,,,,,,,,,,,,"41700","99999","999",,,,,,,,,,,,,,"Comal County",,108472,108472,58417,53140,5277,50055,0,108472,97044,1727,645,849,51,5808,2348
"G4800930","2010","3","7","Texas","48","Comanche County","093",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Comanche County",,13974,13974,3988,0,3988,9986,0,13974,12417,53,92,35,4,1143,230
"G4800950","2010","3","7","Texas","48","Concho County","095",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Concho County",,4087,4087,0,0,0,4087,0,4087,3553,77,16,14,5,345,77
"G4800970","2010","3","7","Texas","48","Cooke County","097",,,,,,,,,,,,,,"23620","99999","206",,,,,,,,,,,,,,"Cooke County",,38437,38437,15746,0,15746,22691,0,38437,32943,1054,402,290,19,2901,828
"G4800990","2010","3","7","Texas","48","Coryell County","099",,,,,,,,,,,,,,"28660","99999","999",,,,,,,,,,,,,,"Coryell County",,75388,75388,60745,45435,15310,14643,0,75388,53033,11943,639,1423,662,3881,3807
"G4801010","2010","3","7","Texas","48","Cottle County","101",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Cottle County",,1505,1505,0,0,0,1505,0,1505,1212,133,5,0,1,123,31
"G4801030","2010","3","7","Texas","48","Crane County","103",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Crane County",,4375,4375,3907,0,3907,468,0,4375,3243,125,44,16,0,847,100
"G4801050","2010","3","7","Texas","48","Crockett County","105",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Crockett County",,3719,3719,2873,0,2873,846,0,3719,3092,30,34,13,3,483,64
"G4801070","2010","3","7","Texas","48","Crosby County","107",,,,,,,,,,,,,,"31180","99999","352",,,,,,,,,,,,,,"Crosby County",,6059,6059,0,0,0,6059,0,6059,4784,209,35,6,4,898,123
"G4801090","2010","3","7","Texas","48","Culberson County","109",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Culberson County",,2398,2398,0,0,0,2398,0,2398,1892,15,31,24,0,369,67
"G4801110","2010","3","7","Texas","48","Dallam County","111",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Dallam County",,6703,6703,5125,0,5125,1578,0,6703,5371,84,83,41,6,871,247
"G4801130","2010","3","7","Texas","48","Dallas County","113",,,,,,,,,,,,,,"19100","19124","206",,,,,,,,,,,,,,"Dallas County",,2368139,2368139,2351839,2351839,0,16300,0,2368139,1267861,528200,17133,119250,1222,367610,66863
"G4801150","2010","3","7","Texas","48","Dawson County","115",,,,,,,,,,,,,,"29500","99999","999",,,,,,,,,,,,,,"Dawson County",,13833,13833,11579,0,11579,2254,0,13833,10606,905,99,49,7,1854,313
"G4801170","2010","3","7","Texas","48","Deaf Smith County","117",,,,,,,,,,,,,,"25820","99999","999",,,,,,,,,,,,,,"Deaf Smith County",,19372,19372,15941,0,15941,3431,0,19372,15075,242,176,61,2,3352,464
"G4801190","2010","3","7","Texas","48","Delta County","119",,,,,,,,,,,,,,"19100","19124","206",,,,,,,,,,,,,,"Delta County",,5231,5231,0,0,0,5231,0,5231,4461,380,72,30,0,141,147
"G4801210","2010","3","7","Texas","48","Denton County","121",,,,,,,,,,,,,,"19100","19124","206",,,,,,,,,,,,,,"Denton County",,662614,662614,616855,587465,29390,45759,0,662614,497260,55534,4551,43478,462,41916,19413
"G4801230","2010","3","7","Texas","48","DeWitt County","123",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"DeWitt County",,20097,20097,10124,0,10124,9973,0,20097,15206,1876,88,44,0,2414,469
"G4801250","2010","3","7","Texas","48","Dickens County","125",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Dickens County",,2444,2444,0,0,0,2444,0,2444,2052,99,38,22,0,192,41
"G4801270","2010","3","7","Texas","48","Dimmit County","127",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Dimmit County",,9996,9996,6050,0,6050,3946,0,9996,8860,99,34,56,0,785,162
"G4801290","2010","3","7","Texas","48","Donley County","129",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Donley County",,3677,3677,0,0,0,3677,0,3677,3307,164,18,9,2,111,66
"G4801310","2010","3","7","Texas","48","Duval County","131",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Duval County",,11782,11782,3883,0,3883,7899,0,11782,10247,110,45,22,5,1152,201
"G4801330","2010","3","7","Texas","48","Eastland County","133",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Eastland County",,18583,18583,7369,0,7369,11214,0,18583,16697,335,124,62,9,1062,294
"G4801350","2010","3","7","Texas","48","Ector County","135",,,,,,,,,,,,,,"36220","99999","372",,,,,,,,,,,,,,"Ector County",,137130,137130,124164,124164,0,12966,0,137130,104653,6141,1351,1080,119,20384,3402
"G4801370","2010","3","7","Texas","48","Edwards County","137",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Edwards County",,2002,2002,0,0,0,2002,0,2002,1739,11,26,7,0,197,22
"G4801390","2010","3","7","Texas","48","Ellis County","139",,,,,,,,,,,,,,"19100","19124","206",,,,,,,,,,,,,,"Ellis County",,149610,149610,101772,83514,18258,47838,0,149610,117662,13482,893,851,95,13344,3283
"G4801410","2010","3","7","Texas","48","El Paso County","141",,,,,,,,,,,,,,"21340","99999","999",,,,,,,,,,,,,,"El Paso County",,800647,800647,783238,772374,10864,17409,0,800647,656993,24864,6007,8284,999,83796,19704
"G4801430","2010","3","7","Texas","48","Erath County","143",,,,,,,,,,,,,,"44500","99999","999",,,,,,,,,,,,,,"Erath County",,37890,37890,20339,0,20339,17551,0,37890,32441,451,291,257,13,3796,641
"G4801450","2010","3","7","Texas","48","Falls County","145",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Falls County",,17866,17866,5832,0,5832,12034,0,17866,10832,4524,101,46,10,2010,343
"G4801470","2010","3","7","Texas","48","Fannin County","147",,,,,,,,,,,,,,"14300","99999","206",,,,,,,,,,,,,,"Fannin County",,33915,33915,9995,0,9995,23920,0,33915,29172,2312,369,125,7,1228,702
"G4801490","2010","3","7","Texas","48","Fayette County","149",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Fayette County",,24554,24554,8069,0,8069,16485,0,24554,20491,1632,177,66,7,1849,332
"G4801510","2010","3","7","Texas","48","Fisher County","151",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Fisher County",,3974,3974,0,0,0,3974,0,3974,3444,136,20,8,0,286,80
"G4801530","2010","3","7","Texas","48","Floyd County","153",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Floyd County",,6446,6446,3009,0,3009,3437,0,6446,4916,232,47,11,1,1163,76
"G4801550","2010","3","7","Texas","48","Foard County","155",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Foard County",,1336,1336,0,0,0,1336,0,1336,1211,53,3,5,0,54,10
"G4801570","2010","3","7","Texas","48","Fort Bend County","157",,,,,,,,,,,,,,"26420","99999","288",,,,,,,,,,,,,,"Fort Bend County",,585375,585375,552970,547198,5772,32405,0,585375,296310,125818,2302,99370,226,44328,17021
"G4801590","2010","3","7","Texas","48","Franklin County","159",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Franklin County",,10605,10605,3274,0,3274,7331,0,10605,9178,417,72,50,2,696,190
"G4801610","2010","3","7","Texas","48","Freestone County","161",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Freestone County",,19816,19816,6643,0,6643,13173,0,19816,14484,3193,140,58,5,1614,322
"G4801630","2010","3","7","Texas","48","Frio County","163",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Frio County",,17217,17217,13398,0,13398,3819,0,17217,13326,584,85,367,1,2518,336
"G4801650","2010","3","7","Texas","48","Gaines County","165",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Gaines County",,17526,17526,6477,0,6477,11049,0,17526,14726,305,102,44,0,1996,353
"G4801670","2010","3","7","Texas","48","Galveston County","167",,,,,,,,,,,,,,"26420","99999","288",,,,,,,,,,,,,,"Galveston County",,291309,291309,273394,229372,44022,17915,0,291309,211088,40112,1748,8690,149,21631,7891
"G4801690","2010","3","7","Texas","48","Garza County","169",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Garza County",,6461,6461,5018,0,5018,1443,0,6461,5348,420,36,8,3,571,75
"G4801710","2010","3","7","Texas","48","Gillespie County","171",,,,,,,,,,,,,,"23240","99999","999",,,,,,,,,,,,,,"Gillespie County",,24837,24837,11511,0,11511,13326,0,24837,22667,89,154,89,11,1520,307
"G4801730","2010","3","7","Texas","48","Glasscock County","173",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Glasscock County",,1226,1226,0,0,0,1226,0,1226,1044,15,4,1,2,145,15
"G4801750","2010","3","7","Texas","48","Goliad County","175",,,,,,,,,,,,,,"47020","99999","999",,,,,,,,,,,,,,"Goliad County",,7210,7210,0,0,0,7210,0,7210,6035,343,50,15,2,595,170
"G4801770","2010","3","7","Texas","48","Gonzales County","177",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Gonzales County",,19807,19807,6877,0,6877,12930,0,19807,14158,1468,190,78,5,3474,434
"G4801790","2010","3","7","Texas","48","Gray County","179",,,,,,,,,,,,,,"37420","99999","999",,,,,,,,,,,,,,"Gray County",,22535,22535,18166,0,18166,4369,0,22535,18363,1097,200,91,1,2238,545
"G4801810","2010","3","7","Texas","48","Grayson County","181",,,,,,,,,,,,,,"43300","99999","206",,,,,,,,,,,,,,"Grayson County",,120877,120877,68718,61900,6818,52159,0,120877,101371,7081,1835,1046,41,6261,3242
"G4801830","2010","3","7","Texas","48","Gregg County","183",,,,,,,,,,,,,,"30980","99999","346",,,,,,,,,,,,,,"Gregg County",,121730,121730,105464,92517,12947,16266,0,121730,81928,24390,728,1343,56,10543,2742
"G4801850","2010","3","7","Texas","48","Grimes County","185",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Grimes County",,26604,26604,8273,0,8273,18331,0,26604,19409,4390,139,63,7,2020,576
"G4801870","2010","3","7","Texas","48","Guadalupe County","187",,,,,,,,,,,,,,"41700","99999","999",,,,,,,,,,,,,,"Guadalupe County",,131533,131533,97121,72999,24122,34412,0,131533,105017,8512,897,1861,186,11053,4007
"G4801890","2010","3","7","Texas","48","Hale County","189",,,,,,,,,,,,,,"38380","99999","999",,,,,,,,,,,,,,"Hale County",,36273,36273,27894,0,27894,8379,0,36273,25670,1925,350,142,21,7097,1068
"G4801910","2010","3","7","Texas","48","Hall County","191",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Hall County",,3353,3353,0,0,0,3353,0,3353,2579,242,26,3,2,449,52
"G4801930","2010","3","7","Texas","48","Hamilton County","193",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Hamilton County",,8517,8517,3034,0,3034,5483,0,8517,7913,46,68,34,1,366,89
"G4801950","2010","3","7","Texas","48","Hansford County","195",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Hansford County",,5613,5613,3349,0,3349,2264,0,5613,4593,36,52,16,0,789,127
