GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PUMA5A,NAME_E,IXME001,IXME002,IXME003,IXME004,IXME005,IXME006,IXME007,IXME008,IXME009,IXME010,IXME011,IXME012,IXME013,IXME014,IXME015,IXME016,IXME017,IXME018,IXME019,IXME020,IXME021,IXME022,IXME023,IXME024,IXME025,IX2E001,IX2E002,IX2E003,IX2E004,IX2E005,IX2E006,IX2E007,IX2E008,IX2E009,IX2E010,IX2E011,IX2E012,IX2E013,I6IE001,NAME_M,IXMM001,IXMM002,IXMM003,IXMM004,IXMM005,IXMM006,IXMM007,IXMM008,IXMM009,IXMM010,IXMM011,IXMM012,IXMM013,IXMM014,IXMM015,IXMM016,IXMM017,IXMM018,IXMM019,IXMM020,IXMM021,IXMM022,IXMM023,IXMM024,IXMM025,IX2M001,IX2M002,IX2M003,IX2M004,IX2M005,IX2M006,IX2M007,IX2M008,IX2M009,IX2M010,IX2M011,IX2M012,IX2M013,I6IM001
"G4601030","2010",,,"South Dakota","46","Pennington County","103",,,,,,,,,,,,,,,,,"Pennington County, South Dakota",67354,121,0,0,0,0,0,0,30,44,55,769,990,1203,1739,922,14817,2903,4667,12070,6947,13497,5153,1147,280,,,,,,,,,,,,,,25143,"Pennington County, South Dakota",850,112,223,223,223,223,223,223,49,61,66,335,676,534,775,405,1619,890,940,1674,1181,1756,1078,467,213,,,,,,,,,,,,,,1603
"G4700010","2010",,,"Tennessee","47","Anderson County","001",,,,,,,,,,,,,,,,,"Anderson County, Tennessee",52528,120,0,0,0,0,134,76,106,361,170,1547,420,574,1306,1045,15856,3519,2950,9245,2989,6477,3662,363,1608,,,,,,,,,,,,,,25067,"Anderson County, Tennessee",619,145,287,287,287,287,156,114,120,214,197,544,266,294,478,454,1771,973,653,1617,845,1147,863,256,566,,,,,,,,,,,,,,2165
"G4700090","2010",,,"Tennessee","47","Blount County","009",,,,,,,,,,,,,,,,,"Blount County, Tennessee",85806,1079,0,0,0,38,104,164,292,261,448,1308,1663,2772,2276,1095,28235,5814,5337,13155,5356,10824,3798,1127,660,,,,,,,,,,,,,,20488,"Blount County, Tennessee",1068,584,287,287,287,63,126,185,319,401,361,588,639,904,1118,410,2815,1590,1229,2187,1361,1596,983,502,331,,,,,,,,,,,,,,1042
"G4700110","2010",,,"Tennessee","47","Bradley County","011",,,,,,,,,,,,,,,,,"Bradley County, Tennessee",65172,302,0,0,63,0,308,383,146,745,568,3035,1601,2736,2486,995,16145,5542,4193,10370,4174,6979,2743,932,726,,,,,,,,,,,,,,19122,"Bradley County, Tennessee",797,286,287,287,117,287,283,404,176,384,437,817,671,844,1017,549,1856,1303,1088,2019,975,1442,923,440,450,,,,,,,,,,,,,,1610
"G4700370","2010",,,"Tennessee","47","Davidson County","037",,,,,,,,,,,,,,,,,"Davidson County, Tennessee",418090,3447,0,0,55,179,873,570,1842,4367,2543,7047,10718,13211,13152,7508,84874,17103,19324,62105,25015,86199,37459,11814,8685,583578,493418,48186,2027,1520,1692,10075,1188,2365,2210,623,5450,14824,25992,"Davidson County, Tennessee",367,1169,287,287,90,219,584,424,832,1292,951,1646,2118,1941,1945,1428,4846,2055,1683,4055,2797,4701,2926,1671,1559,5,5033,2416,813,602,871,2656,849,1149,1089,541,1423,3960,1013
"G4700590","2010",,,"Tennessee","47","Greene County","059",,,,,,,,,,,,,,,,,"Greene County, Tennessee",48624,251,0,0,0,0,181,229,138,361,743,2739,1329,3156,861,969,14557,4057,3170,5250,2281,4728,3011,265,348,,,,,,,,,,,,,,18562,"Greene County, Tennessee",1228,249,287,287,287,287,182,308,169,345,493,984,551,1357,446,540,1854,1058,784,1005,735,1126,963,187,271,,,,,,,,,,,,,,1644
"G4700650","2010",,,"Tennessee","47","Hamilton County","065",,,,,,,,,,,,,,,,,"Hamilton County, Tennessee",232024,4035,0,0,0,75,544,465,230,1817,1009,3727,3667,6506,7544,4341,55367,10442,16364,36611,17258,39671,15402,4765,2184,316760,296222,10417,1442,844,1585,299,1231,242,758,183,2539,998,25445,"Hamilton County, Tennessee",949,1376,287,287,287,125,306,397,227,820,476,1020,1019,1287,1479,1161,4016,1872,1882,3257,2019,3262,1994,1155,652,770,2753,1507,1031,536,937,235,1476,250,1226,246,1879,718,1037
"G4700930","2010",,,"Tennessee","47","Knox County","093",,,,,,,,,,,,,,,,,"Knox County, Tennessee",288094,2628,0,0,0,311,263,506,352,1319,1829,4557,4768,5816,5726,4658,61941,12688,21317,38866,22149,60092,25358,6384,6566,407056,383164,11229,1226,1218,1508,1993,861,1339,1049,253,1034,2182,25940,"Knox County, Tennessee",849,831,287,287,287,320,282,345,356,980,782,1345,1395,1349,1375,1195,3692,1794,2275,3211,2561,3818,3069,1210,1410,69,2732,1936,758,537,910,691,360,706,1008,228,643,1431,962
"G4701130","2010",,,"Tennessee","47","Madison County","113",,,,,,,,,,,,,,,,,"Madison County, Tennessee",63425,1139,0,0,0,0,64,115,253,0,429,862,1109,686,3019,976,19733,3683,3026,10164,3245,8885,3622,1418,997,,,,,,,,,,,,,,22976,"Madison County, Tennessee",563,591,287,287,287,287,104,188,223,287,360,468,791,319,1001,589,2111,975,705,1320,923,1347,840,578,576,,,,,,,,,,,,,,2739
"G4701190","2010",,,"Tennessee","47","Maury County","119",,,,,,,,,,,,,,,,,"Maury County, Tennessee",54119,603,39,0,0,0,82,0,58,748,172,1220,1647,1218,1519,457,14737,4794,5203,7429,4356,6189,2762,440,446,,,,,,,,,,,,,,21544,"Maury County, Tennessee",898,441,77,287,287,287,120,287,102,403,208,605,754,648,643,323,1961,1281,1180,1236,1044,1143,846,340,510,,,,,,,,,,,,,,1632
"G4701250","2010",,,"Tennessee","47","Montgomery County","125",,,,,,,,,,,,,,,,,"Montgomery County, Tennessee",103290,1062,0,0,66,0,109,345,410,338,230,1553,1583,1867,1606,1487,29147,5966,8173,19299,7258,15510,5290,1080,911,158090,145562,6178,42,2376,62,851,902,925,0,172,327,693,20894,"Montgomery County, Tennessee",696,550,287,287,109,287,173,368,328,351,240,710,734,676,734,633,2682,1166,1337,2205,1351,2148,1089,557,491,380,1861,1195,71,977,106,772,461,602,287,201,335,630,1183
"G4701410","2010",,,"Tennessee","47","Putnam County","141",,,,,,,,,,,,,,,,,"Putnam County, Tennessee",46646,815,0,0,17,0,27,51,53,757,168,1330,991,1157,1050,710,12886,3991,2474,7398,2086,6550,2513,981,641,,,,,,,,,,,,,,19000,"Putnam County, Tennessee",769,472,287,287,29,287,52,93,91,503,169,519,470,562,647,455,1466,1119,718,1235,547,1263,855,676,336,,,,,,,,,,,,,,1565
"G4701470","2010",,,"Tennessee","47","Robertson County","147",,,,,,,,,,,,,,,,,"Robertson County, Tennessee",44071,574,65,0,0,111,0,0,155,35,243,678,1080,1411,873,948,17394,2624,3319,5831,2653,4415,1172,168,322,,,,,,,,,,,,,,22003,"Robertson County, Tennessee",378,379,117,287,287,137,287,287,232,57,237,389,480,660,456,471,1617,850,953,1245,759,1104,527,142,304,,,,,,,,,,,,,,1269
"G4701490","2010",,,"Tennessee","47","Rutherford County","149",,,,,,,,,,,,,,,,,"Rutherford County, Tennessee",162796,1273,0,0,0,0,97,495,295,255,444,1615,2529,3170,4452,2702,41891,9161,12099,27197,14528,27000,9083,2528,1982,244403,222684,13180,561,843,418,485,0,425,441,352,3666,1348,22519,"Rutherford County, Tennessee",903,584,287,287,287,287,118,573,354,222,380,757,1124,1078,1402,924,3441,1461,2266,2673,2355,2549,1629,711,741,136,2089,1526,303,360,442,385,287,491,474,351,1087,730,784
"G4701550","2010",,,"Tennessee","47","Sevier County","155",,,,,,,,,,,,,,,,,"Sevier County, Tennessee",62878,703,0,0,0,153,276,32,129,716,282,1218,1528,3000,1801,1146,20396,4943,4007,10516,3344,5026,2064,1186,412,,,,,,,,,,,,,,21104,"Sevier County, Tennessee",699,498,287,287,287,178,326,53,158,513,240,612,628,1056,779,532,2474,1262,1091,1752,1069,1345,812,844,580,,,,,,,,,,,,,,2359
"G4701570","2010",,,"Tennessee","47","Shelby County","157",,,,,,,,,,,,,,,,,"Shelby County, Tennessee",589983,5697,0,0,185,412,1983,689,1940,4005,3093,8256,8049,14417,18921,11628,144881,21764,29872,111224,36334,105387,44241,10477,6528,862314,785625,44618,2713,1610,1450,5168,1674,3479,2823,1316,4148,7690,23560,"Shelby County, Tennessee",264,1514,287,287,175,512,817,433,705,1115,1036,1512,1636,2285,2826,1915,5432,2162,2645,5663,3234,5580,2927,1555,1372,211,5449,3654,1093,703,673,1579,1181,1271,1251,791,1572,2924,569
"G4701630","2010",,,"Tennessee","47","Sullivan County","163",,,,,,,,,,,,,,,,,"Sullivan County, Tennessee",112354,1090,0,0,0,72,326,265,323,563,1488,3724,2559,3133,3831,2572,31716,6903,6995,15332,8271,15210,5458,1537,986,,,,,,,,,,,,,,21181,"Sullivan County, Tennessee",821,534,287,287,287,121,228,200,240,352,509,1202,767,842,920,928,2631,1243,1235,1973,1331,1909,1252,552,430,,,,,,,,,,,,,,1167
"G4701650","2010",,,"Tennessee","47","Sumner County","165",,,,,,,,,,,,,,,,,"Sumner County, Tennessee",107181,761,0,0,0,72,256,0,0,980,273,2724,1829,2988,4114,2198,28701,6528,7713,15492,6803,17743,5815,1324,867,,,,,,,,,,,,,,23363,"Sumner County, Tennessee",1140,373,287,287,287,122,400,287,287,498,204,738,959,801,1241,759,2415,1542,1422,2065,1321,1983,1178,514,460,,,,,,,,,,,,,,1398
"G4701790","2010",,,"Tennessee","47","Washington County","179",,,,,,,,,,,,,,,,,"Washington County, Tennessee",83936,694,0,0,0,109,0,146,331,307,1563,1810,2311,1784,2578,1277,17798,3334,4758,14147,4798,16577,6513,1490,1611,,,,,,,,,,,,,,25066,"Washington County, Tennessee",739,462,287,287,287,179,287,184,340,247,829,507,1092,757,879,702,2024,874,1126,1843,959,2114,1257,653,608,,,,,,,,,,,,,,2057
"G4701870","2010",,,"Tennessee","47","Williamson County","187",,,,,,,,,,,,,,,,,"Williamson County, Tennessee",119596,188,0,0,0,0,0,62,0,562,344,1269,742,1364,1396,681,16888,2351,6152,16679,9546,42127,13890,3859,1496,171527,157759,6705,428,443,0,2048,1112,670,562,173,1531,96,36988,"Williamson County, Tennessee",560,181,287,287,287,287,287,104,287,559,317,618,479,538,522,450,1966,873,1254,1610,1667,2793,2007,1078,548,180,1891,1165,377,280,287,1204,1262,420,653,294,910,121,1909
"G4701890","2010",,,"Tennessee","47","Wilson County","189",,,,,,,,,,,,,,,,,"Wilson County, Tennessee",77892,641,0,0,40,79,0,141,113,80,63,2071,453,2461,1316,1185,21471,6309,5047,11708,7106,12148,4203,525,732,,,,,,,,,,,,,,26195,"Wilson County, Tennessee",520,352,287,287,70,132,287,153,132,110,109,743,278,945,627,590,2210,1397,1112,1735,1381,1509,1068,283,498,,,,,,,,,,,,,,1488
"G4800050","2010",,,"Texas","48","Angelina County","005",,,,,,,,,,,,,,,,,"Angelina County, Texas",54810,984,0,0,0,188,193,454,201,1727,602,940,1628,2487,2316,1387,13664,3292,4775,7860,3591,5640,2459,24,398,,,,,,,,,,,,,,20341,"Angelina County, Texas",949,535,294,294,294,174,203,413,190,727,436,502,715,941,879,675,1858,992,1042,1392,1122,1280,871,42,288,,,,,,,,,,,,,,2177
"G4800210","2010",,,"Texas","48","Bastrop County","021",,,,,,,,,,,,,,,,,"Bastrop County, Texas",48761,1112,0,0,0,72,1320,118,402,630,925,1141,1471,2224,882,745,11815,4324,3763,5847,3265,5831,2353,289,232,,,,,,,,,,,,,,20199,"Bastrop County, Texas",2020,683,294,294,294,119,792,197,288,597,707,736,1119,993,555,526,1806,1009,980,1553,866,1648,795,185,225,,,,,,,,,,,,,,1623
"G4800270","2010",,,"Texas","48","Bell County","027",,,,,,,,,,,,,,,,,"Bell County, Texas",183997,1675,0,0,112,306,620,200,490,1721,1341,1207,1864,2818,3903,2732,44719,8749,16073,37681,19515,24065,10333,2652,1221,283706,236633,33921,635,3588,616,1295,1947,62,204,1415,2437,953,22075,"Bell County, Texas",1018,650,294,294,123,306,357,215,378,881,604,457,830,1032,1235,836,3428,1776,2061,3104,2302,2325,1858,780,597,1198,4495,3361,482,1651,444,887,793,109,264,1135,1370,684,919
"G4800290","2010",,,"Texas","48","Bexar County","029",,,,,,,,,,,,,,,,,"Bexar County, Texas",1065620,19802,0,252,850,3666,6892,6468,7072,24671,8901,16270,29695,24324,25574,17080,216481,48460,69748,186987,78365,174389,68541,19729,11403,1593294,903539,633145,4068,5883,2906,12365,4407,4309,3732,4875,8057,6008,22750,"Bexar County, Texas",623,2340,294,220,566,1168,1610,1630,1663,3002,1971,2315,3950,2226,3189,2191,8375,3744,4114,7618,4265,6631,4282,2110,1812,286,11416,11199,1367,1403,1540,2902,1947,1318,1452,1440,1868,2152,399
"G4800370","2010",,,"Texas","48","Bowie County","037",,,,,,,,,,,,,,,,,"Bowie County, Texas",62822,1222,0,24,148,0,98,0,114,392,189,1140,1124,1341,1784,358,17050,3221,6814,11836,3477,7166,4435,714,175,,,,,,,,,,,,,,22366,"Bowie County, Texas",1160,750,294,42,182,294,119,294,196,294,172,550,467,628,704,287,1879,910,1446,1936,882,1490,1182,378,148,,,,,,,,,,,,,,1439
"G4800390","2010",,,"Texas","48","Brazoria County","039",,,,,,,,,,,,,,,,,"Brazoria County, Texas",202218,1804,62,0,184,33,761,531,1140,4180,1729,2028,3973,5618,5799,2859,39263,11124,14329,36445,15653,33453,13506,3787,3957,289813,213535,58346,555,1449,523,2524,51,3442,1972,3476,2776,1164,27568,"Brazoria County, Texas",834,674,104,294,229,59,433,488,651,1272,769,696,1126,1372,1386,739,3844,1587,2119,3465,2558,2986,2074,1096,1222,8,3997,3843,352,1264,373,1335,83,1327,1103,1627,1285,859,1150
"G4800410","2010",,,"Texas","48","Brazos County","041",,,,,,,,,,,,,,,,,"Brazos County, Texas",95317,1303,0,0,186,460,232,282,399,1374,1003,1438,2002,1875,2031,1588,18605,3863,4917,12751,6120,17827,10149,1604,5308,183105,142494,28764,354,685,826,3373,1430,2360,486,63,1671,599,19611,"Brazos County, Texas",864,643,294,294,295,352,289,324,336,716,527,712,754,788,748,588,2261,894,1072,1988,1199,1919,1429,580,1181,281,2810,2552,275,419,567,1504,840,906,466,103,960,464,1202
"G4800610","2010",,,"Texas","48","Cameron County","061",,,,,,,,,,,,,,,,,"Cameron County, Texas",233236,10306,60,45,1081,1510,3815,2929,5182,15519,3750,8354,11976,9200,7789,4717,46140,11429,10623,32225,13285,23962,5792,1965,1582,372175,100395,268610,502,141,30,897,62,592,135,361,233,217,13450,"Cameron County, Texas",509,1831,93,74,605,512,1184,890,1571,2902,1053,1963,1936,1808,1840,1163,3716,1844,1710,3170,1850,2562,1176,683,822,372,5978,5955,422,136,49,1090,114,472,211,327,277,223,596
"G4800850","2010",,,"Texas","48","Collin County","085",,,,,,,,,,,,,,,,,"Collin County, Texas",505017,4774,0,0,89,170,586,690,611,4425,1466,1590,4118,5684,4530,5409,69792,13578,31304,75858,39121,162028,62640,8652,7902,729077,540247,85453,4440,4395,3794,32999,5220,14279,9437,4505,11545,12763,35184,"Collin County, Texas",256,1211,294,294,150,276,502,550,378,1288,726,653,1156,1690,1435,1341,4350,2485,2636,4944,3912,5973,3812,1559,1293,247,7330,4188,1854,1520,1910,4880,2022,3068,3145,1778,2763,4356,765
"G4800910","2010",,,"Texas","48","Comal County","091",,,,,,,,,,,,,,,,,"Comal County, Texas",75588,930,62,35,0,241,137,384,303,2027,320,922,884,1099,1348,435,13256,3098,5547,13732,5713,16094,7100,1199,722,,,,,,,,,,,,,,32419,"Comal County, Texas",570,481,103,55,294,229,200,276,365,795,303,566,407,620,496,352,1921,985,1297,1846,1449,2238,1430,541,332,,,,,,,,,,,,,,2465
"G4800990","2010",,,"Texas","48","Coryell County","099",,,,,,,,,,,,,,,,,"Coryell County, Texas",44667,501,0,0,0,0,0,0,0,606,0,373,1022,1104,1530,376,14412,3493,3346,6752,4075,4635,2124,120,198,,,,,,,,,,,,,,18150,"Coryell County, Texas",839,357,294,294,294,294,294,294,294,680,294,336,528,660,860,304,2140,1138,909,1523,1329,1259,751,155,209,,,,,,,,,,,,,,3281
"G4801130","2010",,,"Texas","48","Dallas County","113",,,,,,,,,,,,,,,,,"Dallas County, Texas",1483930,31652,381,139,2473,4272,14895,7418,12219,59033,13296,26813,60242,32439,45260,26349,296267,53198,80974,220049,78610,273922,98646,32220,13163,2184080,1317302,716387,7439,4327,5059,30752,9457,8608,24738,6097,27205,26709,24722,"Dallas County, Texas",360,3202,338,168,746,1272,2319,1520,2146,4751,2213,3156,4340,3440,4146,2270,9719,4048,5285,6376,4009,7678,5086,3086,1712,54,11385,9386,2198,1468,2301,3836,2732,1982,3957,2149,3651,4615,403
"G4801210","2010",,,"Texas","48","Denton County","121",,,,,,,,,,,,,,,,,"Denton County, Texas",413361,3349,61,69,254,1066,1115,948,379,3383,1212,2477,6688,3816,3526,4179,64632,10927,26786,79409,34517,112515,40510,5935,5608,617040,484000,80532,1781,1676,1119,15346,8965,4688,3658,715,7831,6729,31070,"Denton County, Texas",264,1316,98,113,339,760,835,692,369,1047,676,826,1819,1036,1137,1031,3905,1794,2406,4122,3367,4596,2891,1258,1235,416,6391,5168,928,817,512,3739,3250,1553,1450,516,2183,2638,744
"G4801350","2010",,,"Texas","48","Ector County","135",,,,,,,,,,,,,,,,,"Ector County, Texas",81793,2804,0,53,0,581,1448,244,431,3259,785,1937,3195,2665,3096,1791,18881,4998,6284,13778,4802,7719,2023,668,351,,,,,,,,,,,,,,21890,"Ector County, Texas",454,869,294,88,294,598,839,263,342,1106,564,681,913,880,1016,525,1887,1145,1355,1928,1023,1415,814,354,287,,,,,,,,,,,,,,1505
"G4801390","2010",,,"Texas","48","Ellis County","139",,,,,,,,,,,,,,,,,"Ellis County, Texas",93394,962,0,28,0,103,707,90,25,2315,1095,1616,3738,2654,1891,1395,23478,5492,6724,13778,5433,15855,4779,697,539,,,,,,,,,,,,,,24789,"Ellis County, Texas",463,556,294,47,294,170,420,132,45,1028,578,665,1282,836,638,560,2582,1266,1095,1667,1151,2363,1288,364,284,,,,,,,,,,,,,,1339
"G4801410","2010",,,"Texas","48","El Paso County","141",,,,,,,,,,,,,,,,,"El Paso County, Texas",473056,16165,357,0,1180,2384,8437,3015,4763,29590,3075,9709,18544,10803,12277,9054,85603,28409,30278,78428,28251,61721,20394,6896,3723,739909,190803,535466,1577,2802,281,1755,1227,794,534,1386,1991,1293,16835,"El Paso County, Texas",802,1677,363,294,575,880,1524,959,1124,2912,847,1937,2622,2133,2328,1406,5003,3275,2827,4758,2877,4302,2191,1337,1226,257,6693,6416,1140,1119,331,780,628,680,386,788,796,752,602
"G4801570","2010",,,"Texas","48","Fort Bend County","157",,,,,,,,,,,,,,,,,"Fort Bend County, Texas",368808,7276,0,0,273,970,1184,1170,1068,4104,2208,2853,5677,5708,5487,5405,62497,11177,17668,71933,21480,89515,37586,6703,6866,546280,346886,97422,2727,736,1300,33836,2499,19246,14086,6288,12270,8984,30411,"Fort Bend County, Texas",175,1603,294,294,289,601,638,609,520,1110,777,1053,1234,1389,1445,1053,5128,1805,2141,5602,3001,4306,3742,1462,1484,187,7073,5328,1294,423,701,4843,1386,3012,3079,1485,2400,2677,928
"G4801670","2010",,,"Texas","48","Galveston County","167",,,,,,,,,,,,,,,,,"Galveston County, Texas",193739,1904,0,34,161,405,179,277,1287,2610,1982,1906,4400,3126,3512,3130,43618,11479,14043,31997,15053,35393,11177,3413,2653,272565,222734,39960,710,606,903,1520,0,1400,2999,864,378,491,28974,"Galveston County, Texas",1032,765,294,57,200,413,161,287,623,1402,1066,743,1172,839,1083,1016,3695,1463,1790,2991,2206,3035,1619,972,938,0,3725,3383,417,410,606,679,294,848,1227,837,310,714,1146
"G4801810","2010",,,"Texas","48","Grayson County","181",,,,,,,,,,,,,,,,,"Grayson County, Texas",80847,777,0,0,0,35,86,60,429,518,681,1575,1748,2477,2926,1509,19716,5783,7223,13115,6694,11525,2580,590,800,,,,,,,,,,,,,,22332,"Grayson County, Texas",703,373,294,294,294,45,104,84,341,372,470,631,776,1007,993,547,2098,1034,1191,1540,1444,2043,672,393,376,,,,,,,,,,,,,,1525
"G4801830","2010",,,"Texas","48","Gregg County","183",,,,,,,,,,,,,,,,,"Gregg County, Texas",76913,640,0,0,427,154,381,282,540,2382,452,869,2296,1708,3751,1777,17476,4231,5669,15091,5585,9135,3194,490,383,,,,,,,,,,,,,,20630,"Gregg County, Texas",802,339,294,294,559,214,290,226,406,788,337,453,908,795,1073,881,2331,1196,1319,2156,1169,1307,782,286,330,,,,,,,,,,,,,,2117
"G4801870","2010",,,"Texas","48","Guadalupe County","187",,,,,,,,,,,,,,,,,"Guadalupe County, Texas",84580,969,0,0,111,328,656,148,177,1173,818,1499,1759,1315,3160,1131,19805,4171,6164,14811,6766,13242,5478,555,344,,,,,,,,,,,,,,24752,"Guadalupe County, Texas",335,558,294,294,184,288,435,186,218,785,531,659,731,585,931,510,1908,1000,1285,1778,1322,1789,1144,292,268,,,,,,,,,,,,,,1810
"G4802010","2010",,,"Texas","48","Harris County","201",,,,,,,,,,,,,,,,,"Harris County, Texas",2543972,56908,286,707,4658,8012,25815,14519,24636,101775,21616,43646,89135,57227,64115,45835,502444,92840,127870,412458,142224,458643,167880,47797,32926,3773828,2145902,1299219,17018,10400,13218,75008,10174,37841,78972,12795,27789,45492,25352,"Harris County, Texas",447,4736,212,425,1372,1985,3421,2542,3690,6459,2921,4233,6150,5113,5087,4183,13409,5294,6439,11840,8364,10792,7456,3359,3230,492,20838,16320,3311,1790,3305,8566,3214,4511,7175,3048,4469,5912,377
"G4802030","2010",,,"Texas","48","Harrison County","203",,,,,,,,,,,,,,,,,"Harrison County, Texas",41100,439,0,0,202,0,91,0,106,647,415,22,1080,915,1531,683,13668,3065,3313,5737,2480,4577,1754,163,212,,,,,,,,,,,,,,21389,"Harrison County, Texas",780,369,294,294,251,294,161,294,190,464,403,41,570,496,738,431,1706,903,944,1080,856,959,644,136,202,,,,,,,,,,,,,,1950
"G4802090","2010",,,"Texas","48","Hays County","209",,,,,,,,,,,,,,,,,"Hays County, Texas",90788,968,0,0,134,120,462,186,282,538,599,818,1811,869,1341,823,15582,4078,5611,16290,5297,23932,7652,1350,2045,147943,115916,28979,361,489,86,1108,0,396,39,98,340,131,24905,"Hays County, Texas",751,416,294,294,198,149,365,192,266,362,376,489,1022,433,658,379,2147,939,1138,1680,1152,2317,1300,522,784,372,2829,2475,231,389,154,614,294,294,69,122,250,154,1446
"G4802130","2010",,,"Texas","48","Henderson County","213",,,,,,,,,,,,,,,,,"Henderson County, Texas",54843,723,0,0,0,273,80,282,254,944,301,967,1007,2421,1658,502,15689,4338,5151,7925,4805,5148,2028,135,212,,,,,,,,,,,,,,19504,"Henderson County, Texas",360,499,294,294,294,373,157,344,245,773,239,495,470,909,639,259,1615,1042,1130,1163,1239,1029,690,146,242,,,,,,,,,,,,,,1352
"G4802150","2010",,,"Texas","48","Hidalgo County","215",,,,,,,,,,,,,,,,,"Hidalgo County, Texas",426142,18034,0,134,1435,5404,9612,8007,7022,32392,6980,13916,24364,13541,13806,7762,88060,16385,18617,55500,18028,48306,13392,3515,1930,705450,103340,594407,298,820,245,1046,502,401,118,2972,922,379,13525,"Hidalgo County, Texas",685,2272,294,163,726,1621,1886,1874,1468,3804,1499,2200,3139,2192,2370,1374,4721,2158,2326,4764,2615,3623,2139,897,624,291,6112,5798,349,598,280,760,572,423,200,944,876,241,497
"G4802310","2010",,,"Texas","48","Hunt County","231",,,,,,,,,,,,,,,,,"Hunt County, Texas",56652,1225,0,0,0,132,329,71,105,1502,510,516,1699,2102,2239,1031,17187,3273,4056,8145,2924,7210,1693,302,401,,,,,,,,,,,,,,21700,"Hunt County, Texas",1042,881,294,294,294,212,366,110,129,629,312,333,481,864,793,463,1806,832,908,1565,749,1448,768,356,259,,,,,,,,,,,,,,2289
"G4802450","2010",,,"Texas","48","Jefferson County","245",,,,,,,,,,,,,,,,,"Jefferson County, Texas",164285,2974,0,70,36,422,935,537,1519,2548,1713,2044,4112,3508,5779,2975,45231,10394,12217,29490,10089,19512,5435,1719,1026,235216,194626,30304,2031,545,203,1301,139,434,3916,681,406,630,20352,"Jefferson County, Texas",815,1013,294,123,62,360,438,354,814,1143,860,788,1040,962,1479,820,3638,1762,2086,3070,1478,2384,1179,588,454,405,3033,2284,807,470,251,641,171,435,1479,616,440,470,1182
"G4802510","2010",,,"Texas","48","Johnson County","251",,,,,,,,,,,,,,,,,"Johnson County, Texas",97449,1593,0,0,0,86,1026,293,126,777,824,2105,3402,2603,3672,1572,27041,6562,7623,16834,6294,10564,3828,368,256,,,,,,,,,,,,,,22707,"Johnson County, Texas",750,921,294,294,294,150,1004,345,156,559,480,982,1127,1082,1184,608,2562,1321,1351,2079,1702,1741,907,224,205,,,,,,,,,,,,,,1160
"G4802570","2010",,,"Texas","48","Kaufman County","257",,,,,,,,,,,,,,,,,"Kaufman County, Texas",65796,899,0,0,104,0,579,264,128,541,454,519,1378,1139,2172,926,19083,3121,5273,12618,3817,9930,2509,144,198,,,,,,,,,,,,,,23568,"Kaufman County, Texas",469,532,294,294,169,294,484,311,218,320,240,288,909,432,657,343,1887,874,1071,1678,926,1219,677,158,266,,,,,,,,,,,,,,1105
"G4802910","2010",,,"Texas","48","Liberty County","291",,,,,,,,,,,,,,,,,"Liberty County, Texas",49300,424,0,0,122,144,242,398,231,1059,239,1600,2569,1368,2282,1189,13136,4979,5663,8050,1703,2615,1179,38,70,,,,,,,,,,,,,,18507,"Liberty County, Texas",560,266,294,294,137,233,163,406,266,431,225,711,986,697,801,537,1517,1108,1306,1358,624,626,631,65,114,,,,,,,,,,,,,,1324
"G4803030","2010",,,"Texas","48","Lubbock County","303",,,,,,,,,,,,,,,,,"Lubbock County, Texas",164959,2814,0,0,174,280,880,558,361,2471,1679,2222,2328,3671,3742,2848,35475,7931,11890,28385,10315,30676,10349,2797,3113,259940,201946,50686,284,671,147,1505,334,2188,158,1267,209,545,21619,"Lubbock County, Texas",587,788,294,294,169,246,416,313,231,889,642,1163,823,949,1116,1010,3004,1281,1611,2713,1557,2650,1482,903,1151,391,3941,3561,245,522,213,1055,397,707,207,838,152,396,992
"G4803090","2010",,,"Texas","48","McLennan County","309",,,,,,,,,,,,,,,,,"McLennan County, Texas",141845,2250,0,0,45,91,594,469,364,2868,1167,2032,3293,3253,6364,2795,33215,8198,10251,21414,11200,21690,7524,871,1897,219079,175745,38105,649,779,560,965,306,1133,649,85,61,42,19427,"McLennan County, Texas",796,840,294,294,74,147,348,350,232,943,857,699,1065,811,1306,1340,2499,1567,1493,2116,1542,2275,1336,401,692,375,2880,2688,502,505,385,672,341,709,651,116,103,70,735
"G4803290","2010",,,"Texas","48","Midland County","329",,,,,,,,,,,,,,,,,"Midland County, Texas",84824,2012,0,0,0,164,628,76,342,1420,539,2030,2481,2924,2342,1651,16748,3824,5704,18515,6220,12684,3370,676,474,,,,,,,,,,,,,,29255,"Midland County, Texas",748,589,294,294,294,207,535,88,356,832,433,1089,1001,1325,1163,721,2442,1218,1368,1993,1182,2220,940,365,288,,,,,,,,,,,,,,2675
