GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PUMA5A,NAME_E,IG2E001,II0E001,II0E002,II0E003,II0E004,II0E005,II0E006,II0E007,II0E008,IJ3E001,IJ3E002,IJ3E003,JIFE001,JIFE002,JIFE003,JIFE004,JIFE005,JIFE006,JIFE007,JIFE008,JIFE009,JIFE010,JIFE011,JIFE012,JIFE013,JIFE014,JIFE015,JIFE016,JIFE017,JIFE018,JIFE019,JIFE020,JIFE021,JIFE022,JIFE023,JIFE024,JIFE025,JIFE026,JIFE027,JIFE028,JIFE029,JIFE030,JIFE031,JIFE032,JIFE033,JIFE034,JIFE035,JIFE036,JIFE037,JIFE038,JIFE039,JIFE040,JIFE041,JIFE042,JIFE043,JIFE044,JIFE045,JIFE046,JIFE047,JIFE048,JIFE049,JIFE050,JIFE051,JIFE052,JIFE053,JIFE054,JIFE055,JIFE056,JIFE057,JIFE058,JIFE059,JIFE060,JIFE061,JIFE062,JIFE063,JIFE064,JIFE065,JIFE066,NAME_M,IG2M001,II0M001,II0M002,II0M003,II0M004,II0M005,II0M006,II0M007,II0M008,IJ3M001,IJ3M002,IJ3M003,JIFM001,JIFM002,JIFM003,JIFM004,JIFM005,JIFM006,JIFM007,JIFM008,JIFM009,JIFM010,JIFM011,JIFM012,JIFM013,JIFM014,JIFM015,JIFM016,JIFM017,JIFM018,JIFM019,JIFM020,JIFM021,JIFM022,JIFM023,JIFM024,JIFM025,JIFM026,JIFM027,JIFM028,JIFM029,JIFM030,JIFM031,JIFM032,JIFM033,JIFM034,JIFM035,JIFM036,JIFM037,JIFM038,JIFM039,JIFM040,JIFM041,JIFM042,JIFM043,JIFM044,JIFM045,JIFM046,JIFM047,JIFM048,JIFM049,JIFM050,JIFM051,JIFM052,JIFM053,JIFM054,JIFM055,JIFM056,JIFM057,JIFM058,JIFM059,JIFM060,JIFM061,JIFM062,JIFM063,JIFM064,JIFM065,JIFM066
"G4200710","2010",,,"Pennsylvania","42","Lancaster County","071",,,,,,,,,,,,,,,,,"Lancaster County, Pennsylvania",7868,520156,495525,396636,85470,13419,10328,3091,24631,520156,495525,24631,514794,128422,103443,64073,6851,323,31698,498,0,7553,1203,102,90,51,0,6107,17426,110298,80614,61451,7892,64,10618,474,115,3661,1238,0,551,107,48,1717,26023,200831,161506,136213,13216,2611,9232,81,153,15856,4961,1485,345,2586,414,270,5795,23469,75243,17314,1299,212,15803,0,0,56300,0,14676,21945,1943,0,1306,16430,1629,"Lancaster County, Pennsylvania",-1,0,3171,5191,4681,2089,1896,922,3171,0,3171,3171,919,61,3457,4387,2192,376,3356,306,246,1942,832,124,108,86,246,1691,3364,884,2500,2973,1384,106,1708,276,137,1048,565,246,280,118,82,812,2600,997,3294,4259,2182,866,1649,101,180,2256,1410,550,252,851,311,193,1726,2500,1018,1620,682,182,1567,246,246,2046,246,1818,1972,636,246,497,1941,775
"G4200730","2010",,,"Pennsylvania","42","Lawrence County","073",,,,,,,,,,,,,,,,,"Lawrence County, Pennsylvania",2009,90968,89565,76923,12465,177,82,95,1403,90968,89565,1403,89853,19379,16639,9008,828,0,6803,0,0,1409,423,0,32,57,0,897,1331,16612,11920,7799,1186,36,2775,124,0,735,175,0,293,33,0,234,3957,37091,27570,21919,2592,735,2096,102,126,5022,1337,314,239,789,367,337,1639,4499,16771,4249,115,59,4075,0,0,12413,0,1848,5885,958,0,262,3460,109,"Lawrence County, Pennsylvania",-1,0,671,1702,1544,159,117,104,671,0,671,671,1009,234,942,1200,538,246,1007,246,246,585,263,246,54,94,246,466,700,650,925,935,533,61,855,259,246,354,148,246,248,41,246,180,826,479,1718,2039,794,375,561,128,118,968,491,277,193,409,343,203,710,1206,649,766,113,70,755,246,246,913,246,509,976,390,246,194,706,126
"G4200750","2010",,,"Pennsylvania","42","Lebanon County","075",,,,,,,,,,,,,,,,,"Lebanon County, Pennsylvania",2376,133688,129423,104989,18903,5531,4808,723,4265,133688,129423,4265,131683,30547,25793,15943,1707,0,7870,273,0,1907,231,0,0,291,0,1385,2847,26516,18402,14148,710,42,3215,168,119,2355,380,0,503,95,0,1377,5759,53282,42094,36605,2724,483,1858,284,140,6515,1449,244,160,1026,609,37,2990,4673,21338,3284,140,0,3144,0,0,17748,78,5705,5587,374,0,320,5684,306,"Lebanon County, Pennsylvania",-1,0,1287,2289,2105,1345,1324,372,1287,0,1287,1287,936,274,1213,1718,826,246,1115,225,246,650,246,246,246,302,246,521,1121,716,1357,1454,357,70,1253,152,147,786,319,246,396,112,246,683,1340,665,1919,1973,812,447,720,209,162,1301,618,209,191,445,485,58,918,1198,705,696,155,246,671,246,246,813,131,938,1082,240,246,216,834,265
"G4200770","2010",,,"Pennsylvania","42","Lehigh County","077",,,,,,,,,,,,,,,,,"Lehigh County, Pennsylvania",5002,350106,318763,221648,82161,14954,12821,2133,31343,350106,318763,31343,345633,82789,72010,41043,2974,194,27600,199,0,5387,953,67,0,158,0,4209,5392,72295,55134,41741,2970,187,9976,203,57,2875,1041,151,555,107,0,1021,14286,141990,113568,95298,7295,1779,8696,403,97,11244,2772,980,978,2228,363,497,3426,17178,48559,10881,467,48,10366,0,0,37638,0,10710,13811,3485,0,814,8818,40,"Lehigh County, Pennsylvania",-1,0,3482,6066,6524,2234,2089,717,3482,0,3482,3482,1631,180,2614,2833,1214,159,2619,328,246,1460,449,107,246,155,246,1298,2082,875,3730,3629,1042,216,1659,291,97,1007,503,178,604,177,246,621,3478,985,2656,3348,1505,665,1733,311,122,1576,773,492,518,746,280,292,1021,2323,1392,1450,319,81,1418,246,246,1523,246,1138,1407,923,246,560,1194,72
"G4200790","2010",,,"Pennsylvania","42","Luzerne County","079",,,,,,,,,,,,,,,,,"Luzerne County, Pennsylvania",5933,320795,304919,251940,49379,3600,1542,2058,15876,320795,304919,15876,314944,64512,55768,30034,3139,0,22282,313,0,4380,682,30,144,0,0,3524,4364,63069,46673,34902,3020,36,8466,86,163,2838,1808,50,152,70,0,758,13558,130684,101024,79624,7781,3394,8800,464,961,13052,3953,977,896,2119,332,459,4316,16608,56679,11440,614,76,10750,0,0,45116,292,7485,19193,3484,0,1024,13638,123,"Luzerne County, Pennsylvania",-1,0,2645,4594,4286,1108,978,694,2645,0,2645,2645,3014,132,2187,2581,1091,246,2921,318,246,1050,396,51,190,246,246,981,2054,1978,2265,2632,1122,59,1602,118,148,965,819,84,167,95,246,353,2097,1425,3068,3131,1502,972,1457,358,526,1573,934,457,303,688,291,402,861,2346,980,1587,366,101,1570,246,246,1578,331,1334,2056,984,246,421,1445,210
"G4200810","2010",,,"Pennsylvania","42","Lycoming County","081",,,,,,,,,,,,,,,,,"Lycoming County, Pennsylvania",3039,116143,114616,98972,14444,1200,253,947,1527,116143,114616,1527,113231,24277,20701,10354,988,0,9359,0,0,1810,271,0,0,0,0,1539,1766,24882,18162,13093,1302,33,3420,248,66,1313,221,48,205,335,0,504,5407,46224,36876,29512,3026,512,3393,154,279,4322,1467,294,164,968,65,66,1298,5026,17848,4831,173,225,4433,0,0,12833,0,2210,5354,656,0,381,4232,184,"Lycoming County, Pennsylvania",-1,0,729,2221,2057,520,205,481,729,0,729,729,1937,401,1317,1796,468,246,1846,246,246,811,275,246,246,246,246,726,1036,834,1366,1378,488,41,934,193,113,517,153,84,190,395,246,203,1305,1397,1710,1852,732,279,945,219,318,896,584,178,134,406,53,104,449,1532,671,876,143,340,906,246,246,1022,246,571,759,434,246,351,754,248
"G4200850","2010",,,"Pennsylvania","42","Mercer County","085",,,,,,,,,,,,,,,,,"Mercer County, Pennsylvania",2898,116558,115223,95030,19523,670,158,512,1335,116558,115223,1335,113706,25026,19643,11245,1087,17,7182,112,0,2335,264,0,0,18,0,2053,3048,21761,15792,11183,1997,232,1957,423,0,1044,147,0,192,64,0,641,4925,47011,37882,29013,2950,1506,3993,97,323,4325,792,349,415,1165,211,91,1302,4804,19908,4454,242,70,4142,0,0,15364,0,2574,6174,1115,0,517,4984,90,"Mercer County, Pennsylvania",-1,0,487,1882,1855,393,218,324,487,0,487,487,1785,708,1244,1585,485,28,1469,156,246,864,175,246,246,30,246,847,1230,582,1273,1349,723,332,621,436,246,492,173,246,237,107,246,384,1309,748,1440,1941,657,709,967,98,277,909,406,323,266,492,192,118,451,936,1346,871,188,119,837,246,246,1218,246,703,875,566,246,209,796,146
"G4200890","2010",,,"Pennsylvania","42","Monroe County","089",,,,,,,,,,,,,,,,,"Monroe County, Pennsylvania",1821,169896,153355,59012,91372,2971,1527,1444,16541,169896,153355,16541,169698,40407,30742,18152,2047,0,10398,145,0,7771,2705,0,0,941,0,4125,1894,34347,21593,13824,2722,395,4530,86,36,4683,2761,0,235,509,114,1064,8071,73099,53569,42802,5203,853,4041,121,549,9802,4469,1030,245,1074,386,168,2430,9728,21845,3483,218,68,3197,0,0,18317,73,5201,4716,2199,0,463,5665,45,"Monroe County, Pennsylvania",-1,0,2808,4884,5330,1149,630,876,2808,0,2808,2808,288,5,1842,2329,1132,246,2251,142,246,1918,1047,246,246,1085,246,1663,962,1000,1849,1863,1082,614,1557,111,62,1603,1251,246,299,635,191,751,1451,1139,2684,2895,1476,468,1284,194,476,1899,1646,594,358,564,512,201,945,2017,671,995,242,116,937,246,246,1071,114,1212,1174,1048,246,415,1162,78
"G4200910","2010",,,"Pennsylvania","42","Montgomery County","091",,,,,,,,,,,,,,,,,"Montgomery County, Pennsylvania",12119,801052,722467,571874,142868,7725,2222,5503,78585,801052,722467,78585,789794,183051,168101,128447,13093,0,25852,709,0,9803,1609,193,181,230,54,7536,5147,156827,129089,106971,14024,51,7155,686,202,5979,2601,114,195,327,0,2742,21759,335078,293866,254679,25501,2594,9441,1150,501,17140,5862,1911,1065,2290,868,256,4888,24072,114838,25660,2916,406,22338,0,0,88863,170,28882,32584,3451,0,804,22972,315,"Montgomery County, Pennsylvania",-1,0,4251,7153,6552,1304,813,1143,4251,0,4251,4251,1369,721,2144,4241,2799,246,3434,544,246,1799,761,224,244,285,89,1537,1103,745,2404,3039,2425,86,1459,534,229,1143,834,131,196,328,246,903,2438,739,2925,4052,2200,754,1722,569,281,1865,1144,680,596,808,510,214,995,2646,950,2096,818,281,1759,246,246,2229,164,1982,2147,670,246,352,2019,247
"G4200950","2010",,,"Pennsylvania","42","Northampton County","095",,,,,,,,,,,,,,,,,"Northampton County, Pennsylvania",4575,298101,278261,174108,93627,10526,8486,2040,19840,298101,278261,19840,294171,65167,55777,37144,3508,0,15053,72,0,5229,698,0,51,100,0,4380,4161,60390,47257,36066,4878,128,5683,308,194,2703,757,106,281,18,56,1485,10430,124176,102182,87017,6979,1349,6066,289,482,9158,2412,1308,444,885,263,611,3235,12836,44438,8441,736,135,7538,32,0,35997,0,8498,14289,1106,0,393,11711,0,"Northampton County, Pennsylvania",-1,0,2903,5932,5934,1701,1662,598,2903,0,2903,2903,1250,9,2639,3226,1923,246,2027,120,246,2011,437,246,82,104,246,1942,1853,687,1960,2333,1275,129,1421,461,260,789,367,175,262,30,95,646,1919,752,2756,3235,1553,700,1465,250,384,1435,774,489,349,520,305,352,981,2382,1088,1191,423,160,1208,51,246,1468,246,1240,1759,480,246,331,1494,246
"G4200970","2010",,,"Pennsylvania","42","Northumberland County","097",,,,,,,,,,,,,,,,,"Northumberland County, Pennsylvania",2088,94366,93457,81732,10350,1375,608,767,909,94366,93457,909,91298,19665,16891,7661,574,0,8504,152,0,1873,84,0,78,52,0,1659,901,16694,12013,8253,676,0,2676,190,218,446,181,0,40,0,0,225,4235,38780,29870,23298,2665,972,2242,137,556,3902,1187,258,280,1014,129,188,846,5008,16159,2998,111,0,2887,0,0,12817,0,2105,5814,997,0,212,3689,344,"Northumberland County, Pennsylvania",-1,0,575,1759,1554,623,485,427,575,0,575,575,936,677,929,1439,576,246,1613,173,246,1041,72,246,109,88,246,1046,726,400,924,969,352,246,796,178,249,320,177,246,68,246,246,223,859,682,1333,1466,921,419,616,150,358,753,556,173,311,414,103,153,301,1086,664,841,121,246,824,246,246,1043,246,603,925,475,246,164,712,331
"G4201010","2010",,,"Pennsylvania","42","Philadelphia County","101",,,,,,,,,,,,,,,,,"Philadelphia County, Pennsylvania",16121,1528306,1350883,1040295,256999,53589,44883,8706,177423,1528306,1350883,177423,1509244,343130,291695,114142,9593,461,166942,557,0,33720,5709,0,1023,262,0,26726,17715,442789,310839,205196,30460,331,73582,827,443,20578,7203,318,2951,334,89,9683,111372,543195,392123,264022,27106,10119,86407,1575,2894,56331,11454,2210,2516,14874,583,1465,23229,94741,180130,51579,4793,887,45838,0,61,126984,149,27784,36034,27963,0,3665,31389,1567,"Philadelphia County, Pennsylvania",-1,0,9427,11119,9515,5216,5183,1720,9427,0,9427,9427,5839,325,6135,7562,2150,368,7929,412,246,4633,2294,246,530,324,246,4325,3973,3175,6467,7375,3693,338,4967,447,471,3222,1882,300,928,394,148,2172,5645,3003,6436,7285,3075,1658,6819,831,1009,4223,2221,774,832,2169,498,610,2791,5941,885,3862,1175,514,3748,246,100,3746,145,2804,2487,2685,246,1142,2671,749
"G4201070","2010",,,"Pennsylvania","42","Schuylkill County","107",,,,,,,,,,,,,,,,,"Schuylkill County, Pennsylvania",3669,148228,144613,127633,16239,741,200,541,3615,148228,144613,3615,141880,29462,26054,14878,973,0,9538,665,0,2269,277,60,39,63,0,1830,1139,26110,18454,12870,1335,50,4090,66,43,2276,385,0,538,92,0,1261,5380,60806,47314,38905,3374,1392,3121,59,463,6786,1515,264,631,1313,99,44,2920,6706,25502,5211,233,0,4978,0,0,20128,0,3522,7785,1223,0,586,7012,163,"Schuylkill County, Pennsylvania",-1,0,895,2511,2409,327,132,285,895,0,895,895,1599,325,877,1700,476,246,1315,592,246,667,224,99,49,104,246,597,494,859,1212,1237,373,81,1122,104,71,738,277,246,405,109,246,523,900,1036,1679,2081,760,534,824,97,251,1381,729,165,290,516,99,46,803,1159,727,882,167,246,868,246,246,1018,246,814,948,425,246,249,1052,169
"G4201110","2010",,,"Pennsylvania","42","Somerset County","111",,,,,,,,,,,,,,,,,"Somerset County, Pennsylvania",2258,77626,77109,65595,11087,427,117,310,517,77626,77109,517,74234,15047,12770,5951,436,0,6273,110,0,1193,227,21,19,49,0,877,1084,12503,8559,6249,562,35,1694,0,19,532,164,0,53,0,20,295,3412,32450,24248,19313,1909,310,2351,154,211,3271,887,183,235,593,108,75,1190,4931,14234,2099,85,18,1996,0,0,12086,0,2492,5316,926,0,158,3194,49,"Somerset County, Pennsylvania",-1,0,253,1706,1665,363,145,282,253,0,253,253,1425,4,776,1276,371,246,1411,119,246,553,195,38,35,83,246,509,560,637,697,759,224,57,594,246,30,311,154,246,69,246,35,245,779,678,1258,1245,477,229,767,110,214,709,356,171,170,364,92,55,431,1271,624,508,87,29,491,246,246,698,246,610,864,404,246,121,617,60
"G4201250","2010",,,"Pennsylvania","42","Washington County","125",,,,,,,,,,,,,,,,,"Washington County, Pennsylvania",4319,207875,204053,171394,32166,493,151,342,3822,207875,204053,3822,206446,42567,38394,25484,2383,50,10319,158,0,3071,575,31,58,86,0,2321,1102,39782,29773,23331,2858,0,3318,43,223,2114,500,29,0,342,0,1243,7895,88650,71825,57572,6813,1602,5149,353,336,8125,2055,427,744,1190,242,463,3004,8700,35447,5559,435,212,4912,0,0,29797,0,8480,10635,1389,0,83,9210,91,"Washington County, Pennsylvania",-1,0,889,3772,3540,285,173,246,889,0,889,889,656,141,1302,1912,980,84,2038,201,246,1251,377,37,94,105,246,1148,771,667,1398,1712,862,246,820,53,341,1068,257,49,246,281,246,825,1426,782,2302,2572,1209,552,1195,232,377,1260,753,251,441,496,177,262,809,1703,794,812,301,148,743,246,246,1025,246,1029,1202,499,246,87,1348,117
"G4201290","2010",,,"Pennsylvania","42","Westmoreland County","129",,,,,,,,,,,,,,,,,"Westmoreland County, Pennsylvania",6137,365012,360043,317284,41090,1669,463,1206,4969,365012,360043,4969,362168,72340,63771,39994,3025,0,20405,347,0,7259,931,0,139,65,0,6124,1310,63152,48686,35127,4168,0,8829,436,126,3954,979,84,494,0,0,2397,10512,158797,127921,105259,9947,2276,8797,1055,587,13941,4178,992,780,2181,542,627,4641,16935,67879,12279,1019,64,11196,0,0,55600,0,16345,20109,3704,0,1189,14253,0,"Westmoreland County, Pennsylvania",-1,0,971,4056,3837,607,409,475,971,0,971,971,1587,170,1811,2572,1014,246,2553,322,246,1653,526,246,150,103,246,1665,669,815,1933,1903,1261,246,1614,407,214,1069,443,111,423,246,246,853,1595,914,2648,3481,1669,882,1490,663,384,1514,951,548,380,739,440,439,1103,2252,1121,1452,529,106,1424,246,246,1770,246,1766,1817,962,246,477,1742,246
"G4201330","2010",,,"Pennsylvania","42","York County","133",,,,,,,,,,,,,,,,,"York County, Pennsylvania",7061,435490,418742,290888,118695,9159,5355,3804,16748,435490,418742,16748,430439,101641,92139,64928,4186,20,22506,499,0,5846,843,66,67,536,0,4334,3656,85312,63786,50929,3572,30,8353,595,307,3939,1534,0,262,88,0,2055,17587,183798,153178,132897,10128,2826,6246,576,505,12951,4523,1029,331,2075,648,312,4033,17669,59688,11747,643,177,10927,0,0,47656,0,12918,18929,2738,0,449,12622,285,"York County, Pennsylvania",-1,0,2162,6552,6058,2299,1973,1282,2162,0,2162,2162,1444,429,2089,3617,1243,35,2654,397,246,1387,441,106,136,448,246,1224,1454,812,2412,2595,983,53,1558,343,307,1101,913,246,218,106,246,606,2407,917,3062,3190,1641,1016,1090,424,306,1681,1180,390,212,592,421,209,919,2310,984,1675,318,171,1664,246,246,1477,246,1598,1864,898,246,259,1534,275
"G4400030","2010",,,"Rhode Island","44","Kent County","003",,,,,,,,,,,,,,,,,"Kent County, Rhode Island",2242,166103,157190,120546,35836,808,231,577,8913,166103,157190,8913,164748,34164,28608,21167,641,137,6533,130,0,3454,403,0,63,0,0,2988,2102,30653,21320,17095,973,78,3061,113,0,2695,854,0,607,0,0,1234,6638,74484,59700,51749,2550,723,4241,116,321,7061,1959,147,137,1167,70,529,3052,7723,25447,7685,402,0,7283,0,0,17762,44,3992,5213,1553,0,580,6380,0,"Kent County, Rhode Island",-1,0,1319,3608,3690,436,257,366,1319,0,1319,1319,678,244,1815,2140,429,153,1590,213,291,1626,350,291,105,291,291,1576,1205,943,1786,1864,576,128,995,135,291,943,507,291,377,291,291,777,1518,1005,2129,2053,694,440,963,141,265,1438,750,174,160,737,111,412,978,1694,739,1263,362,291,1220,291,291,1266,71,952,1083,637,291,476,1113,291
"G4400050","2010",,,"Rhode Island","44","Newport County","005",,,,,,,,,,,,,,,,,"Newport County, Rhode Island",1152,82852,76808,32108,41965,2735,993,1742,6044,82852,76808,6044,80263,16029,14605,8681,459,0,2462,3003,0,462,0,0,0,151,0,311,962,15354,11255,7536,1146,0,865,1708,0,611,233,0,122,68,0,188,3488,35447,30039,23363,3174,94,1457,1660,291,3279,782,0,0,667,799,0,1031,2129,13433,2711,442,95,2174,0,0,10623,79,2496,3569,173,0,133,4173,99,"Newport County, Rhode Island",-1,0,1356,2992,2643,1461,719,1325,1356,0,1356,1356,1144,287,858,1303,358,291,1224,1189,291,327,291,291,291,148,291,290,747,953,1136,1337,615,291,635,928,291,353,239,291,204,86,291,169,1035,1051,1447,1795,1086,116,777,626,237,875,444,291,291,426,494,291,446,1006,695,742,246,153,651,291,291,949,132,772,873,174,291,131,784,121
"G4400070","2010",,,"Rhode Island","44","Providence County","007",,,,,,,,,,,,,,,,,"Providence County, Rhode Island",7968,627070,517156,366571,133695,16890,13144,3746,109914,627070,517156,109914,616557,137717,119615,69796,5262,722,43767,68,0,9203,1074,52,266,276,0,7535,8899,157810,108655,74401,16842,775,16228,409,0,8641,3662,58,1596,101,0,3224,40514,241369,176521,142790,9687,2570,19816,883,775,27780,5390,1272,350,8560,585,407,11216,37068,79661,23237,906,503,21764,0,64,55385,33,12187,18373,7922,0,1366,15504,1039,"Providence County, Rhode Island",-1,0,5196,6987,7495,3488,3521,1061,5196,0,5196,5196,956,182,2933,3997,1513,731,3882,112,291,2066,575,82,302,285,291,2033,2014,821,3774,3987,2376,457,1666,297,291,1964,1299,97,712,121,291,1082,3347,794,4083,4658,1851,784,2620,524,414,2754,1223,580,235,1762,344,410,1870,3287,1051,1999,349,463,2022,291,104,2100,56,1620,2006,1479,291,516,1790,664
"G4400090","2010",,,"Rhode Island","44","Washington County","009",,,,,,,,,,,,,,,,,"Washington County, Rhode Island",1658,127008,121152,75713,44453,986,103,883,5856,127008,121152,5856,126000,25742,23349,19337,1098,0,2656,258,0,2146,78,0,0,260,0,1808,247,27155,20806,16767,2697,0,879,463,0,1474,514,0,382,206,0,372,4875,55086,45469,39635,3017,269,1488,485,575,4790,1127,0,146,1553,228,0,1736,4827,18017,3910,399,178,3333,0,0,14107,0,4156,4691,372,0,230,4658,0,"Washington County, Rhode Island",-1,0,1298,3779,4039,572,175,520,1298,0,1298,1298,657,565,1088,1127,570,291,994,311,291,851,131,291,291,239,291,784,288,629,1516,1755,795,291,419,556,291,728,332,291,463,159,291,292,1233,804,1980,2162,804,223,693,403,513,1212,521,291,174,859,235,291,739,1293,794,952,270,284,952,291,291,1095,291,950,848,234,291,189,1021,291
"G4500030","2010",,,"South Carolina","45","Aiken County","003",,,,,,,,,,,,,,,,,"Aiken County, South Carolina",2091,160565,155478,69555,83216,2707,320,2387,5087,160565,155478,5087,158639,37005,31978,16140,1889,0,11482,2364,103,1396,0,0,0,125,12,1259,3631,33494,22325,16803,1254,0,3392,646,230,1739,338,256,293,140,0,712,9430,64486,46946,38774,2349,805,3723,608,687,6259,1535,310,0,1234,740,345,2095,11281,23654,5846,576,0,5270,0,0,17603,0,5684,3358,1391,0,373,6797,205,"Aiken County, South Carolina",-1,0,1356,3656,4329,1280,279,1239,1356,0,1356,1356,1151,394,1669,2662,1193,296,2520,1745,172,820,296,296,296,207,23,794,1396,1197,1854,2011,613,296,1195,623,377,772,208,342,387,162,296,558,1655,1319,2000,2419,679,428,1199,429,407,1282,616,218,296,599,493,284,665,2079,906,1223,639,296,1181,296,296,1243,296,1087,898,559,296,238,1164,280
"G4500070","2010",,,"South Carolina","45","Anderson County","007",,,,,,,,,,,,,,,,,"Anderson County, South Carolina",2456,187269,181858,127577,53044,1237,156,1081,5411,187269,181858,5411,184477,44770,38098,20554,1943,0,15398,203,0,2913,593,0,0,462,0,1858,3759,36482,26414,18990,1471,282,5401,0,270,1199,619,0,0,216,115,249,8869,76271,51690,41951,2929,2805,2808,402,795,9788,1605,1123,222,1994,1636,194,3014,14793,26954,6196,385,0,5811,0,0,20702,0,4164,7473,1647,0,457,6961,56,"Anderson County, South Carolina",-1,0,1018,4280,4240,574,149,588,1018,0,1018,1018,1278,206,1846,2555,937,296,2454,196,296,1200,418,296,296,437,296,1082,1291,845,1695,2139,680,445,1540,296,401,981,832,296,296,198,188,263,1876,972,2506,2904,900,1616,957,296,545,1590,620,527,194,662,854,170,790,2341,738,1186,338,296,1141,296,296,1304,296,1099,1144,569,296,326,1107,81
"G4500130","2010",,,"South Carolina","45","Beaufort County","013",,,,,,,,,,,,,,,,,"Beaufort County, South Carolina",2059,162989,149042,46099,100246,2697,728,1969,13947,162989,149042,13947,151444,34303,27697,9891,1887,112,11817,3990,0,2156,308,0,0,1241,184,423,4450,27166,14134,7276,1640,0,2856,2322,40,1965,120,43,319,1223,0,260,11067,57017,40915,30582,5216,560,1848,2428,281,5897,1859,767,204,531,796,0,1740,10205,32958,7241,70,0,7171,0,0,25651,0,7690,3992,1026,0,660,12283,66,"Beaufort County, South Carolina",-1,0,2094,3640,4064,808,574,647,2094,0,2094,2094,2045,301,2102,2180,929,165,2995,1371,296,1022,328,296,296,689,228,448,1803,2233,2013,1608,698,296,1133,892,71,758,194,72,319,662,296,231,2092,1206,2338,2577,1342,444,804,943,429,1159,660,560,203,475,460,296,585,2200,615,1290,118,296,1286,296,296,1320,296,1349,885,566,296,432,1455,112
"G4500150","2010",,,"South Carolina","45","Berkeley County","015",,,,,,,,,,,,,,,,,"Berkeley County, South Carolina",1888,178783,168234,94096,71086,3052,467,2585,10549,178783,168234,10549,172339,43633,35223,16988,2178,0,13269,2788,0,2760,190,0,0,1425,0,1145,5650,41531,23053,16851,1300,0,2752,1850,300,2860,445,0,332,1381,0,702,15618,69576,48668,37658,3100,704,3070,3177,959,9136,1864,538,170,1415,1519,376,3254,11772,17599,5800,687,60,5053,0,0,11712,0,2379,2239,744,0,135,6215,87,"Berkeley County, South Carolina",-1,0,2137,4868,4570,1276,485,1123,2137,0,2137,2137,1594,317,2840,2443,1290,296,2740,1115,296,1022,314,296,296,733,296,729,2551,1860,2539,2557,680,296,1113,708,343,996,418,296,342,801,296,356,2659,1140,2316,2637,1532,482,1169,1031,608,1556,1071,353,216,823,856,379,860,1925,745,1261,759,104,1037,296,296,1293,296,613,887,492,296,157,1213,148
"G4500190","2010",,,"South Carolina","45","Charleston County","019",,,,,,,,,,,,,,,,,"Charleston County, South Carolina",4628,351482,330865,181416,144966,4483,430,4053,20617,351482,330865,20617,345848,72234,62574,28939,6855,523,24965,1232,60,4006,1176,0,161,330,0,2339,5654,97047,65396,46879,9864,530,5122,2951,50,3711,1327,52,186,352,0,1794,27940,132382,93367,68173,13098,1909,4008,4069,2110,13724,2797,215,476,2329,1182,547,6178,25291,44185,7544,779,0,6691,74,0,36211,140,8384,6845,2611,68,1317,16846,430,"Charleston County, South Carolina",-1,0,2043,5313,5226,1264,393,1197,2043,0,2043,2043,2156,1107,2249,2620,1532,441,2280,741,98,1395,570,296,211,456,296,1123,1529,1654,2804,3577,1853,526,1377,1291,83,979,570,91,244,328,296,731,3061,1025,3604,3483,2260,793,960,1471,848,1700,826,146,319,889,499,358,1184,3184,881,1118,425,296,1107,123,296,1416,219,1455,1193,862,112,589,1549,268
"G4500310","2010",,,"South Carolina","45","Darlington County","031",,,,,,,,,,,,,,,,,"Darlington County, South Carolina",872,68617,67274,54308,12605,361,206,155,1343,68617,67274,1343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Darlington County, South Carolina",-1,0,942,2403,2013,398,347,187,942,0,942,942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4500350","2010",,,"South Carolina","45","Dorchester County","035",,,,,,,,,,,,,,,,,"Dorchester County, South Carolina",1672,137476,132561,69987,59744,2830,616,2214,4915,137476,132561,4915,134698,37396,31658,15936,1595,0,9991,4136,0,2681,476,0,40,663,0,1502,3057,27492,16640,11092,665,0,2667,2216,0,2194,475,0,200,306,0,1213,8658,56015,40288,31286,2302,937,2329,2754,680,6753,330,220,212,1005,1167,104,3715,8974,13795,2557,335,0,2222,0,0,11238,0,2596,1760,951,0,284,5647,0,"Dorchester County, South Carolina",-1,0,1082,3986,4039,1281,672,1068,1082,0,1082,1082,1173,365,1421,2023,946,296,2426,1470,296,978,341,296,79,459,296,724,1177,809,1551,1450,392,296,1008,1071,296,608,333,296,233,208,296,489,1810,957,2355,2926,997,510,1112,964,458,1563,256,182,214,583,685,125,1200,1733,757,745,347,296,718,296,296,950,296,894,698,511,296,334,1065,296
