GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PUMA5A,NAME_E,IG2E001,II0E001,II0E002,II0E003,II0E004,II0E005,II0E006,II0E007,II0E008,IJ3E001,IJ3E002,IJ3E003,JIFE001,JIFE002,JIFE003,JIFE004,JIFE005,JIFE006,JIFE007,JIFE008,JIFE009,JIFE010,JIFE011,JIFE012,JIFE013,JIFE014,JIFE015,JIFE016,JIFE017,JIFE018,JIFE019,JIFE020,JIFE021,JIFE022,JIFE023,JIFE024,JIFE025,JIFE026,JIFE027,JIFE028,JIFE029,JIFE030,JIFE031,JIFE032,JIFE033,JIFE034,JIFE035,JIFE036,JIFE037,JIFE038,JIFE039,JIFE040,JIFE041,JIFE042,JIFE043,JIFE044,JIFE045,JIFE046,JIFE047,JIFE048,JIFE049,JIFE050,JIFE051,JIFE052,JIFE053,JIFE054,JIFE055,JIFE056,JIFE057,JIFE058,JIFE059,JIFE060,JIFE061,JIFE062,JIFE063,JIFE064,JIFE065,JIFE066,NAME_M,IG2M001,II0M001,II0M002,II0M003,II0M004,II0M005,II0M006,II0M007,II0M008,IJ3M001,IJ3M002,IJ3M003,JIFM001,JIFM002,JIFM003,JIFM004,JIFM005,JIFM006,JIFM007,JIFM008,JIFM009,JIFM010,JIFM011,JIFM012,JIFM013,JIFM014,JIFM015,JIFM016,JIFM017,JIFM018,JIFM019,JIFM020,JIFM021,JIFM022,JIFM023,JIFM024,JIFM025,JIFM026,JIFM027,JIFM028,JIFM029,JIFM030,JIFM031,JIFM032,JIFM033,JIFM034,JIFM035,JIFM036,JIFM037,JIFM038,JIFM039,JIFM040,JIFM041,JIFM042,JIFM043,JIFM044,JIFM045,JIFM046,JIFM047,JIFM048,JIFM049,JIFM050,JIFM051,JIFM052,JIFM053,JIFM054,JIFM055,JIFM056,JIFM057,JIFM058,JIFM059,JIFM060,JIFM061,JIFM062,JIFM063,JIFM064,JIFM065,JIFM066
"G0800350","2010",,,"Colorado","08","Douglas County","035",,,,,,,,,,,,,,,,,"Douglas County, Colorado",3651,287003,268312,103422,160640,4250,592,3658,18691,287003,268312,18691,286847,87129,83317,69480,8340,0,5045,452,0,1788,948,0,0,121,0,719,2024,48497,41394,36482,3732,0,784,334,62,2175,851,0,46,147,0,1131,4928,130724,115224,99568,13229,114,669,1527,117,7433,2938,320,625,292,726,200,2332,8067,20497,5059,296,173,4590,0,0,15438,0,4343,6055,870,0,149,4021,0,"Douglas County, Colorado",-1,0,2784,4831,5319,1161,466,1044,2784,0,2784,2784,181,346,1236,2878,1977,279,2163,420,279,741,581,279,279,199,279,500,833,621,1531,2045,1285,279,514,298,103,859,522,279,74,174,279,667,1439,880,1992,2631,2279,136,487,670,135,1315,879,217,538,298,470,195,770,1530,500,963,217,203,979,279,279,1027,279,949,1420,698,279,176,961,279
"G0800410","2010",,,"Colorado","08","El Paso County","041",,,,,,,,,,,,,,,,,"El Paso County, Colorado",8157,626928,582941,196129,365638,21174,2426,18748,43987,626928,582941,43987,597805,162941,140597,70150,6446,342,32580,31079,0,9568,1560,0,72,4029,73,3834,12776,136472,90682,56234,5515,488,12840,15011,594,6973,1617,0,219,2859,185,2093,38817,237007,169709,117319,15198,2287,9807,22787,2311,29692,4381,898,498,3015,8070,838,11992,37606,61385,12975,651,180,12144,0,0,48342,43,8010,12079,1821,0,406,25983,68,"El Paso County, Colorado",-1,0,4434,7604,7415,2498,1063,2285,4434,0,4434,4434,2235,872,3680,5292,1558,376,3660,4442,279,2163,763,279,119,1463,123,1457,2462,2138,3782,3761,1376,465,2053,2354,433,1228,683,279,183,835,219,776,3755,1372,3382,4277,1887,829,1812,2529,1151,2544,1246,457,269,940,1433,428,1465,3438,808,1618,374,176,1590,279,279,1739,72,1382,1545,684,279,256,1856,110
"G0800590","2010",,,"Colorado","08","Jefferson County","059",,,,,,,,,,,,,,,,,"Jefferson County, Colorado",7923,535533,500776,250523,245031,5222,75,5147,34757,535533,500776,34757,530430,118060,99525,69930,9276,0,19749,570,0,5508,1572,0,100,198,0,3638,13027,109683,78681,59221,11958,313,6781,92,316,4364,2086,121,197,41,0,1919,26638,236916,191308,155443,25257,2673,6146,912,877,14710,6447,585,451,1510,576,323,4818,30898,65771,17191,1712,262,15217,0,0,48457,52,14918,14699,2249,0,851,15688,123,"Jefferson County, Colorado",-1,0,3622,7067,6807,1230,88,1215,3622,0,3622,3622,1768,918,2709,3742,1658,279,2543,539,279,1651,741,279,117,236,279,1525,2291,964,3010,3234,1914,347,1312,111,280,1047,699,144,171,70,279,807,2901,822,3446,4471,2855,983,1181,504,516,1771,1462,356,257,559,383,222,996,3023,881,2027,609,199,1905,279,279,2067,84,1599,1432,768,279,420,1678,147
"G0800690","2010",,,"Colorado","08","Larimer County","069",,,,,,,,,,,,,,,,,"Larimer County, Colorado",3845,300637,285023,115780,165786,3457,484,2973,15614,300637,285023,15614,298282,63958,57006,34785,8277,0,13017,927,0,2878,1159,0,230,258,0,1231,4074,83124,61968,42663,12055,122,5412,1215,501,2578,1278,0,0,264,46,990,18578,116061,93702,74903,12749,1287,4180,354,229,7981,3223,345,321,1025,341,233,2493,14378,35139,8108,970,0,7064,0,74,26945,0,7829,8796,1382,0,412,8526,86,"Larimer County, Colorado",-1,0,2978,5130,5289,1240,754,959,2978,0,2978,2978,1386,338,2152,3024,1587,279,2961,540,279,1039,681,279,286,345,279,709,1925,1046,2990,3620,2009,152,1697,570,654,848,600,279,279,227,76,508,2730,1215,2641,2956,1767,582,1468,320,228,1314,914,216,269,527,196,185,841,2161,923,1303,700,279,1233,279,124,1430,279,1395,1107,957,279,274,1352,145
"G0800770","2010",,,"Colorado","08","Mesa County","077",,,,,,,,,,,,,,,,,"Mesa County, Colorado",1778,146313,140363,68697,71253,413,0,413,5950,146313,140363,5950,143713,34405,27166,14250,2092,262,10284,278,0,679,219,0,0,0,0,460,6560,33960,20327,15197,1730,0,3111,52,237,2315,454,0,868,80,0,913,11318,54214,37002,28287,4492,314,2606,261,1042,4059,570,312,418,379,110,403,1867,13153,21134,4537,209,0,4251,0,77,16341,0,3313,5601,830,0,725,5872,256,"Mesa County, Colorado",-1,0,1872,4176,3887,368,279,368,1872,0,1872,1872,2338,329,2402,2292,1017,416,2626,352,279,465,268,279,279,279,279,380,2235,1704,2379,2317,749,279,999,92,286,1183,365,279,892,139,279,678,2138,1451,2594,2676,1275,328,998,261,491,1244,388,287,405,305,135,491,812,2192,1035,1185,205,279,1178,279,121,1389,279,881,1217,427,279,417,1045,319
"G0801010","2010",,,"Colorado","08","Pueblo County","101",,,,,,,,,,,,,,,,,"Pueblo County, Colorado",2068,159477,152935,105509,46620,806,34,772,6542,159477,152935,6542,157187,39014,33706,15889,1548,0,15823,446,0,1584,785,0,0,47,0,752,3724,33271,20314,12161,1441,0,5825,803,84,1215,269,98,384,50,0,414,11742,61650,42981,31093,3358,1648,5577,871,434,7601,2077,558,136,2094,42,366,2328,11068,23252,4583,365,0,4218,0,0,18575,95,5934,5274,1830,0,245,5197,94,"Pueblo County, Colorado",-1,0,1784,4049,3679,599,55,597,1784,0,1784,1784,1271,753,1610,2272,756,279,2247,439,279,782,581,279,279,78,279,495,1329,893,1326,1373,603,279,1325,570,142,505,223,165,400,85,279,303,1343,747,1937,2457,889,597,1331,508,324,1346,710,364,135,879,72,241,830,1784,644,908,240,279,892,279,279,1091,160,1172,986,570,279,213,858,152
"G0801230","2010",,,"Colorado","08","Weld County","123",,,,,,,,,,,,,,,,,"Weld County, Colorado",3411,254270,230018,138336,88548,3134,557,2577,24252,254270,230018,24252,250824,70744,61211,36076,4904,233,19283,715,0,2806,373,0,397,454,0,1582,6727,61523,42307,31662,5706,86,4408,420,25,1783,858,70,48,193,0,614,17433,94977,72649,58103,7070,1583,4803,541,549,6183,1512,314,243,1581,179,295,2059,16145,23580,6682,701,201,5780,0,0,16802,65,4486,5043,2365,0,458,4385,96,"Weld County, Colorado",-1,0,3117,5296,3866,1309,803,1049,3117,0,3117,3117,2852,5,2341,2880,1707,304,2671,518,279,1390,321,279,627,521,279,1178,2065,1764,2616,2458,1394,122,1464,280,41,672,450,117,73,228,279,368,2417,1388,3296,3438,1339,752,1267,321,662,1413,587,241,194,709,136,292,728,2852,650,1103,462,322,1104,279,279,1251,112,966,912,905,279,264,1099,164
"G0900010","2010",,,"Connecticut","09","Fairfield County","001",,,,,,,,,,,,,,,,,"Fairfield County, Connecticut",12703,918714,733305,401558,301074,30673,19336,11337,185409,918714,733305,185409,908953,227116,205831,144241,15580,524,44934,552,0,12348,6723,57,217,556,0,4795,8937,177431,122274,89382,13465,223,18336,528,340,8445,5583,56,524,48,0,2234,46712,385811,310093,249464,31489,5927,21934,638,641,27643,16231,1583,1144,2205,218,289,5973,48075,118595,31287,3747,459,27081,0,0,84851,449,27847,24743,6168,116,1799,23729,2457,"Fairfield County, Connecticut",-1,0,8582,9495,8966,3926,3217,2044,8582,0,8582,8582,2251,6,3236,5283,2558,459,4204,471,281,2399,1720,93,286,551,281,1363,2177,726,3914,3880,1864,247,2514,484,376,2131,1904,96,460,79,281,855,3503,766,4488,5732,2714,1929,2368,430,506,3499,3130,678,580,714,266,241,1322,3682,1648,2385,964,306,2326,281,281,2701,314,2131,2000,1297,192,576,2065,762
"G0900030","2010",,,"Connecticut","09","Hartford County","003",,,,,,,,,,,,,,,,,"Hartford County, Connecticut",12604,894478,763850,500329,218198,45323,37129,8194,130628,894478,763850,130628,879047,203787,189695,119502,4264,230,65088,611,0,9098,2778,0,82,200,0,6038,4994,184884,145670,108380,8441,691,26844,780,534,6316,3473,0,134,183,0,2526,32898,365828,304088,252089,16632,5944,27240,848,1335,25994,9351,2486,851,6716,524,581,5485,35746,124548,27335,3458,82,23795,0,0,96378,128,33990,25076,10099,0,1380,25705,835,"Hartford County, Connecticut",-1,0,7648,8467,7653,3896,3820,1675,7648,0,7648,7648,1772,236,2837,4988,1137,194,4408,746,281,2241,995,281,136,198,281,1923,1439,905,3539,3747,1572,418,2684,560,445,1030,681,281,164,184,281,774,3345,1012,4165,5130,1889,1806,2877,484,1284,2735,1585,826,439,1630,379,367,1360,3960,1221,2562,974,117,2496,281,281,2927,124,2604,2427,1777,281,576,2172,612
"G0900050","2010",,,"Connecticut","09","Litchfield County","005",,,,,,,,,,,,,,,,,"Litchfield County, Connecticut",3152,189840,176252,127659,47038,1555,574,981,13588,189840,176252,13588,188356,40734,37923,26156,3405,0,8309,53,0,1845,661,0,0,0,0,1184,966,31442,25756,19112,2511,95,3940,76,22,1101,212,49,139,0,0,701,4585,87041,73697,60396,8440,730,3470,108,553,5991,2273,786,187,1087,0,163,1495,7353,29139,6584,388,141,6055,0,0,22555,136,7509,7663,1327,0,406,5514,0,"Litchfield County, Connecticut",-1,0,1835,3636,3409,618,372,514,1835,0,1835,1835,659,173,872,1975,1274,281,2033,96,281,797,439,281,281,281,281,596,494,743,1474,1685,766,173,1469,126,36,527,206,79,180,281,281,451,1242,694,1806,2703,1524,383,1025,114,406,1033,667,452,175,557,281,152,603,1446,668,990,231,172,991,281,281,1145,192,1187,1023,570,281,368,952,281
"G0900070","2010",,,"Connecticut","09","Middlesex County","007",,,,,,,,,,,,,,,,,"Middlesex County, Connecticut",2326,165697,152511,106012,43800,2699,1607,1092,13186,165697,152511,13186,162877,35041,31649,22862,1814,0,6602,371,0,2110,809,0,54,206,0,1041,1282,27938,22278,16418,2703,53,2956,116,32,964,717,0,162,45,0,40,4696,75495,62179,52393,5889,468,3152,68,209,6874,2896,290,289,967,125,0,2307,6442,24403,4487,248,96,4143,0,0,19916,0,5975,6136,1070,0,496,6239,0,"Middlesex County, Connecticut",-1,0,1806,3281,2776,864,857,487,1806,0,1806,1806,766,5,1043,1857,877,281,1713,432,281,850,545,281,91,258,281,558,694,1044,1608,1654,1235,88,883,140,54,631,630,281,175,75,281,68,1185,1216,2241,2874,1445,318,1203,113,207,1921,995,217,218,1050,150,281,915,1687,794,1053,177,114,1045,281,281,1099,281,1045,999,426,281,385,1058,281
"G0900090","2010",,,"Connecticut","09","New Haven County","009",,,,,,,,,,,,,,,,,"New Haven County, Connecticut",11190,862989,760325,535128,192228,32969,27655,5314,102664,862989,760325,102664,851180,191941,175782,106851,6970,96,61005,860,0,10435,3636,263,281,318,44,5893,5724,192008,148550,107044,13379,746,26571,404,406,9734,5145,0,925,264,0,3400,33724,350234,288075,235393,16299,4273,29434,506,2170,26903,9284,1687,943,4915,737,944,8393,35256,116997,31054,3011,234,27759,0,50,85333,75,28501,24625,6009,0,2255,23868,610,"New Haven County, Connecticut",-1,0,8151,9637,7502,3744,3502,1291,8151,0,8151,8151,2374,321,2743,4812,1932,111,4911,481,281,2316,1150,427,243,305,75,1955,1506,1042,3462,4577,2375,526,2882,274,329,1650,1200,281,573,378,281,1115,3205,831,4441,5447,2399,1052,2684,506,730,2795,1871,525,509,1249,398,485,1647,3754,1728,2410,765,193,2527,281,81,2660,125,2354,2058,1147,281,737,2108,380
"G0900110","2010",,,"Connecticut","09","New London County","011",,,,,,,,,,,,,,,,,"New London County, Connecticut",3912,274055,247924,142025,98889,7010,4213,2797,26131,274055,247924,26131,263238,59179,54667,34852,1490,0,13548,4777,0,3201,748,0,0,955,0,1498,1311,51469,40038,28215,3115,140,5507,2968,93,2906,1140,0,357,340,0,1069,8525,113654,92108,77154,5380,885,6476,1539,674,10704,2138,660,222,1832,1804,43,4005,10842,38936,7118,1260,0,5858,0,0,31251,0,9940,6824,2694,0,856,10937,567,"New London County, Connecticut",-1,0,2980,4485,4881,1524,1411,898,2980,0,2980,2980,1417,132,1397,2824,747,281,2447,1658,281,1062,692,281,281,522,281,729,1015,1349,2105,2261,1033,172,1365,1366,153,859,677,281,326,200,281,571,1479,1469,2586,3169,1176,525,1650,708,575,1851,676,348,236,684,729,71,972,1790,1000,1121,667,281,1096,281,281,1161,281,1261,1176,1206,281,530,1368,493
"G0900130","2010",,,"Connecticut","09","Tolland County","013",,,,,,,,,,,,,,,,,"Tolland County, Connecticut",2121,152781,141753,91044,48234,2475,1228,1247,11028,152781,141753,11028,149005,30783,28048,21697,1329,0,5022,0,0,2513,1095,0,0,0,0,1418,222,38901,32035,25708,2738,38,3223,328,0,2182,1025,81,334,136,98,508,4684,61961,54017,48531,3012,376,1784,71,243,5248,2004,326,124,269,345,185,1995,2696,17360,3186,294,0,2892,0,0,14174,0,5226,4695,537,0,300,3416,0,"Tolland County, Connecticut",-1,0,1846,4036,3470,897,553,698,1846,0,1846,1846,1011,55,1047,1680,676,281,1157,281,281,997,608,281,281,281,281,828,207,1059,1540,2163,1041,70,1097,272,281,784,499,137,443,236,159,319,1161,1088,1907,1978,961,237,817,117,181,1355,779,244,149,194,284,314,1035,1096,570,784,236,281,776,281,281,879,281,1056,1158,342,281,390,832,281
"G0900150","2010",,,"Connecticut","09","Windham County","015",,,,,,,,,,,,,,,,,"Windham County, Connecticut",1841,118519,114033,66306,42890,4837,3890,947,4486,118519,114033,4486,117257,26429,24624,15631,595,0,7871,527,0,1127,384,0,122,129,0,492,678,26059,20246,14146,1225,0,4643,190,42,1299,647,0,57,87,0,508,4514,49922,40841,34468,1656,701,3539,287,190,4400,1339,231,456,1205,261,53,855,4681,14847,3483,396,0,3087,0,0,11243,0,2801,3283,955,0,341,3863,121,"Windham County, Connecticut",-1,0,951,3381,3041,1244,1081,495,951,0,951,951,938,101,907,1963,430,281,1640,351,281,635,479,281,195,135,281,313,571,774,1557,1574,465,281,1307,245,86,624,546,281,78,106,281,331,1489,901,1826,2200,645,371,1149,224,193,1124,654,203,578,604,237,88,374,1150,563,815,399,281,815,281,281,844,281,775,935,459,281,270,779,195
"G1000010","2010",,,"Delaware","10","Kent County","001",,,,,,,,,,,,,,,,,"Kent County, Delaware",2265,162912,157153,70614,82031,4508,1596,2912,5759,162912,157153,5759,158935,40608,34222,17064,1679,0,11865,3614,0,4987,1230,0,0,1829,0,1928,1399,36319,28108,17174,1951,185,6952,1723,123,2840,1371,0,35,712,0,722,5371,61527,44173,32346,2222,1139,5560,2804,102,12405,4164,1072,134,1486,2200,330,3019,4949,20481,4175,343,0,3832,0,0,16207,397,4436,3931,1091,0,177,6175,99,"Kent County, Delaware",-1,0,1281,4318,4552,1635,1365,1156,1281,0,1281,1281,1151,334,1833,2275,798,265,2459,1512,265,1539,881,265,265,954,265,733,870,1268,1750,1948,992,296,1604,651,208,1117,857,265,63,484,265,447,1646,1087,2410,2805,922,547,1323,967,131,2115,1489,477,178,719,863,339,903,1235,953,1013,379,265,966,265,265,1182,617,784,1004,530,265,216,1027,121
"G1000030","2010",,,"Delaware","10","New Castle County","003",,,,,,,,,,,,,,,,,"New Castle County, Delaware",7627,538986,486456,252319,226458,7679,4513,3166,52530,538986,486456,52530,530648,124741,111199,74551,3322,654,32415,257,0,6805,1613,45,0,315,0,4832,6737,126883,98919,74634,7734,606,15268,451,226,5857,2530,0,569,207,0,2551,22107,214218,174701,148176,7740,2575,15159,824,227,18679,5568,1396,470,2803,974,346,7122,20838,64806,14092,1331,0,12761,0,0,50618,0,22524,9169,3403,0,1061,14461,96,"New Castle County, Delaware",-1,0,3149,7629,7792,2241,1782,1018,3149,0,3149,3149,890,487,2769,3887,1161,601,3707,210,265,2026,558,70,265,207,265,1947,1927,621,3017,3073,1548,495,2280,281,382,1291,800,265,377,181,265,917,2635,730,3306,4004,1502,920,2381,465,216,2256,1186,588,239,863,427,228,1451,2932,812,1840,634,265,1829,265,265,1950,265,1961,1277,916,265,441,1562,133
"G1000050","2010",,,"Delaware","10","Sussex County","005",,,,,,,,,,,,,,,,,"Sussex County, Delaware",3867,197871,184292,84517,97820,1955,1066,889,13579,197871,184292,13579,195649,40697,34936,12689,1984,0,19705,558,0,2885,886,112,17,100,0,1770,2876,34306,22161,11283,2104,122,8140,392,120,2713,1132,83,85,110,0,1303,9432,80516,59305,42367,5655,1861,8330,811,281,9314,2271,1423,381,1913,372,111,2843,11897,40130,9142,508,11,8590,33,0,30988,0,10693,8101,1342,0,446,10406,0,"Sussex County, Delaware",-1,0,1839,4252,4023,1296,1204,515,1839,0,1839,1839,637,117,1514,2226,1084,265,2222,364,265,1110,783,179,32,120,265,784,1266,666,1743,1568,879,201,1262,322,171,1025,682,142,121,181,265,563,1512,755,2447,2825,1181,782,1622,619,323,1665,593,764,489,784,259,95,1048,2110,516,1110,321,18,1140,37,265,1103,265,1375,1201,496,265,272,1162,265
"G1100010","2010",,,"District Of Columbia","11","District Of Columbia","001",,,,,,,,,,,,,,,,,"District of Columbia, District of Columbia",7657,604453,522719,225610,286482,10627,899,9728,81734,604453,522719,81734,594282,100990,82952,35105,2457,176,44192,1022,0,15729,5994,72,231,485,0,8947,2309,209019,158766,104950,23429,0,29574,770,43,27398,19012,49,348,624,0,7365,22855,217156,161680,113581,10097,1639,33983,1163,1217,36395,17430,1163,93,3882,869,533,12425,19081,67117,14329,3615,213,10316,185,0,51869,602,19012,6412,6866,0,1306,17671,919,"District of Columbia, District of Columbia",-1,0,4445,5170,6716,1777,393,1724,4445,0,4445,4445,401,441,2959,3010,1536,229,3926,496,292,2878,1678,122,232,436,292,2223,928,607,4164,3953,2461,292,3167,343,68,3628,3008,80,273,391,292,2040,2994,1030,3835,3881,1531,683,3041,578,663,3176,2564,760,109,794,397,304,2154,2188,907,1593,1022,210,1320,224,292,1619,386,1630,1241,1071,292,615,1874,598
"G1200010","2010",,,"Florida","12","Alachua County","001",,,,,,,,,,,,,,,,,"Alachua County, Florida",2891,247497,222468,129875,87467,5126,2316,2810,25029,247497,222468,25029,244364,44430,39794,23124,2701,0,13282,687,0,2040,663,0,0,231,0,1146,2596,92404,66957,45642,15599,208,4800,708,0,3645,1492,0,74,697,232,1150,21802,80944,61362,46039,7089,851,5609,804,970,8860,2021,333,312,2306,108,373,3407,10722,26586,6126,394,246,5342,0,144,20157,0,5837,5680,1018,0,512,7110,303,"Alachua County, Florida",-1,0,2899,5494,4527,1320,1057,955,2899,0,2899,2899,1590,363,1523,2251,1061,310,2278,808,310,848,510,310,310,287,310,666,1220,1116,3221,3612,2978,247,1699,506,310,1120,668,310,123,543,348,572,3101,1173,2428,2994,1416,489,1487,553,595,1948,936,232,305,1294,181,250,918,1664,692,1132,371,252,987,310,167,1228,310,1030,1098,501,310,322,1290,308
"G1200050","2010",,,"Florida","12","Bay County","005",,,,,,,,,,,,,,,,,"Bay County, Florida",1840,169272,159481,66783,88518,4180,617,3563,9791,169272,159481,9791,163748,36766,28269,12947,3276,97,8561,3388,0,3702,0,0,0,803,0,2899,4795,34859,20366,12192,2318,121,3083,2444,208,3073,710,0,70,1116,49,1128,11420,67885,45306,30885,4249,1605,3199,4873,495,7153,929,140,94,1085,1849,260,2796,15426,24238,4574,615,26,3780,73,80,19664,0,3559,4801,1020,0,383,9901,0,"Bay County, Florida",-1,0,2029,4253,4014,1367,503,1346,2029,0,2029,2029,2251,618,2364,2635,1367,169,2186,1487,310,1638,310,310,310,461,310,1496,1464,1392,2075,1743,1207,211,1143,1021,266,1271,618,310,119,739,87,875,2134,1402,2399,2968,1175,723,1182,1310,478,1312,397,148,160,604,868,283,840,2127,737,1135,524,46,956,125,132,1231,310,1011,1166,495,310,356,1544,310
"G1200090","2010",,,"Florida","12","Brevard County","009",,,,,,,,,,,,,,,,,"Brevard County, Florida",6649,543573,494840,172258,308448,14134,6495,7639,48733,543573,494840,48733,534671,106635,89554,51690,5581,78,29921,2072,212,5521,1373,0,31,1764,0,2353,11560,93845,57837,38739,5776,713,10455,1683,471,3953,568,0,675,770,70,1870,32055,226135,157831,121580,13325,4517,9182,6029,3198,22771,3712,1675,725,3325,3389,868,9077,45533,108056,29230,1652,686,26807,85,0,78336,75,18009,18090,4732,80,2915,34435,490,"Brevard County, Florida",-1,0,4765,6005,6380,2117,1492,1581,4765,0,4765,4765,1894,1394,3210,4102,1557,130,3668,1053,339,2099,616,310,57,1450,310,1199,2550,1333,3032,2837,1287,573,1966,863,366,1151,313,310,480,452,117,817,2981,1435,4487,5223,2063,1385,1809,1525,982,2213,855,714,372,985,1015,420,1834,4362,967,2855,825,445,2542,142,310,3206,122,2312,2578,1360,136,899,2374,517
"G1200110","2010",,,"Florida","12","Broward County","011",,,,,,,,,,,,,,,,,"Broward County, Florida",18994,1753578,1195179,564889,579110,51180,30426,20754,558399,1753578,1195179,558399,1742129,390941,323938,179023,24974,353,117298,2290,0,12206,4056,57,934,221,0,6938,54797,369209,205640,155418,24986,365,23411,1082,378,8723,3804,174,1173,374,0,3198,154846,734951,494289,383954,61848,9649,30599,3855,4384,39955,13775,2108,1509,8177,968,1363,12055,200707,247028,95263,4137,2877,88119,0,130,144075,359,32795,47467,23669,0,4270,35515,7690,"Broward County, Florida",-1,0,13190,11538,12823,5216,4186,2973,13190,0,13190,13190,2501,1188,6111,7523,3891,351,6845,1243,310,2242,1533,93,503,287,310,1425,6193,1314,6776,6200,3387,276,2486,699,334,1838,1478,216,712,254,310,961,6735,1026,8268,8340,4925,1985,3187,1199,1148,3830,2018,875,723,1781,471,719,1775,7605,1218,4897,1188,1176,4988,310,154,4592,364,2803,3165,2717,310,1016,2825,1437
"G1200150","2010",,,"Florida","12","Charlotte County","015",,,,,,,,,,,,,,,,,"Charlotte County, Florida",1876,159990,146283,32446,111924,1913,1254,659,13707,159990,146283,13707,157694,22969,16876,7862,1449,41,7317,207,0,1332,236,0,97,82,0,917,4761,18552,10289,6988,670,0,1965,574,92,599,111,0,42,0,0,446,7664,62422,40968,30167,5634,1061,2448,517,1141,6982,858,612,198,1512,1030,636,2136,14472,53751,9882,448,350,9084,0,0,43309,591,11659,13629,2156,0,1175,14099,560,"Charlotte County, Florida",-1,0,2160,2839,3439,605,476,424,2160,0,2160,2160,1068,192,1334,1886,725,70,1476,215,310,876,311,310,173,180,310,815,1283,1213,1523,1546,323,310,900,530,156,430,137,310,75,310,310,425,1422,1297,2467,2339,1269,417,826,407,683,1269,576,464,195,651,491,425,702,2017,704,1727,359,260,1683,310,310,1878,602,1760,2041,837,310,467,1838,448
"G1200170","2010",,,"Florida","12","Citrus County","017",,,,,,,,,,,,,,,,,"Citrus County, Florida",1708,141129,134032,39280,92865,1887,1133,754,7097,141129,134032,7097,140666,22556,18277,5857,932,0,11096,392,0,1143,398,0,48,138,0,559,3136,17694,9355,4670,819,0,3769,0,97,2176,543,0,126,526,0,981,6163,56015,36137,23286,5341,2375,4303,600,232,8077,1698,677,283,1665,824,295,2635,11801,44401,11115,175,56,10884,0,0,33286,0,8006,9355,2236,0,482,13207,0,"Citrus County, Florida",-1,0,1379,2879,2992,624,434,457,1379,0,1379,1379,708,505,1349,1443,611,310,1392,432,310,655,443,310,78,230,310,408,1195,648,1403,1325,500,310,1046,310,145,1014,665,310,166,599,310,548,1557,834,2478,2223,1425,970,1364,391,203,1458,823,360,245,806,644,215,899,2106,595,1693,168,90,1669,310,310,1700,310,1444,1662,924,310,293,1669,310
"G1200190","2010",,,"Florida","12","Clay County","019",,,,,,,,,,,,,,,,,"Clay County, Florida",2180,191395,180335,84271,91079,4985,2486,2499,11060,191395,180335,11060,187855,50050,43286,19894,4066,0,12813,6513,0,3947,492,0,73,2045,0,1337,2817,37196,25245,17791,1713,334,2964,2118,325,2060,241,0,330,435,0,1054,9891,79075,54841,39732,3256,1176,2965,6859,853,11682,1416,234,275,1476,2667,194,5420,12552,21534,4915,0,145,4628,142,0,16497,0,2641,4107,1102,0,198,8449,122,"Clay County, Florida",-1,0,2077,4161,4289,1531,1216,905,2077,0,2077,2077,1219,345,1931,2811,1625,310,2691,2223,310,1464,497,310,131,1164,310,823,1227,1008,1941,2299,825,500,1101,755,402,989,198,310,395,422,310,709,1567,1196,2642,2738,844,679,1207,1403,638,2029,648,285,236,1088,877,187,1333,2188,836,1152,310,174,1171,226,310,1563,310,804,1077,566,310,189,1463,200
